,funds,link,location,title
633,"
$120 raised of $30.0M                    ",https://www.gofundme.com/help-immigrants-kids-to-find-homes,"Los Angeles, CA","Supply Tents,food,Lawyers etc for Immigrants in SB"
634,"
$198 raised of $500                    ",https://www.gofundme.com/dnc-watch-in-dc,"Edmond, WV",DNC Watch in DC
635,"
$290 raised of $4,000                    ",https://www.gofundme.com/finish-brill-building-movie,"Las Vegas, NM",Finish Brill Building Movie
636,"
$40 raised of $2.5M                    ",https://www.gofundme.com/people-affected-by-the-government-shut-down,"Marlton, NJ",People Affected By The Government Shut Down
637,"
$25 raised of $35                    ",https://www.gofundme.com/maga-hat-for-college-student,"Chicago, IL",MAGA Hat for College Student
638,"
$250 raised of $200                    ",https://www.gofundme.com/dfcrcpac19,"Newark, DE",DFCR to CPAC 2019
639,"
$105 raised of $1,000                    ",https://www.gofundme.com/sjq369-flint-water-crisis,"Traverse City, MI",Flint Water Crisis
640,"
$305 raised of $2,000                    ",https://www.gofundme.com/RasmussenOhio,"Asbury Park, NJ",2018 Ohio Midterm Elections
641,"
$122 raised of $1,000                    ",https://www.gofundme.com/government-shutdown-fundraiser,"Chandler, AZ",Government Shutdown Fundraiser
642,"
$600 raised of $1.0M                    ",https://www.gofundme.com/q39ge-we-the-people-won039t-fund-the-wall,"Atlanta, GA",We The People Choose LEGO Bridges
643,"
$20 raised of $25                    ",https://www.gofundme.com/marines-veteran-wedding-funds,"San Antonio, TX",The bride tribe
644,"
$690 raised of $1.0M                    ",https://www.gofundme.com/we-the-people-will-fund-the-fight-against-poverty,"Brooklyn, NY",We The People Will Fund The Fight Against Poverty
645,"
$165 raised of $1,000                    ",https://www.gofundme.com/family-and-friends-of-federal-employees,"Richmond, VA",Family and Friends of Federal Employees
646,"
$20 raised of $6,000                    ",https://www.gofundme.com/trump-wagon,"Coalmont, TN",Trump Wagon
647,"
$5 raised of $5.0M                    ",https://www.gofundme.com/fire-clay-helton,"Los Angeles, CA",Fire Clay Helton
648,"
$880 raised of $5,000                    ",https://www.gofundme.com/david039s-medical-procedure,"Altus, OK",David's medical procedure
649,"
$1,000 raised of $3,000                    ",https://www.gofundme.com/tomilahrenatbentleyuniversity,"Waltham, MA",Bring Tomi Lahren to Bentley University
650,"
$100 raised of $10,000                    ",https://www.gofundme.com/brice-stewart-for-legislature,"Independence, MO",Brice Stewart for JACO Legislature
651,"
$121 raised of $5,000                    ",https://www.gofundme.com/defeat-the-hijackers-restore-america,"Grand Blanc, MI","My Book, Hijacking America"
652,"
$46 raised of $500                    ",https://www.gofundme.com/6nxjb3c,"Brookline, MA",Bipartisanship Through Books
653,"
$150 raised of $1,800                    ",https://www.gofundme.com/6n3dpw-retina-detachment-surgery,"Manchester, TN",Retina Detachment Surgery
654,"
$20 raised of $3,500                    ",https://www.gofundme.com/9p4udx-funeral-expenses,"Cynthiana, KY",Funeral expenses
655,"
$15 raised of $15                    ",https://www.gofundme.com/cojones-for-mcconnel,"Charlotte, NC",Balling Mitch
656,"
$25 raised of $5.0M                    ",https://www.gofundme.com/fund-to-oust-mitch-mcconnell,"Wilmington, MA",Fund to OUST MITCH MCCONNELL-GIVE a BUCK
657,"
$170 raised of $2,000                    ",https://www.gofundme.com/rasmussenindiana,"Asbury Park, NJ",2018 Indiana Midterm Elections
658,"
$90 raised of $10,000                    ",https://www.gofundme.com/1mx8zlh9o0,"Longmont, CO",In the Sunshine of Your Love
659,"
$50 raised of $500                    ",https://www.gofundme.com/moving-forward-after-kavanaugh,"College Park, MD",Moving Forward after Kavanaugh
660,"
$15 raised of $300,000                    ",https://www.gofundme.com/bart-o039kavanaugh039s-pubhouse-brewery,"Jackson, CA",BART O'KAVANAUGH'S KEGHOUSE BREWERY
661,"
$185 raised of $6,400                    ",https://www.gofundme.com/lakota-family-shutdown-emergency-fund,"New York, NY",Michael Lakota's Shutdown Emergency Fund
662,"
$25 raised of $100,000                    ",https://www.gofundme.com/tfqj9-campaign-funds,"Honesdale, PA",Campaign Funds
663,"
$25 raised of $1,800                    ",https://www.gofundme.com/e7j73z-women039s-campaign-school-at-yale-tuition,"Hagaman, NY",Women's Campaign School at Yale Tuition
664,"
$2,300 raised of $400,000                    ",https://www.gofundme.com/2s7fdwks,"Miami, FL",AGA MARCH FOR JOBS 2016!
665,"
$1,080 raised of $1,000                    ",https://www.gofundme.com/help-bryan-lopes,"New York, NY",Help bryan lopes
666,"
$300 raised of $25,000                    ",https://www.gofundme.com/insight-media-for-positive-change,"Astoria, NY","INSIGHT, media for positive change."
667,"
$130 raised of $2,000                    ",https://www.gofundme.com/RasmussenMissouri,"Asbury Park, NJ",2018 Missouri Midterm Elections
668,"
$25 raised of $250,000                    ",https://www.gofundme.com/jeff-vermeire-for-pa-state-senate,"Carnegie, PA",Jeff Vermeire for PA State Senate
669,"
$265 raised of $2,000                    ",https://www.gofundme.com/RasmussenColorado,"Asbury Park, NJ",2018 Colorado Midterm Elections
670,"
$165 raised of $2,000                    ",https://www.gofundme.com/RasmussenNevada,"Asbury Park, NJ",2018 Nevada Midterm Elections
671,"
$50 raised of $2,000                    ",https://www.gofundme.com/please-rebekkah-relocate-unjust-situation,"Peoria, AZ",Please help Rebekkah relocate.  Unjust situation!
672,"
$20 raised of $4,000                    ",https://www.gofundme.com/help-jake-go-to-dc,"Tacoma, WA",Get Jacob to D.C.
673,"
$525 raised of $2,000                    ",https://www.gofundme.com/RasmussenIllinois,"Asbury Park, NJ",2018 Illinois Midterm Elections
674,"
$20 raised of $5,000                    ",https://www.gofundme.com/help-save-the-miller039s-family-home,"Lincoln, NE",HELP SAVE THE MILLER'S FAMILY HOME
675,"
$7 raised of $1                    ",https://www.gofundme.com/fund-xuucon-industries,"Louisville, KY",Fund Xuucon Industries
676,"
$30 raised of $3,000                    ",https://www.gofundme.com/6ephc68,"Liberty, MO","Help Haley Intern in Washington, D.C."
677,"
$25 raised of $1,800                    ",https://www.gofundme.com/paradise-lost-california-wildfire-fund,"Bronx, NY",Paradise Lost - California Wildfire Fund
678,"
$85 raised of $20,000                    ",https://www.gofundme.com/the-painful-journey-to,"Reedsport, OR",The painful Journey to live a Dream
679,"
$200 raised of $25,000                    ",https://www.gofundme.com/satirical-trump-paintings,"Oakland, CA",Satirical Trump Paintings
680,"
$60 raised of $100,000                    ",https://www.gofundme.com/gop-for-aoc,"Washington, DC",GOP for AOC!
681,"
€20 raised of €950                    ",https://www.gofundme.com/oglach-michael-tobin-memorial-plaque, ,Óglach Michael Tobin Memorial Plaque
682,"
$13 raised of $1,800                    ",https://www.gofundme.com/medical-mission-ttbm-dominican-republic-2019,"Philadelphia, PA",Medical Mission - TTBM Dominican Republic 2019
683,"
$100 raised of $2,500                    ",https://www.gofundme.com/the-peace-show-los-angeles,"North Hollywood, CA",The Peace (Art) Show Los Angeles
684,"
$25 raised of $1,000                    ",https://www.gofundme.com/shutdown-help-me-eat,"Charlotte, NC",Still Healing....After Shutdown
685,"
$5 raised of $35,000                    ",https://www.gofundme.com/stand-with-stan-for-montco-controller,"Flourtown, PA",Stand With Stan for MontCO Controller
686,"
$50 raised of $2,000                    ",https://www.gofundme.com/kgrdk2-start-up,"Los Lunas, NM",Start up
687,"
$20 raised of $5,000                    ",https://www.gofundme.com/i-don039t-like-america-and-i-want-out,"Mission, TX",I don't like America and I want out
688,"
$5 raised of $10,000                    ",https://www.gofundme.com/tittas-for-christ,"Wheeling, WV",Tit-Tas for Christ
689,"
$220 raised of $2,000                    ",https://www.gofundme.com/RasmussenMichigan,"Asbury Park, NJ",2018 Michigan Midterm Elections
690,"
$200 raised of $50,000                    ",https://www.gofundme.com/the-right-to-health,"Erie, CO",The Right to Health
691,"
$100 raised of $10,000                    ",https://www.gofundme.com/help-the-homeless-instead-of-the-wall,"Ozark, AL",Help the Homeless instead of the Wall
692,"
$20 raised of $10.0M                    ",https://www.gofundme.com/Investigate-Congress,"Andover, KS",Investigate Congress
693,"
$100 raised of $3,000                    ",https://www.gofundme.com/desperate-and-afraid-amid-federal-shutdown,"Miami, FL","AMID FEDERAL SHUTDOWN, HELP ME, HELP OTHERS"
694,"
$10 raised of $10,000                    ",https://www.gofundme.com/10000-retainer-for-help-to-sue-amp-end-flat-earth,"Oxford, MS",Help Put The Flat Earth Movement On Trial
695,"
$1,300 raised of $9,701                    ",https://www.gofundme.com/recall-petition,"Summerville, GA",Recall Petition
696,"
$170 raised of $20,000                    ",https://www.gofundme.com/keep-brenda-snipes-accountable,"Fort Lauderdale, FL",Keep Brenda Snipes Accountable
697,"
$110 raised of $3,800                    ",https://www.gofundme.com/no-politics-just-life,"Carrollton, TX",No Politics Just Life
698,"
$50 raised of $200,000                    ",https://www.gofundme.com/support-justin-amash039s-courage,"Anoka, MN",HELP JUSTIN AMASH HOLD PRES. TRUMP ACCOUNTABLE
699,"
$50 raised of $400,000                    ",https://www.gofundme.com/consent-of-the-governed-rock-your-rights-america,"Ozawkie, KS",Consent of the Governed - Rock Your Rights America
700,"
$2,705 raised of $1,750                    ",https://www.gofundme.com/freddiedeboer,"Lafayette, IN",Christmas Funding Drive
701,"
$1,820 raised of $30,000                    ",https://www.gofundme.com/save-alex039s-life,"Jacksonville, FL",Save Alex's life
702,"
$2,915 raised of $4,000                    ",https://www.gofundme.com/GLAPeruLumay,"Houston, TX",GLA Service in the Sacred Valley
703,"
$1,575 raised of $5,000                    ",https://www.gofundme.com/Adriana-fight-for-her-life,"Naperville, IL",Adriana at a chance to live
704,"
$1,077 raised of $1,000                    ",https://www.gofundme.com/aaronjcarpenter,"Marysville, OH",Marysville City Council - Ward One
705,"
$718 raised of $700                    ",https://www.gofundme.com/legal-expenses-for-challenging-duke-energy,"Fairview, NC",Legal expenses for challenging Duke Energy
706,"
$1,625 raised of $50,000                    ",https://www.gofundme.com/We-The-People-Fight-Back,"Ramona, CA",We The People Fight Back
707,"
$880 raised of $2,000                    ",https://www.gofundme.com/69d2b6-guest-speaker,"Emporia, KS",Guest Speaker
708,"
€635 raised of €1,000                    ",https://www.gofundme.com/shanehogan-aontu, ,Shane Hogan - Aontú Candidate Political Campaign
709,"
$400 raised of $10,000                    ",https://www.gofundme.com/willysfight,"Green Bay, WI","Willy, (the Trump 2020 Car Guy) Kickin Cancers Ass"
710,"
$640 raised of $10,000                    ",https://www.gofundme.com/support-for-james-quotjimquot-craven-and-family,"Vancouver, WA","Support For James ""Jim"" Craven and Family"
711,"
$340 raised of $325                    ",https://www.gofundme.com/wedding-gift-for-yr-chair-hayden,"Round Rock, TX",Wedding Gift For YR Chair Hayden
712,"
£170 raised of £1,000                    ",https://www.gofundme.com/labour-for-a-republic-at-conference-2019,"London, Greater London, United Kingdom",Labour for a Republic at Conference 2019
713,"
$1,060 raised of $5,000                    ",https://www.gofundme.com/interfaith-classroom,"Reseda, CA",Interfaith Classroom
714,"
$275 raised of $10,000                    ",https://www.gofundme.com/whitehead-4-kootenai-co-sheriff,"Post Falls, ID",Whitehead 4 Kootenai Co SHERIFF
715,"
$70 raised of $2,000                    ",https://www.gofundme.com/RasmussenMontana,"Asbury Park, NJ",2018 Montana Midterm Elections
716,"
$600 raised of $4,000                    ",https://www.gofundme.com/pharms-a-short-film,"San Francisco, CA",Pharms - A Short Film
717,"
$300 raised of $2,000                    ",https://www.gofundme.com/tom-george-for-evans-town-council,"Derby, NY",Tom George for Evans Town Council
718,"
$130 raised of $2,020                    ",https://www.gofundme.com/nov8reelection,"Trenton, NJ",Nov8Reelection
719,"
€95 raised of €500                    ",https://www.gofundme.com/anti-internment-munster-fundraiser, ,Anti Internment Munster Fundraiser
720,"
$300 raised of $25,000                    ",https://www.gofundme.com/truckin4trump,"Platte City, MO",2020 Truckin' for TRUMP
721,"
$250 raised of $2,000                    ",https://www.gofundme.com/chicago-city-latino-caucus-leadership-academy,"Chicago, IL",Chicago Latino Caucus Foundation
722,"
$243 raised of $900                    ",https://www.gofundme.com/handicapped-adult-needs-help-getting-home,"Orlando, FL",Handicapped Adult needs help getting HOME
723,"
$135 raised of $5,000                    ",https://www.gofundme.com/bill-switalla039s-lawyer-fund,"Wittenberg, WI",Bill Switalla's Lawyer Fund
724,"
$110 raised of $25,000                    ",https://www.gofundme.com/krewm-help-me-leave-america,"Austin, TX",Help Bad Hombre Leave America
725,"
$85 raised of $500                    ",https://www.gofundme.com/fruit-baskets-to-senate-candidates,"Los Angeles, CA",Fruit Baskets to Flip the Senate
726,"
$230 raised of $1,000                    ",https://www.gofundme.com/help-disabled-ga-taken-away-and-struggling,"Mckeesport, PA",help! Disabled GA taken away and struggling
727,"
$200 raised of $550                    ",https://www.gofundme.com/blue-missions-trip-to-dominican-republic,"Miami, FL",BLUE Missions Trip to Dominican Republic
728,"
$200 raised of $100.0M                    ",https://www.gofundme.com/going-to-iowa-for-vanlandingham2020,"Cleveland, OH",Landingham For President 2020. We The People...
729,"
$150 raised of $100,000                    ",https://www.gofundme.com/maggiemayfortexas2022,"Dallas, TX",Maggie May for Texas State Representative 2020
730,"
$150 raised of $10,000                    ",https://www.gofundme.com/refund-039jim-crow039-florida-poll-tax,"San Francisco, CA",Refund 'Jim Crow' Florida poll tax
731,"
$150 raised of $100,000                    ",https://www.gofundme.com/challenge-45,"Belchertown, MA",Challenge #45
732,"
$125 raised of $2,000                    ",https://www.gofundme.com/fighting-fo-rights-of-children-in-detention-center,"Rochester, NY",Fighting fo rights of children in detention center
733,"
$115 raised of $10,000                    ",https://www.gofundme.com/steven-crowder-at-washburn-university,"Topeka, KS",Steven Crowder at Washburn University
734,"
$110 raised of $400                    ",https://www.gofundme.com/911-memorial-at-washburn-university,"Topeka, KS",9/11 Memorial at Washburn University
735,"
$105 raised of $1,500                    ",https://www.gofundme.com/6t4z668,"College Station, TX",Wine To Water
736,"
$105 raised of $10,000                    ",https://www.gofundme.com/blexittexascom,"Houston, TX",BlexitTexas.com
737,"
$55 raised of $297                    ",https://www.gofundme.com/help-me-fund-my-dissertation-research,"Pittsburgh, PA",Help fund my dissertation research!
738,"
$50 raised of $1,000                    ",https://www.gofundme.com/supplies-for-detained-immigrants-on-the-border,"Chatsworth, CA",Supplies for detained immigrants on the border
739,"
$40 raised of $150,000                    ",https://www.gofundme.com/wm-dave-martin-city-council-al-3,"Houston, TX","Wm ""Dave"" Martin Houston City Council AL #3"
740,"
$40 raised of $15,000                    ",https://www.gofundme.com/kp4mjk-my-life,"Frankfort, KY",My Life
741,"
$32 raised of $1,000                    ",https://www.gofundme.com/6y4w5p-washington-dc-trip,"Collinsville, OK",Journalist Trip to Washington D.C.
742,"
$30 raised of $300                    ",https://www.gofundme.com/balloons-for-saint-patrick039s-day-parade-march-16,"Cincinnati, OH",Balloons for Saint Patrick's Day Parade March 16
743,"
$25 raised of $4.0M                    ",https://www.gofundme.com/t3487t-immigration-help,"Loxahatchee, FL",Immigration Help
744,"
$20 raised of $5.0M                    ",https://www.gofundme.com/3keg2-i-like-money,"Waco, TX",I like money
745,"
$10 raised of $50,000                    ",https://www.gofundme.com/Revoke-RealID-Act,"Tulsa, OK",REVOKE REAL ID
746,"
$10 raised of $10,000                    ",https://www.gofundme.com/IntelligentIdiot,"Richmond, VA",Intelligent Idiot Needs Your Help
747,"
$10 raised of $10,000                    ",https://www.gofundme.com/gary-oldman-amp-sam-rockwell-movie,"Phoenix, AZ",Gary Oldman & Sam Rockwell Movie
748,"
$500 raised of $7,000                    ",https://www.gofundme.com/making-college-possible-for-my-kids,"Woodbine, MD",Tiny Home = Kids in College
749,"
$200 raised of $1,200                    ",https://www.gofundme.com/1nqdn5g800,"Pearl River, LA",Brianne Parker's Washington DC Trip
750,"
$100 raised of $10.0M                    ",https://www.gofundme.com/class-action-lawsuit-against-nancy-pelosidemparty,"Mulberry, FL",Class action lawsuit against Nancy Pelosi/DemParty
751,"
$100 raised of $3,000                    ",https://www.gofundme.com/1planet-climate-champions-fund,"Alexandria, VA",1Planet Climate Champions Fund
752,"
$100 raised of $100.0M                    ",https://www.gofundme.com/5nbcg-border-wall,"Greensboro, NC",ACT NOW!  American Patriots Border Wall Initiative
753,"
$100 raised of $25,000                    ",https://www.gofundme.com/trueindependence,"Oakland, CA",True Independence Non Profit
754,"
$100 raised of $12,700                    ",https://www.gofundme.com/bob-jones-for-mayor-of-city-of-lawrence,"Indianapolis, IN",Bob Jones for Mayor of City of Lawrence
755,"
$100 raised of $250,000                    ",https://www.gofundme.com/notlob-itna-anti-bolton,"Chicago, IL",NOTLOB ITNA! Remove John Bolton from Government
756,"
$90 raised of $150.0M                    ",https://www.gofundme.com/no-more-squad,"Philadelphia, PA",No More Squad
757,"
$60 raised of $5,000                    ",https://www.gofundme.com/theamericanwayfilm,"San Antonio, TX","""The American Way"" Project for National Unity"
758,"
$50 raised of $1,000                    ",https://www.gofundme.com/a-democrat-for-amash,"Omaha, NE",A Democrat for Amash
759,"
$50 raised of $600                    ",https://www.gofundme.com/immigration-conference,"Upland, CA",Catholic Immigration Integration Conference
760,"
$45 raised of $10,000                    ",https://www.gofundme.com/vandalization-of-american-dream,"Las Vegas, NV",Vandalization of american dream
761,"
$45 raised of $2,000                    ",https://www.gofundme.com/event-scholarship-for-patriotic-youth,"Montclair, NJ",Event Scholarship for Patriotic Youth
762,"
$40 raised of $50,000                    ",https://www.gofundme.com/catalina-lauf,"Lindenhurst, NY",Catalina Lauf
763,"
$40 raised of $50,000                    ",https://www.gofundme.com/6g75b54,"Lexington, KY",Help Solve The Immagration Crises
764,"
$30 raised of $19,999                    ",https://www.gofundme.com/jussie-smollett-book-the-complete-story,"Walnut, CA",Book Publishing: www.WhiteHatRevolution.com
765,"
$30 raised of $8,000                    ",https://www.gofundme.com/bail-fund-action-against-intolerance-wv-capitol,"Charleston, WV",Bail fund: Action against intolerance @WV  Capitol
766,"
$25 raised of $300,000                    ",https://www.gofundme.com/minority-outreach-amp-engagement,"Hollywood, FL",Minority Outreach & Engagement
767,"
$25 raised of $1.0M                    ",https://www.gofundme.com/trump-repeat-2020,"Washington, DC",Trump 2020 Fundraiser
768,"
$20 raised of $99.0M                    ",https://www.gofundme.com/art96z-stop-trump-wall,"Saint Petersburg, FL",Stop Trump Wall
769,"
$20 raised of $5,000                    ",https://www.gofundme.com/i-need-my-political-campaign-truck-overhauled,"Green Cove Springs, FL",I need my political campaign truck overhauled.
770,"
$12 raised of $420                    ",https://www.gofundme.com/the-green-new-deal,"Cincinnati, OH",The Green New Deal
771,"
$10 raised of $500,000                    ",https://www.gofundme.com/mczjhtbn,"Centreville, VA",Increase awareness for H-1B visa
772,"
$10 raised of $500                    ",https://www.gofundme.com/american-workers-association-nonprofit-startup,"Liberty, MO",American Workers Association nonprofit startup
773,"
$10 raised of $10.0M                    ",https://www.gofundme.com/calling-on-all-americans-let-stop-the-mess-in-gov,"Pittsburgh, PA",Calling on all Americans. Let stop the mess in Gov
774,"
$10 raised of $20,000                    ",https://www.gofundme.com/wallsarebad,"Arlington, VA",We the People Won't Fund a Wall
775,"
£10 raised of £100                    ",https://www.gofundme.com/ymuhd-really-need-some-financial-help,"Downham Market, East of England, United Kingdom",Really need some financial help
776,"
$10 raised of $100,000                    ",https://www.gofundme.com/helplisapage,"Washington, DC",Support for FBI Veteran Lisa Page
777,"
$7 raised of $250                    ",https://www.gofundme.com/tellNC09voters,"Newton Center, MA",Let NC09 voters know they have more options!
778,"
$5 raised of $50,000                    ",https://www.gofundme.com/no-charges-he-went-to-jail-anyway,"Lombard, IL","No Charges, He Went To Jail Anyway"
779,"
$5 raised of $5,000                    ",https://www.gofundme.com/help-the-owner-of-trumpville,"Yucca Valley, CA",Help the Owner of Trumpville
780,"
$5 raised of $400                    ",https://www.gofundme.com/rogers-rental-car-fun,"Chico, CA",Rogers Rental Car Fund
781,"
$0 raised of $3,000                    ",https://www.gofundme.com/bring-trump-baby-balloon-to-colorado-springs,"Denver, CO",Bring Trump Baby Balloon to Colorado Springs
782,"
$0 raised of $100                    ",https://www.gofundme.com/wall-around-trump,"Chicago, IL",BUILD A WALL AROUND TRUMP
783,"
$0 raised of $5,000                    ",https://www.gofundme.com/final-push-to-election-victory-2018,"Montgomery, IL",Final Push To Election Victory 2018
784,"
$0 raised of $1                    ",https://www.gofundme.com/VERNONBALMERJR,"Honolulu, HI",1$ FROM EVERYBODY: Why I'm homeless
785,"
$0 raised of $10,000                    ",https://www.gofundme.com/justice-for-rosario-hernandez,"Phoenix, AZ",JUSTICE FOR ROSARIO HERNANDEZ
786,"
$0 raised of $1,000                    ",https://www.gofundme.com/unt-college-gop-fundraiser,"Denton, TX",UNT College GOP Fundraiser
787,"
$0 raised of $55.0M                    ",https://www.gofundme.com/give-flint-michigan-drinkable-water, ,Give Flint Michigan Drinkable Water
788,"
$0 raised of $50,000                    ",https://www.gofundme.com/real-deal-tar-heels-will-dump-trump-in-2020,"Greensboro, NC",Real Deal Tar Heels Will Dump Trump in 2020
789,"
$0 raised of $25,000                    ",https://www.gofundme.com/bring-intellectual-diversity-to-umaine,"Orono, ME",Bring Intellectual Diversity to UMAINE
790,"
$0 raised of $100.0M                    ",https://www.gofundme.com/a-new-border-wall,"Frisco, TX",A new border wall
791,"
$0 raised of $10,000                    ",https://www.gofundme.com/A-fair-tax-plan-for-America,"Phoenix, AZ",a new tax plan for America
792,"
$0 raised of $100,000                    ",https://www.gofundme.com/let039s-not-build-a-wall,"Fort Erie, ON",Let's NOT build a Wall
793,"
$0 raised of $3,440                    ",https://www.gofundme.com/help-stop-trump-within-six-months,"San Francisco, CA",Help Stop Trump Within Six Months
794,"
$0 raised of $100                    ",https://www.gofundme.com/help-guarddog,"Lake Forest, CA",Help GuardDog
795,"
$0 raised of $1.0B                    ",https://www.gofundme.com/educationgofundmewar,"Pittsburgh, PA",FUNDING EDUCATION! GOFUNDME WAR! (LIBERAL SIDE)
796,"
$0 raised of $50,000                    ",https://www.gofundme.com/1p4zct8nlc,"Danville, AR",Trump 2020 Campaign
797,"
$0 raised of $2,500                    ",https://www.gofundme.com/powell-media-the-expansion,"Lock Haven, PA",Powell Media: The Expansion
798,"
$0 raised of $900,000                    ",https://www.gofundme.com/unitedstatesofamericaorg,"Interlachen, FL",United States of America
799,"
$0 raised of $20,000                    ",https://www.gofundme.com/Go-Fund-Me-New-Mexico-Assembly, ,New Mexico Assembly
800,"
$0 raised of $200,000                    ",https://www.gofundme.com/1o2f6bx9uo,"Las Vegas, NV",Mitch McConnell Must Go
801,"
$0 raised of $25,000                    ",https://www.gofundme.com/vote-dawkins-2020,"Southport, NC",Vote Dawkins 2020
802,"
$0 raised of $10.0M                    ",https://www.gofundme.com/save-the-cows-with-beano,"Chattanooga, TN",Save The Cows With Beano.
803,"
$0 raised of $1,000                    ",https://www.gofundme.com/democratic-capitalistsocialist-party-of-america,"Chicago, IL",Democratic Capitalist/Socialist Party of America
804,"
$0 raised of $500,000                    ",https://www.gofundme.com/fight-for-cbd-legalization,"Mansfield, TX",FIGHT for CBD Legalization
805,"
$0 raised of $150,000                    ",https://www.gofundme.com/legal-wisconsin-medical-amp-recreational-marijuana,"Beloit, WI",Travel expenses for GOP members to Las Vegas
806,"
$0 raised of $1,000                    ",https://www.gofundme.com/ayk5f-we-need-your-help,"Elizabethtown, NY",We need your help!
807,"
$0 raised of $1.0B                    ",https://www.gofundme.com/end-student-debt-now,"Chelsea, MI",End Student Debt Now
808,"
$0 raised of $100,000                    ",https://www.gofundme.com/mississippimiracle,"Brooklyn, NY",#MississippiMiracle
809,"
$0 raised of $10,000                    ",https://www.gofundme.com/help-entertain-the-hospitals,"Houston, TX",Trump protest
810,"
$0 raised of $1,000                    ",https://www.gofundme.com/independent-thinking-skills,"Taft, CA",Independent Thinking Skills
811,"
$0 raised of $500                    ",https://www.gofundme.com/maga-street-rally-bucks-county,"Doylestown, PA",#MAGA Street Rally Fund
812,"
$0 raised of $100                    ",https://www.gofundme.com/6abpmns,"Durand, MI",Europe
813,"
$0 raised of $1                    ",https://www.gofundme.com/send-a-liberal-away-before-election,"Everett, WA",No
814,"
$0 raised of $250,000                    ",https://www.gofundme.com/argue-politics-to-fund-my-business,"Lakeland, FL",Argue Politics and Fund My Business
815,"
$0 raised of $25,000                    ",https://www.gofundme.com/solutions-building-for-america,"La Crosse, WI",Solutions for America's Needs
816,"
$0 raised of $500                    ",https://www.gofundme.com/liz-goes-to-leipzig,"Athens, OH",Liz goes to Leipzig for MA/MS
817,"
$0 raised of $100.0M                    ",https://www.gofundme.com/dumpthetrump2019,"Dallas, TX",Impeach PRESIDENT DONALD TRUMP
818,"
$0 raised of $100,000                    ",https://www.gofundme.com/2czrpuv8,"Washington, DC",White House Sexual Harassment Seminar
819,"
$0 raised of $1.0M                    ",https://www.gofundme.com/hwd3m278,"Tampa, FL",Trump Re-election Campaign
820,"
$0 raised of $10,000                    ",https://www.gofundme.com/save-pine-ridge-reservation,"Livingston Manor, NY",Save Pine Ridge reservation
821,"
$0 raised of $50,000                    ",https://www.gofundme.com/devin-nunes-vs-devin-nunes-cow,"Visalia, CA",Devin Nunes vs. Devin Nunes Cow
822,"
$0 raised of $250,000                    ",https://www.gofundme.com/michigan-charter-school-funds,"Detroit, MI",Michigan Charter School Funds!
823,"
$0 raised of $5,000                    ",https://www.gofundme.com/trump-land-slide-win-2020,"Opelousas, LA",HELP TRUMP WIN IN  2020 BY LANDSLIDE
824,"
$0 raised of $10,000                    ",https://www.gofundme.com/a-love-story-that-was-broken-by-a-racist-culture,"Fort Lauderdale, FL",Fighting For Samer and Jade Nia Freedom First
825,"
$0 raised of $1.0M                    ",https://www.gofundme.com/2r6ntu-election-2020,"Sunnyside, NY",Election 2020
826,"
$0 raised of $10,000                    ",https://www.gofundme.com/modernization-party,"Oklahoma City, OK",Modernization Party
827,"
$0 raised of $2.5M                    ",https://www.gofundme.com/trumpster,"Pageland, SC",Trumpster
828,"
$0 raised of $20.0M                    ",https://www.gofundme.com/torres-for-president,"Bellevue, NE",Torres for President
829,"
$0 raised of $150,000                    ",https://www.gofundme.com/sons-of-norway-lawrence-kansas,"Nashville, TN","Sons of Norway, Lawrence Kansas"
830,"
$0 raised of $5,000                    ",https://www.gofundme.com/trump-2020-campaign-office,"Ray City, GA",Trump 2020 Campaign Office
831,"
$0 raised of $10,000                    ",https://www.gofundme.com/truth-about-government,"Wyckoff, NJ",Truth About Government
832,"
$0 raised of $1,000                    ",https://www.gofundme.com/pizza-for-pelosi,"Austin, TX",Impeachment Pizza
833,"
$0 raised of $1,000                    ",https://www.gofundme.com/trump-school-fundraiser,"Austell, GA",Trump Wall Fundraiser!!!
834,"
$0 raised of $10                    ",https://www.gofundme.com/not-the-stacy-dash-defense-fund,"Tallahassee, FL",Not the Stacy Dash defense fund
835,"
$0 raised of $30,000                    ",https://www.gofundme.com/help-stacey-dash-provide-for-a-private-attorney,"Pennsauken, NJ",Help Stacey Dash Provide for a private Attorney
836,"
$0 raised of $50,000                    ",https://www.gofundme.com/international-right-wing-party,"Liberty, MO",International Right Wing Party
837,"
$0 raised of $25,000                    ",https://www.gofundme.com/stop-the-harrasment-of-president-trump,"Dundalk, MD",Stop the Harrasment of President Trump
838,"
$0 raised of $5,000                    ",https://www.gofundme.com/save-conservative-news-from-extinction,"Dallas, GA",Save Conservative News From Extinction
839,"
$0 raised of $50,000                    ",https://www.gofundme.com/we-must-stop-donald-trump,"Milton, FL",We Must Stop Donald Trump !
840,"
$0 raised of $20,000                    ",https://www.gofundme.com/love-is-love-is-love-the-musical,"New York, NY",Love is Love is Love - The Musical
841,"
$0 raised of $10,000                    ",https://www.gofundme.com/i-heart-the-whistleblower,"Gilbert, AZ",I Heart the Whistleblower!
842,"
$0 raised of $2,020                    ",https://www.gofundme.com/2020-vision-showmequickly,"Greenbelt, MD",2020 Vision: #ShowMeQuickly
