,funds,link,location,summary,title
762,"
$500 raised of $7,000                    ",https://www.gofundme.com/making-college-possible-for-my-kids,"Woodbine, MD","Dear Friends and Family,  Where has the time gone!?  How is it possible that all my kids are now college age?   As I sit down to write to you about the plan we have mapped out for our future, I cannot help but wonder how this message will be received. If you are not familiar with the concept of “...",Tiny Home = Kids in College
763,"
$200 raised of $1,200                    ",https://www.gofundme.com/1nqdn5g800,"Pearl River, LA","I'm looking forward to continuing my leadership training in Washington DC this summer. We leave July 15th, and will be gone for 10 days. I will be joining teens from all over the country as we gather to continue our journey towards becoming the next generation of leaders. Tuition for this week lo...",Brianne Parker's Washington DC Trip
764,"
$200 raised of $10,000                    ",https://www.gofundme.com/paxton-prosecution-fund,"Wailuku, HI",Texas attorney general Ken Paxton has been indicted for state securities law violations in Collin County Texas. The five members of the Collin County Commissioner's Court are all Republicans and are refusing to appropriate funds for the prosecution of the Republican attorney general.  We seek to...,Paxton Prosecution Fund
765,"
$100 raised of $3,000                    ",https://www.gofundme.com/1planet-climate-champions-fund,"Alexandria, VA",The Republican Majority in the Virginia General Assembly has fought any effort to introduce or pass climate action legislation to reduce carbon emissions and opt in to a clean energy future which benefits all of us.  Virginia is one of the states most at risk:  from rising sea levels at the Norfo...,1Planet Climate Champions Fund
766,"
$100 raised of $100.0M                    ",https://www.gofundme.com/5nbcg-border-wall,"Greensboro, NC","ACT NOW!                                                 American Citizens That Negotiate Obstacles to the Wall  Whether you are a Democrat, a Republican or an Independent, this topic is something that shou...",ACT NOW!  American Patriots Border Wall Initiative
767,"
$100 raised of $25,000                    ",https://www.gofundme.com/trueindependence,"Oakland, CA","The goal of this fundraiser, is to be able to have the funds available to create a non profit. To be able to have the time to work on the non profit and pay volunteers as well as the needed fees for it to come to life and survive long enough to be able to create fundraisers to longer sustain the...",True Independence Non Profit
768,"
$100 raised of $12,700                    ",https://www.gofundme.com/bob-jones-for-mayor-of-city-of-lawrence,"Indianapolis, IN",Hi I am Bob Jones and I’m running for Mayor of the City of Lawrence. I am a retired City of Lawrence Police Officer and a life long resident.  I have had several people contact me wanting to contribute to my compaign.  My Platform:  1. Public Safety: We must hire more Police Officers and Fire Fig...,Bob Jones for Mayor of City of Lawrence
769,"
$100 raised of $250,000                    ",https://www.gofundme.com/notlob-itna-anti-bolton,"Chicago, IL","""John Bolton on the Warpath""   ""John Bolton's Middle East War Plans""   ""Is America Ready for John Bolton’s War With Iran?""   ""John Bolton is doing everything he can to get the US into a new war""   John Bolton is a danger to the United States and to peace around the world.   Citizens on both sides...",NOTLOB ITNA! Remove John Bolton from Government
770,"
$60 raised of $5,000                    ",https://www.gofundme.com/theamericanwayfilm,"San Antonio, TX","OUR PROJECT   “The American Way” is a non-partisan and not-for-profit national unity project. In a book and an adapted, eight-episode, limited television series, we are presenting a plan for national unity and prosperity written in consultation with a ""congress"" of 40 Americans.  This ""congress""...","""The American Way"" Project for National Unity"
771,"
$50 raised of $1,000                    ",https://www.gofundme.com/a-democrat-for-amash,"Omaha, NE",Congressman Justin Amash stood up at a town hall tonight and defended his stance of impeachment in front his constituents in his home state of Michigan.  He received a standing ovation from the crowd for his courage for speaking up on the issue.   Due to his stance on this issue he lost his longt...,A Democrat for Amash
772,"
$50 raised of $600                    ",https://www.gofundme.com/immigration-conference,"Upland, CA","Regardless of where you stand on immigration policy the first step in solving a problem is having a serious and transparent conversation of the problem at which one aims to address. Over the three past years, we have seen an increase in immigration issues. As Christians who are interested in poli...",Catholic Immigration Integration Conference
773,"
$45 raised of $10,000                    ",https://www.gofundme.com/vandalization-of-american-dream,"Las Vegas, NV",Its ashame that people in El Paso cant learn and accept peoples ideas and different perspectives. That it would resort to vandalism and attacks against freedom of speech and thought . Our monico zanzabar safari was vandalized because we share Republican views. God bless America.keeping america gr...,Vandalization of american dream
774,"
$45 raised of $2,000                    ",https://www.gofundme.com/event-scholarship-for-patriotic-youth,"Montclair, NJ","Sponsor a Montclair youth to attend a special event with NJ's 55th  Governor, Chris Christie. Let our young adults learn first hand from one of the most experienced public servants and chief executives in the New York metro area.  Christie built a bi-partisan base in order to win the NJ governor'...",Event Scholarship for Patriotic Youth
775,"
$40 raised of $50,000                    ",https://www.gofundme.com/6g75b54,"Lexington, KY","This should appeal to Republicans and Democrats because it’s a solution that transcends politics. Greetings all!  We have an established English Immersion School in the Palencia, Guatemala area. Our organization is called Guatemalan Educational Outreach (G.E.O.). We are made up of volunteers from...",Help Solve The Immagration Crises
776,"
$30 raised of $19,999                    ",https://www.gofundme.com/jussie-smollett-book-the-complete-story,"Walnut, CA","The Jussie Smollett scandal gripped the nation starting in January of 2019 and has not let go.  Undoubtedly to affect the Presidential election in 2020,  the story is so relevant for American social, racial, and judicial issues.  I am writing a book to be self-published on Amazon after the FBI co...",LIES : Jussie Smollett and the Deep State Agenda
777,"
$30 raised of $8,000                    ",https://www.gofundme.com/bail-fund-action-against-intolerance-wv-capitol,"Charleston, WV","Donate to support the young LGBTQ+ West Virginians, Appalachians and allies  who were arrested at the West Virginia State Capitol on March 7 as they called for the censure and resignation of Delegate Eric Porterfield, and an end to all forms of intolerance at the State Capitol.  These funds will...",Bail fund: Action against intolerance @WV  Capitol
778,"
$25 raised of $300,000                    ",https://www.gofundme.com/minority-outreach-amp-engagement,"Hollywood, FL","$50 from 6,000 people will fund our education campaign to:  - Recruit more black Americans to VOTE Republican - Teach black Americans about the differences of Republican vs. Democrat  - Teach black Americans the value of self-sustainability and independence from Government - Educate black America...",Minority Outreach & Engagement
779,"
$25 raised of $1.0M                    ",https://www.gofundme.com/trump-repeat-2020,"Washington, DC","Trump Repeat 2020  Fundraising, Throughout the general election campaign, Clinton consistently led Trump in fundraising. Through August 2016, Clinton, the Democratic National Committee and Clinton's main super PAC, Priorities USA Action, had raised more than $700 mill...",Trump 2020 Fundraiser
780,"
$20 raised of $99.0M                    ",https://www.gofundme.com/art96z-stop-trump-wall,"Saint Petersburg, FL","STOPTRUMPWALL.ORG                                                                             STOPTRUMPWALL.COM                                                                                          STOPTRUMPWALL.NET  BRIDGES, NOT W...",Stop Trump Wall
781,"
$20 raised of $5,000                    ",https://www.gofundme.com/i-need-my-political-campaign-truck-overhauled,"Green Cove Springs, FL","I am 74 yrs old and volunteered for President Trump's political campaign. I use my white 1996 Dodge 2500 Diesel  pickup.  It has over 200,000 miles on it (my farm truck) and it needs to be overhauled and painted for the 2020 presidential election (we don't want to look bad now do we). It has a 15...",I need my political campaign truck overhauled.
782,"
$15 raised of $18,000                    ",https://www.gofundme.com/the-know-party,"New York, NY","I am starting a movement called the ""Know Party"". Tribalism and partisan politics have taken over, and it's just plain wrong. Politicans are making decisions based on the ""Us vs Them"" mentaltilty. Basically if I win, you lose. This is not the way forward. The ""Know party"" stands on one principle:...",The Know Party
783,"
$10 raised of $500,000                    ",https://www.gofundme.com/mczjhtbn,"Centreville, VA","H-1B visa  has been criticized by Republicans  and I agree that it has been exploited by some greedy and unethical people. Having said that,  it is important to  highlight the issues faced by H-1B professionals. It is the new age bonded labor. This time companies have highly educated slaves who a...",Increase awareness for H-1B visa
784,"
$10 raised of $10.0M                    ",https://www.gofundme.com/calling-on-all-americans-let-stop-the-mess-in-gov,"Pittsburgh, PA","Calling on all Americans to stop the mess in government! And Go Fund the 800,000 workers who are out of work ,because of Republican and democrats  CAN'T STAND UNITED, GROW UP!  Please they need are help lets show them the true government is the people not the baby's in office!",Calling on all Americans. Let stop the mess in Gov
785,"
$10 raised of $20,000                    ",https://www.gofundme.com/wallsarebad,"Arlington, VA",summary was NoneType,We the People Won't Fund a Wall
786,"
£10 raised of £100                    ",https://www.gofundme.com/ymuhd-really-need-some-financial-help,"Downham Market, East of England, United Kingdom","I really do not like asking for help, but can't see any other way out of my current predicament. This month has been filled with unexpected expenses which left me short on money for food & things for myself & Tosh Chops (my dog). So, as i really thought the Republicans were guaranteed to win Hous...",Really need some financial help
787,"
$10 raised of $10,000                    ",https://www.gofundme.com/vote-no-on-ee,"Fallbrook, CA","Please contribute to stop Measure EE.  All money will go directly to fund the  campaign to oppose Measure EE!  Bond Measure EE  is misleading and wasteful. If passed, it will be the first of three expensive bonds to build a school that is unneeded.  Total cost could exceed 200 million with intere...",VOTE NO ON EE
788,"
$10 raised of $100,000                    ",https://www.gofundme.com/helplisapage,"Washington, DC","Lisa Page, a woman who has spent much of her life serving the American people and working to keep our nation safe was pressured out of the FBI. Now she needs your help.  For the last year, Lisa, her co-workers, the FBI, and her character have been the target of highly politicized lies and attacks...",Support for FBI Veteran Lisa Page
789,"
$5 raised of $35,000                    ",https://www.gofundme.com/stand-with-stan-for-montco-controller,"Flourtown, PA","Stan Casacio is running for Montgomery County Controller as part of the New Montgomery County Republican Party Team! Stan knew that to be successful, a strong principled mission statement was needed to once again have a successful Republican Party. Stan  has help to define That mission statement!...",Stand With Stan for MontCO Controller
790,"
$5 raised of $400                    ",https://www.gofundme.com/rogers-rental-car-fun,"Chico, CA","During this time of giving I am asking that you help a family in need. Dylan, Shan, and Capri are trying to go see family and need help to pay for a rental car in order to see them once they have spent all of their money to fly from Sacramento CA to Boston MA. This family has well paying jobs but...",Rogers Rental Car Fund
791,"
$5 raised of $500                    ",https://www.gofundme.com/startup-for-local-teen-gop-chapter,"Dayton, OH","I am starting a local Teenage chapter for the Teen Age Republicans, I do not have enough money for things like printing t-shirts, paying for meeting rooms, buying refreshments, etc.",Startup For Local Teen GOP Chapter
792,"
$3 raised of $250                    ",https://www.gofundme.com/trump-2020-snapchat-filters,"Columbia, SC","As we all know, the education system is extremely left-leaning.  This is unfair because the system claims to be unbiased, even though according to studies, some 9 out of 10 teachers are liberal.  I am currently in high school and I am a conservative.  And I have lost plenty of friends because of...",Trump 2020 Snapchat Filters
793,"
$0 raised of $3,000                    ",https://www.gofundme.com/bring-trump-baby-balloon-to-colorado-springs,"Denver, CO",donald j trump is coming to our fair state this month. He'll be in Colorado Springs on May 30 to deliver commencement to the US Air Force Academy's graduating class (congrats to all the cadets on 4 years of  hard work! We are sorry you will have to clap for this guy on your big day).    There's a...,Bring Trump Baby Balloon to Colorado Springs
794,"
$0 raised of $100                    ",https://www.gofundme.com/wall-around-trump,"Chicago, IL","BUILD A BORDER WALL AROUND TRUMP  I am an artist, activist and academic. I am queer, brown, nonbinary and I am also kind of hot and have a dimple in my chin. I want to build a border wall around Trump because, you know, racism, incompetent corrupt politician, etc.  Describe who will benefit Human...",BUILD A WALL AROUND TRUMP
795,"
$0 raised of $200.0M                    ",https://www.gofundme.com/project-front-yard,"Coto de Caza, CA","There are thousands of homeless veterans in need of a friendly  boost and a leg up. What makes me think I can do something, anything at all to try and help get them a quality place to live a clean and healthy life after what these down on their luck former soldiers who entered the United States o...",Project Front Yard
796,"
$0 raised of $100,000                    ",https://www.gofundme.com/fight-for-woman039s-rights-starts-here,"Lakeland, FL","Woman are under attack by their own United State Government!!  Supporting each other is all that we can count on right now to STOP This war on woman.  We need to keep up the fight to ensure women continue to have access to safe, legal abortion care. 9 states have passed a total ban on abortion, w...",Fight for woman's rights starts here
797,"
$0 raised of $5,000                    ",https://www.gofundme.com/final-push-to-election-victory-2018,"Montgomery, IL","This is Kane County GOP Chairman Ken Shepro. Please join in and support our final push to support good government and elect our Republican candidates in Kane County.  Funds will be used for mailings, personal phone calls, literature distribution, signs and social media.",Final Push To Election Victory 2018
798,"
$0 raised of $10,000                    ",https://www.gofundme.com/usworld-report-syndication,"Clarksville, TN",www.usworldreport.org    Contemporary topics that the US World Report radio team covers are often misunderstood.  Sometimes their history is not presented in a relevant  and appropriate manner.  Syndicating US World Report will allow people throughout the nation to hear news talk radio that repre...,US-World Report Syndication
799,"
$0 raised of $1,000                    ",https://www.gofundme.com/demand-responsible-journalism,"Columbia, TN","The Daily Herald newspaper printed lies on its front page just days before an election in an article discouraging people from voting for the only woman, only veteran, and only non-republican on the ballot. The interviewing reporter misrepresented the nature of the piece and exploited her seven-ye...",Demand Responsible Journalism
800,"
$0 raised of $1                    ",https://www.gofundme.com/VERNONBALMERJR,"Honolulu, HI","Homeless, Due To A Conspiracy To Violate Civil Rights, Obstruct Justice And Harass   PLEASE SIGN THE PETITION – HELP JUSTICE TRIUMPH: https://www.change.org/p/depar tment-of-justice-homeless-due- to-a-conspiracy-to-violate-civ il-rights-obstruct-justice-and -harass  Hello!  Please excuse any eg...",1$ FROM EVERYBODY: Why I'm homeless
801,"
$0 raised of $1,000                    ",https://www.gofundme.com/unt-college-gop-fundraiser,"Denton, TX",We are raising money to expand the UNT chapter of College Republicans,UNT College GOP Fundraiser
802,"
$0 raised of $55.0M                    ",https://www.gofundme.com/give-flint-michigan-drinkable-water, ,"As Flint, Michigan's water disaster continues, a blueprint to fix the city's lead contamination is being floated by the mayor of the state's capital city.     A decade ago, Lansing was able to avoid a toxic tap water disaster in their city by making a decision to initiate a massive lead pipe remo...",Give Flint Michigan Drinkable Water
803,"
$0 raised of $10.0M                    ",https://www.gofundme.com/9j4yw-mens-rights,"Staten Island, NY","Men need there rights back! We are tired of being taken advantage of by women. They cheat on us, they divorce us, and take more than half of our hard earned money as well as custody of our kids with no say to us.  Laws need to change to not only favor women in times like this but to be equal with...",Mens Rights
804,"
$0 raised of $2,000                    ",https://www.gofundme.com/independents-for-progressnh,"Raymond, NH","I have always been registered as ""independent"" or ""undeclared"" but this year I am ALL IN for the Democratic party.  Trump is pretty bad, but just as bothersome is the total lack of integrity, ethics or morality of the elected officials and members of the Republican party.  My purpose here is to r...",Independents for progressNH
805,"
$0 raised of $300                    ",https://www.gofundme.com/a-new-academic-yeara-good-piano, ,"My name is Tatiana Stratenco, currently I'm studying in UWC Changshu, China.  At the beginning of my career of pianist I've been practising piano in the School of Arts in Moldova, Dorotcaia. It's a village in the Eastern part of Moldova, a non-solved conflict area since 1992. Due to the kindness...",A new academic year-a good piano
806,"
$0 raised of $25,000                    ",https://www.gofundme.com/bring-intellectual-diversity-to-umaine,"Orono, ME","We are the University of Maine College Republicans, and we have been constantly under fire for the better part of a year now by intolerant UMAINE students and faculty. Our goal as a Conservative Political Club on campus is to encourage productive discourse among students with ALL points of view,...",Bring Intellectual Diversity to UMAINE
807,"
$0 raised of $100.0M                    ",https://www.gofundme.com/a-new-border-wall,"Frisco, TX","It's time to support a border separation between the US and our only existing national threat: CANADA. We've had enough of their ""aboot"", their ""superior"" parliamentary system, Poutine, maple syrup and their bagged milk. With throngs of Canadians crossing the border daily bringing their tales of...",A new border wall
808,"
$0 raised of $10,000                    ",https://www.gofundme.com/A-fair-tax-plan-for-America,"Phoenix, AZ",The president needs to be defeated in the Republican primaries before the general election. This fund will insure the right candidate can step forward and compete. A viable candidate with a political or business knowledge can prove to Republicans this presidency must end.   ALL funds will support...,a new tax plan for America
809,"
$0 raised of $100,000                    ",https://www.gofundme.com/let039s-not-build-a-wall,"Fort Erie, ON","Below is from a separate campaign which we parody. By supporting us, absolutely no money will be used for a weird Territorial Flex, and instead will be used as a coffee fund for Tim Horton's. We are Canadian. Peace -----------------------------------------------   This campaign is trending! 80k W...",Let's NOT build a Wall
810,"
$0 raised of $3,440                    ",https://www.gofundme.com/help-stop-trump-within-six-months,"San Francisco, CA","HERE'S HOW TO STOP TRUMP WELL BEFORE 2020 I've published a book on Amazon that shows how to stop Trump within six months after the book is publicized. According to testimonials by well-regarded professionals and professors, my strategy is at least worth considering and might work. It's especially...",Help Stop Trump Within Six Months
811,"
$0 raised of $10,000                    ",https://www.gofundme.com/i-need-an-outside-review-of-autopsy-and-all-data,"Mesa, AZ",My husband was murdered in prison.   I am going after the State of Arizona where Private Prisons began.  I have been fighting them and their corruption and their contract with Corizon. They are all in it for the money. Lawyers won't take the case unless they see money in it for them. Mass incarce...,The prison killed my husband.  For my legal fight
812,"
$0 raised of $100                    ",https://www.gofundme.com/help-guarddog,"Lake Forest, CA",Small ethopian Jewish child lost his account due to be falsely reported. Help this poor innocent only child (who grew up in a reasonable neighborhood and sometimes skates) fulfill his fortnite career. ( Republican parents) (Also: Never had a bike),Help GuardDog
813,"
$0 raised of $50,000                    ",https://www.gofundme.com/689g9i8,"Fort Lauderdale, FL","My name is Ronald Cameron, but everyone has called me Pete since I was an infant. I am a married, father of two. For spring break this year, my family and I visited Washington D.C. Needless to say, we were impressed and inspired by the magnitude of this great city.  I am a lifelong Republican, bu...",#WalkAway and #VoteRed
814,"
$0 raised of $10,000                    ",https://www.gofundme.com/merrick-garland-nomination-hearing,"Mays Landing, NJ","We're raising money for our trip to go lobby Senators, attorneys, and educate the people on the scope of the illegality of Senate Republican actions to take control the Judiciary during Obama's turn.  Most know about the Merrick Garland blockage, which was very much unprecedented- and illegal, fr...",Merrick Garland Nomination Hearing
815,"
$0 raised of $1.0B                    ",https://www.gofundme.com/educationgofundmewar,"Pittsburgh, PA","Republicans have raised over 6 million dollars to build a wall on GoFundMe : Here it is   So why can't we fight! Why are liberals always complaining? Republicans are always so organized, liberals can do the same. We must take action! Why can't we and raise money for education in disadvantaged sch...",FUNDING EDUCATION! GOFUNDME WAR! (LIBERAL SIDE)
816,"
$0 raised of $50,000                    ",https://www.gofundme.com/634cosg,"Washington, DC",This campaign is to raise funds to be used as a ‘reward’ for the individual(s) who accurately provides the name of ‘Anonymous Senior Official’ who wrote The NY Times piece declaring he(she) is one of many senior officials in the administration working diligently from within to frustrate parts of...,Outing the Anonymous NY Times Op-Ed
817,"
$0 raised of $10,000                    ",https://www.gofundme.com/help-for-me-and-my-dog,"Yuma, AZ",￼￼￼￼￼￼￼￼. Hi this is Scott. I had a little help a wk ago trying to set up my page. Unfortunately he never came back the next day to add my story! I'm NOT good with computer stuff! My fiance did ALL the internet stuff for us until she passed 2-28-17 hopefully after a week I have it figured out eno...,asap man+dog stranded in 110 desert
818,"
$0 raised of $900,000                    ",https://www.gofundme.com/unitedstatesofamericaorg,"Interlachen, FL","We The People of the United States of America, includes all American Citizens, whether they be Democratic, Republican, Socialistic, Liberal, or Independent.  These are The UNITED States of America, NOT the DIVIDED States of America.  You all have heard the saying: “United we stand, divided we fal...",United States of America
819,"
$0 raised of $20,000                    ",https://www.gofundme.com/Go-Fund-Me-New-Mexico-Assembly, ,The Restoration Is Now                                                            The Woke people of New Mexico are forming the New Mexico State Assembly to activate the People's land jurisdiction of the Original Union.  This...,New Mexico Assembly
820,"
$0 raised of $25,000                    ",https://www.gofundme.com/vote-dawkins-2020,"Southport, NC","I am a progressive Democratic candidate for the North Carolina House of Representatives, or General Assembly, District 17. I am running to help the poor and working class people of Brunswick County. For too long the Republican-led General Assembly have made undemocratic changes to the state throu...",Vote Dawkins 2020
821,"
$0 raised of $10.0M                    ",https://www.gofundme.com/save-the-cows-with-beano,"Chattanooga, TN",This Is A Private Pro Trump 2020 Campaign Fund Raising.  Re-Elect President Trump. 40% of the money will be divided among the RNC and Republicans running for office in 2020.     A list of which Republicans are funded will be posted on this page and in the Updates. 15% will go to a chosen Conserva...,Save The Cows With Beano.
822,"
$0 raised of $1,000                    ",https://www.gofundme.com/democratic-capitalistsocialist-party-of-america,"Chicago, IL","Socialist Parties are growing around the world and in America. As outlined in our book the Capitalist/Socialist Party, please look at and we need volunteers and donations.   THE DEMOCRATIC CAPITALIST/SOCIALIST OF AMERICA IS ASKING FOR  YOUR DONATIONS AND VOLUNTEERS WORKERS FOR ALL 50 STATES AND...",Democratic Capitalist/Socialist Party of America
823,"
$0 raised of $500,000                    ",https://www.gofundme.com/fight-for-cbd-legalization,"Mansfield, TX","Our fight for clear, concise, and quality regulation of CBD is in need of your support.  Innocent Texans are being arrested for using or being in possession of CBD oil even though the oil may contain non-detectable amounts of THC.  We ask you to support our actions to inform and educate not only...",FIGHT for CBD Legalization
824,"
$0 raised of $150,000                    ",https://www.gofundme.com/legal-wisconsin-medical-amp-recreational-marijuana,"Beloit, WI","The Wisconsin assembly is controlled by the GOP and led by Robin Vos. However, the GOP’s position on legalizing certain green plants that can be smoked or found in brownies is in contrast to a Marquette University Law School poll released last week. Respondents of that poll found that 59% favored...",Travel expenses for GOP members to Las Vegas
825,"
$0 raised of $1,000                    ",https://www.gofundme.com/ayk5f-we-need-your-help,"Elizabethtown, NY","This is the last place we wanted to be when we made a New Years Resolution for 2019. Instead, like many other families, are left without pay and scrambling to get food on the table for our children.   Yes, we are one of the many families affected by this long Government Shutdown.  I posted a litt...",We need your help!
826,"
$0 raised of $1.0B                    ",https://www.gofundme.com/end-student-debt-now,"Chelsea, MI","The simple explanation is the United States is 1.5 trillion in student debt. While politicians are wasting energy debating funding walls, that would cost billions, graduates are being crippled by student loan debt with high interest rates.  As a college graduate, I understand the many challenges...",End Student Debt Now
827,"
$0 raised of $5,000                    ",https://www.gofundme.com/after-the-constitution-radio-show-needs-you,"Loganville, GA",After The Constitution is a radio show dedicated to spreading the message of Self Protectorate as the alternative to Government. The platform is in its infancy and needs funding to purchase new equipment to get the show off the launch pad. The show is a volunteer effort that aims to provide the l...,After The Constitution Radio Show Needs You!
828,"
$0 raised of $100,000                    ",https://www.gofundme.com/mississippimiracle,"Brooklyn, NY","Watch on CNN now!   Mississippi run-off election is TOMORROW: 11/27/18. #HydeSmith vs. #MikeEspy  Republican candidate Cindy Hyde-Smith, said she'd attend a ""public hanging"" if invited. She really said that. This month!  Her literal words were ""If he invited me to a public hanging, I'd be in the...",#MississippiMiracle
829,"
$0 raised of $10,000                    ",https://www.gofundme.com/help-entertain-the-hospitals,"Houston, TX","We are passionate about impeaching trump and we need to get our voices heard. If you have been hurt, please donate. Anything helps, exept for trump.  Please attend our rally to impeach trump. The blind republicans are brainwashing little kids into thinking that trump is good. How are these cruel...",Trump protest
830,"
$0 raised of $1,000                    ",https://www.gofundme.com/independent-thinking-skills,"Taft, CA",How will our children learn if they are not taught in public schools.  And if they do not learn the the whole story!  Will they have enough knowledge to think as individuals?  And that's why I plan on doing my best to help individuals learn Independent Thinking.  CEO Don Pierce of IDT.  myidt.org...,Independent Thinking Skills
831,"
$0 raised of $500                    ",https://www.gofundme.com/maga-street-rally-bucks-county,"Doylestown, PA","We are Bucks County for Donald Trump, a volunteer grassroots organization in Bucks County, Pennsylvania who support President Trump & Republican candidates who support his Agenda.   We are raising funds to purchase more campaign signs, flags and banners for our rally (PART II!!!) on Saturday, Oct...",#MAGA Street Rally Fund
832,"
$0 raised of $10,000                    ",https://www.gofundme.com/trump-rallies,"Peoria, AZ",Retired republicans supporting Donald J. Trump and assisting the red wave.,Trump rallies
833,"
$0 raised of $100                    ",https://www.gofundme.com/6abpmns,"Durand, MI","My school is taking a trip to Europe in 2020! We are going to Germany, Poland, Czech Republican, and more! I would like to raise some money so I can go. It would be much appreciated, and you would have made my high school experience so much better! Thank you!",Europe
834,"
$0 raised of $1                    ",https://www.gofundme.com/send-a-liberal-away-before-election,"Everett, WA","Dear Republicans, I am tired of what you have done to our country, and, I am willing to leave.  Unlike all those liberals who promised to leave, I will leave before the mid-term elections if you send me away.  I will go and move to Europe and not vote in the mid-term and future elections.  I am r...",No
835,"
$0 raised of $15,000                    ",https://www.gofundme.com/north-carolina-for-donald-trump,"Myrtle Beach, SC","Since 2005, I have been volunteering to support Republican candidates in North Carolina including US Senator Elizabeth Dole, State Senator Fred Smith, US Senator Richard Burr, Judge Rusty Duke, and President Donald Trump. President Trump hired me after I created his most successful Facebook Page...",North Carolina for Donald Trump
836,"
$0 raised of $250,000                    ",https://www.gofundme.com/argue-politics-to-fund-my-business,"Lakeland, FL",Conservative vs. Liberal! Republican vs. Democrat! Trump vs. Obama (or Hillary)!  Why argue amongst your Facebook friends for free when you can give your money away and argue for a great cause?!  I've got a great idea for a small business but I'm still a measly couple hundred thousand dollars sho...,Argue Politics and Fund My Business
837,"
$0 raised of $5,000                    ",https://www.gofundme.com/america-needs-a-charlie-hebdo,"Fortuna, CA","AMERICA NEEDS A CHARLIE HEBDO Greetings friends,  My name is Tim Martin. I am a Northern California author, screenwriter, newspaper columnist, and a Vietnam War veteran. I’ve also got a good sense of humor. Here is something all naïve lovers of American liberty should know: freedom of speech that...",America Needs A Charlie Hebdo
838,"
$0 raised of $6,000                    ",https://www.gofundme.com/trump039s-tweets-against-ted-cruz,"Austin, TX","Republican strategists think Trump's endorsement of Ted Cruz is the best path toward getting Cruz re-elected, which in turn, insulates Trump from any check on the executive branch. Trump and Cruz have called each other ""liar"" and ""sniveling coward,"" so we'd like to poke fun at the situation and m...",Cruz vs. Trump for O'Rourke
839,"
$0 raised of $10.0M                    ",https://www.gofundme.com/zmxmv-build-the-damn-wall,"Anderson, SC","If the 63,000,000 that voted for DJT gave 50.00 each...that would be OVER 3 BILLION DOLLARS we could put toward the wall!!!  I AM TIRED OF THE STALLING!!!   I AM TIRED OF THE INNOCENT FAMILY'S LOSSES!!! I AM TIRED OF THE MONIES BEING  WASTED!!! I AM TIRED OF THE SENATE THINKING AMERICA IS STUPID!...",BUILD THE DAMN WALL!!!!
840,"
$0 raised of $25,000                    ",https://www.gofundme.com/the-voters-party,"Chicago, IL",We are an emerging grassroots political party founded in 2018 by a group of American citizens—from both conservative and liberal backgrounds—who are concerned that our democracy has become totally captured by special interests and lobbyists. This is made possible by the existence of professional...,Help Found the Voters Party
841,"
$0 raised of $8,250                    ",https://www.gofundme.com/e3gkpv-disabled-veteran-vehicle-fund,"Camarillo, CA","I am a service-connected disabled veteran that, even though I cannot stay on my feet very long due to knee injuries, I only receive a 10% rating from the VA. I am in the process of filing a new claim. I used to be a member of the Republican Presidential Task Force from 1984 to1989 during the Reag...",Disabled veteran vehicle fund
842,"
$0 raised of $7,000                    ",https://www.gofundme.com/let039s-build-mcl,"California City, CA","Hello My Friends,  It brings me much joy, happiness and the ecstasy of full exuberance to bring you such great news today of what transpires and how it is developing in our world today for many wonders which will soon fill our world shall and will abound!  There is among (many other developments...",Let's Build MCL
843,"
$0 raised of $10,000                    ",https://www.gofundme.com/Alice-Koller-Still-writing,"Denver, CO","I'd like to introduce you to a dear friend of mine, Dr. Alice Koller, who earned her Ph.D. in philosophy from Harvard. You may be familiar with her first book, which Holt, Rinehart, and Winston published in 1982 under the title, An Unknown Woman.  The book had been read aloud in its entirety on N...",Alice Koller: Still writing at 93
844,"
$0 raised of $500                    ",https://www.gofundme.com/liz-goes-to-leipzig,"Athens, OH","Namaste,  At this present moment, I am welcoming in an exciting chapter of my life, as I will be moving to Leipzig, Germany this September to complete my dual master's degree program, earning an MS in Journalism and MA in Global Mass Communications next May from Ohio University and the University...",Liz goes to Leipzig for MA/MS
845,"
$0 raised of $100.0M                    ",https://www.gofundme.com/dumpthetrump2019,"Dallas, TX","The government has accepted large private donations before, most recently a billionaire donated $7.5 Million  to fund half of the Washington Monument repairs in 2012; this is no different.  Like a  majority of those American citizens who voted to elect President Donald J Trump, we did not vote fo...",Impeach PRESIDENT DONALD TRUMP
846,"
$0 raised of $100,000                    ",https://www.gofundme.com/2czrpuv8,"Washington, DC",My name is Connor Hatch. I am not a certified blue check on Facebook as a public figure however I am an American citizen who thinks White House officials should be held to the same standards as employees in the workplace.  Please read the entire statement before emailing questions.  DO NOT MAKE D...,White House Sexual Harassment Seminar
847,"
$0 raised of $1.0M                    ",https://www.gofundme.com/hwd3m278,"Tampa, FL","Trump Loves America... Lets return the favor People. I myself lobbied for President Trump in his 2016 campaign run. We were able to raise $100,000 for his initial term. We must insure he has more time to finish what he has started in this beautiful country ""WE"" call home. We should all feel the d...",Trump Re-election Campaign
848,"
$0 raised of $50.0M                    ",https://www.gofundme.com/AMassiveParadigmShift,"Boston, MA","The September 11th Attacks... put America on a disastrous, hyper-divisive track. It's time to UNITE and change that fact. For 17 years America has fought a war on terror overseas... that has turned into a full blown fight for The American Soul here at home. Over there... we win just about every b...",HELP SAVE THE AMERICAN DREAM!
