Unnamed: 0,created_date,goal_int,link,location,raised_int,state,summary,tag,title,year,month,weekday_name
544,"May 21, 2018",4000.0,https://www.gofundme.com/RasmussenFlorida,"Asbury Park, NJ",3645.0,NJ,Thanks again for your participation! The Florida Senate horse race numbers have been released and are fully open to the public! Read them here:  https://bit.ly/2NCzBt7   Results from the Florida Governor's race are also available: https://bit.ly/2NawI32   The goal has now been raised for a 2nd po...,dem,2018 Florida Midterm Elections,2018,5,Monday
545,"June 29, 2016",1500.0,https://www.gofundme.com/chucoashes,"El Paso, TX",1600.0,TX,"Hi everyone! My name is Ashley Rodriguez, I am an official Bernie National Delegate for Texas Senate District 29 in El Paso. I am fundraising for my trip to the Democratic National Convention in Philadelphia in July 25th to July 28th. The costs however are absolutely astronomical, it's clear the...",dem,Ashleys' DNC travel fund,2016,6,Wednesday
546,"June 27, 2016",4000.0,https://www.gofundme.com/TarinItUpForHRC,"Los Alamos, NM",4050.0,NM,"I am honored to be representing New Mexico's 3rd Congressional District on behalf of Hillary Rodham Clinton and thank you for visiting my GoFundMe page to help me get to the National Convention in Philly!  A little bit about why I ran for HRC National Delegate  In 2004, I attended the largest mar...",dem,DNC or BUST!,2016,6,Monday
547,"August 10, 2018",10000.0,https://www.gofundme.com/funds-4-democratic-swing-districts,"Studio City, CA",2000.0,CA,"No gifts, no pampering - all Maureen wants for her milestone birthday is for Democrats to take back the House of Representatives in the upcoming mid-term elections. In order to do this, there are 78 Swing Districts across the country in real need of financial and vocal support, of which 23 MUST g...",dem,Funds 4 Democratic Swing Districts,2018,8,Friday
548,"October 20, 2018",1000.0,https://www.gofundme.com/dnc-watch-puerto-rico,"Edmond, WV",462.0,WV,"Let's talk about transparency in the Democratic Party. Two important DNC Committees are meeting in Puerto Rico in a few weeks - the DNC Rules and Bylaws Committee and the DNC Executive Committee.  What will happen at these ""public"" meetings?  The only way to know is to: A.  Attend the meeting you...",dem,DNC Watch - Puerto Rico Livestream,2018,10,Saturday
549,"August 2, 2018",1000.0,https://www.gofundme.com/get-out-the-vote-postcarding,"Wailuku, HI",405.0,HI,"Here’s an easy way YOU can help restore our democracy! Donate today - encourage voters to get out and vote Blue this Nov.  The mid-terms are only 3 months away. That means we have less than 90 days to convince voters on the mainland to Get Out and Vote for Democrats. Over the past year and half,...",dem,Get Out the Vote Postcarding,2018,8,Thursday
550,"August 12, 2018",6500.0,https://www.gofundme.com/help-alexia-with-college-tuition,"Tallahassee, FL",85.0,FL,"Greetings, I am Alexia Clark, a senior Broadcast Journalism student from Arcadia, Fl at Florida Agricultural and Mechanical University in need of assistance with paying owed tuition to my university.  Throughout my collegiate academic career I have managed to stay involved on campus with membersh...",dem,Help Alexia with College Tuition,2018,8,Sunday
551,"July 19, 2018",7000.0,https://www.gofundme.com/making-america-great-2gether,"Brooklyn, NY",4205.0,NY,I am asking that you help so I can travel to get the word out about not only my campaign but the fight we face against the democrats.,dem,Making America Great 2gether,2018,7,Thursday
552,"May 19, 2015",2000.0,https://www.gofundme.com/uz4w64,"Anchorage, AK",1675.0,AK,"Send Kira and Darrian to YDA leadership academy! Next year, I will be a senior and Kira will be a junior at Service High School. We're Alaska Young Democrats who want to give back to the community. Almost all of our free time has been going toward volunteer work within Anchorage including  close...",dem,Send Us to YDA Leadership Academy!,2015,5,Tuesday
553,"October 15, 2018",345.0,https://www.gofundme.com/money-to-run-newspaper-ads,"Lowry, MN",204.0,MN,"In today's day and age we as Catholics and Christians can not simply choose not to vote for any candidate, otherwise we would be guilty of not fulfilling our civil duty. This campaign is to inform Catholics as well as Christians that this and all elections are about electing candidates that stand...",dem,A Fight for Life,2018,10,Monday
554,"March 25, 2016",2500.0,https://www.gofundme.com/ppwqd3a4,"Salado, TX",1740.0,TX,"I am trying to raise money to head to the National Democratic Convention in Philadelphia this summer. I am very active within the local county party and several democratic clubs. As a young democrat, I just need help paying for this once in a lifetime trip to the national convention. I have been...",dem,Send me to DNC Convention,2016,3,Friday
555,"January 7, 2012",10000.0,https://www.gofundme.com/ChristianSmith,"Mobile, AL",1933.0,AL,"Hi All, Welcome to my fundraising page. My name is Christian Smith and I am running for Mobile County Treasurer. I am running as a Democrat and believe I represent the voice of the people. I am running as treasurer because I want to bring more transparency and better accountability to this office...",dem,Christian Smith for Mobile County Treasurer,2012,1,Saturday
556,"April 26, 2018",1500.0,https://www.gofundme.com/girls-inc-of-lynn,"Marblehead, MA",305.0,MA,"""Girls Incorporated of Lynn is a nonprofit organization dedicated to inspiring all girls to be strong, smart, and bold."" Since the founding of Girls Inc. of Lynn in 1942, this organization has provided crucial resources to local disadvantaged and low-income girls. 87% of the girls that are served...",dem,Girls Inc. of Lynn,2018,4,Thursday
558,"August 25, 2016",250000.0,https://www.gofundme.com/urbanvoters,"Dallas, TX",7225.0,TX,"The donations will be used to travel across the country visting Barber Shops and holding Community Forums within Urban Communities in Swing States. These segments are called SHOP TALK. Individuals will be educated on their poverty, crime and unemployment rates under Democrat leadership and asked...",dem,SHOP TALK WITH  URBAN VOTERS,2016,8,Thursday
560,"January 2, 2019",7000.0,https://www.gofundme.com/brad039s-campaign-for-cancer-research-institute,"Stevensville, MD",900.0,MD,summary was NoneType,dem,Brad's campaign for Cancer Research Institute,2019,1,Wednesday
561,"August 27, 2018",10000.0,https://www.gofundme.com/delaney-for-assistant-judge,"Burlington, VT",321.0,VT,"INCUMBENT CHARLES L. DELANEY  ASSISTANT JUDGE - CHITTENDEN COUNTY VOTE NOVEMBER 6TH  Charles L. Delaney is an incumbent Assistant Judge here in Chittenden County. He has served two terms, 8 years. Delaney is a lifelong Democrat. He earned the Progressive nomination and is running for re-election...",dem,Delaney for Assistant Judge,2018,8,Monday
562,"January 6, 2019",500000000.0,https://www.gofundme.com/jd5mf-veterans,"Stephenson, VA",40.0,VA,Good afternoon I hope this finds you well. I am writing you with regards to try and get a message out for Veterans and their families. Let me first start by telling you a little about myself.  I am a 100% permanently disabled veteran through the Department of Veterans Affairs. I have over 17 year...,dem,Veterans,2019,1,Sunday
563,"November 15, 2017",5000.0,https://www.gofundme.com/CYDCORPS,"San Diego, CA",3750.0,CA,"Hey Everyone, We are launching a statewide effort to be the next leadership team for the California Young Democrats. Our coalition is made up of leaders throughout the state. Young Democrats who are active in their communities and who are committed to bold, progressive change. We have named our e...",dem,Help Send CYD Corps to victory!,2017,11,Wednesday
564,"August 27, 2018",500.0,https://www.gofundme.com/johnstown039s-future,"Johnstown, PA",45.0,PA,I am asking for small donations to publish my vision of Johnstown's Future in the 21st Century in the Tribune Democrat. Additional money will be used to purchase future ads when necessary.,dem,Johnstown's Future,2018,8,Monday
565,"April 9, 2019",4600.0,https://www.gofundme.com/immigration-reform-committee,"Allentown, PA",275.0,PA,"Fund Fearless Fighters! We need your assistance funding direct political action. The Immigration Reform Committee of the Lehigh Valley Tea Party  (LVTP) performs Banner drops, flyer campaigns, educational seminars, street theater protests and in your face political activism. We understand you may...",dem,Immigration Reform Committee,2019,4,Tuesday
566,"July 1, 2019",200.0,https://www.gofundme.com/1ondf1xemo,"Kearney, NE",75.0,NE,"On July 17-20 I, and several other Buffalo County Young Democrats will be attending the Young Democrats of America Conference in Indianapolis, Indiana. At this conference I will be learning about field organizing, fundraising, voter outreach, and other important civic duties. I also plan on joini...",dem,YDA Convention - Indianapolis,2019,7,Monday
567,"January 4, 2019",250000.0,https://www.gofundme.com/people-affected-by-the-government-shut-down,"Marlton, NJ",40.0,NJ,"December 22, Thirteen days ago our Government was shut down when the Republicans and Democrats couldn’t agree on a solution to handle the request of our President for the funds to secure the borders. President Donald Trump told his cabinet to work with the Democrats on border security and emphasi...",dem,People Affected By The Government Shut Down,2019,1,Friday
568,"October 30, 2018",1000.0,https://www.gofundme.com/beyond-race-and-color,"Phoenix, AZ",640.0,AZ,"Cliff Dent of Phoenix, AZ and Don Zolman of Warsaw, Indiana teamed up on October 30, 2018 to present a candid discussion of racial and political issues in the current political climate entitled ""Race and Color in Our Troubled Times"".  Cliff (a black Democrat) and Don (a white Republican) believe...",dem,Beyond Race and Color,2018,10,Tuesday
569,"January 23, 2018",5000.0,https://www.gofundme.com/em-dani-live-and-learn-guatemala,"Gloucester, MA",1910.0,MA,"""Travel is fatal to prejudice, bigotry, and narrow-mindedness."" -Mark Twain  Hello all, and thank you for taking the time to read this. Our names are Danielle Denman and Emily Meyran and we have been best friends for about 5 years. We are both High Honor roll sophomores at Gloucester High School...",dem,Em & Dani: Live and Learn Guatemala,2018,1,Tuesday
570,"January 29, 2018",1800.0,https://www.gofundme.com/SacCCLCaptoCap,"Sacramento, CA",1853.0,CA,"Benefits: Protecting the health and happiness of humanity requires political will to minimize the risks of a changing climate from human-caused global warming.  What the funds will be used for: I am hoping to travel to Washington D.C. to lobby for the climate, as a Citizens' Climate Lobby (CCL) S...",dem,My Climate Lobbying Trip to D.C.,2018,1,Monday
571,"May 17, 2019",500.0,https://www.gofundme.com/planned-parenthood-action-fund,"Marblehead, MA",145.0,MA,"With the passage of the recent Georgia and Alabama laws almost completely restricting women's access to abortion in these states, the Marblehead High School Democrats want to raise funds to support women's healthcare advocacy groups. We have selected the Planned Parenthood Action Fund to send our...",dem,Support The Planned Parenthood Action Fund,2019,5,Friday
572,"February 16, 2017",5000.0,https://www.gofundme.com/jessica-oterolevi-lloyd,"Rohnert Park, CA",2225.0,CA,"Press Democrat CSR, Jessica Otero and partner Levi Lloyd were out early on the morning of February 7th delivering newspapers to customers on Levi’s route in West Sonoma County. Levi's adult daughter was at home and awaken by the smell of smoke in the house she shared with her father, Jessica and...",dem,Jessica Otero/Levi Lloyd,2017,2,Thursday
573,"October 19, 2017",50000.0,https://www.gofundme.com/pride-cares-sonoma-relief-fund,"Englewood, CO",11750.0,CO,"As a family of foodservice E & S dealers, suppliers, and customers located throughout the United States, Canada, and the Cayman Islands, we are devastated by the unprecedented impact the wildfires in Sonoma and Napa present to this strong community.  PRIDE Board Vice Chairman, Founding Member, an...",dem,PRIDE Cares Sonoma Relief Fund,2017,10,Thursday
574,"September 6, 2018",1500.0,https://www.gofundme.com/turn-up-american-freedom-rally,"Charlotte, NC",443.0,NC,"On Saturday October 13th, Carolinas For Trump & The Patriot Wagon will be hosting the ""Turn Up American Freedom"" rally in Indian Trail, NC at the Union County GOP Headquarters.  The purpose of this family-friendly, fun filled event is to get people fired up, enthusiastic, and energized to get off...",dem,Turn Up American Freedom Rally,2018,9,Thursday
575,"March 26, 2019",1000.0,https://www.gofundme.com/bring-lucy-the-poodle-home,"Tallahassee, FL",400.0,FL,"On March 1, 2019, my beloved toy poodle, Lucy, slipped out of our fence-in backyard in the Levy Park neighborhood of Tallahassee while I was at work and she was home  with my boyfriend. Scent sniffing search dogs traced her path to the intersection of Tharpe and MLK, where the trail ended. In mos...",dem,Bring Lucy the Poodle Home,2019,3,Tuesday
577,"April 28, 2019",950.0,https://www.gofundme.com/help-me-raise-money-to-attend-the-hsdma-summit,"Minneapolis, MN",990.0,MN,"Hi,   My name is Juwaria Jama, I am the co-state lead for the Minnesota Climate Strike, District 5 Representative for the Minnesota Youth Council and a politically active teenager. I am raising money to attend the High School Democrats of America (HSDA) Summit in D.C for a week in June. Attending...",dem,HELP ME RAISE MONEY TO ATTEND THE HSDA SUMMIT!,2019,4,Sunday
578,"July 29, 2018",1000.0,https://www.gofundme.com/rock-the-vote-cincinnati,"Cincinnati, OH",935.0,OH,"A FREE non-partisan voter registration rally September, 8th at 3PM-6PM at the Kennedy Heights Art Center Annex, 6620 Montgomery Rd, Cincinnati, OH 45213.  A FREE non-partisan voter registration rally September, 8th at 3PM-6PM at the Kennedy Heights Art Center Annex, 6620 Montgomery Rd, Cincinnati...",dem,Rock the Vote Cincinnati,2018,7,Sunday
579,"May 19, 2019",100000.0,https://www.gofundme.com/vote-them-out,"Kansas City, MO",30.0,MO,"Vote them out. Our message is clear. If you vote for extreme anti-abortion legislation then we will abort your political carrier. Our plan is simple; we raise lots of money, start a political action committee, and then put up a competitor in each of the anti-abortion politicians districts. Democr...",dem,Vote them out,2019,5,Sunday
580,"November 26, 2018",1000.0,https://www.gofundme.com/creating-change-lgbtq-task-force-conference,"Durango, CO",554.0,CO,"Allie and Olivia, president and vice president of New Era Colorado's Fort Lewis College club, are two LGBTQ students seeking sponsorship for the Creating Change Conference  in Detroit this January.  This conference is put on by the National LGBTQ Task Force  and will feature workshops on racial j...",dem,Send Allie & Olivia to Creating Change Conference!,2018,11,Monday
581,"August 22, 2012",2000.0,https://www.gofundme.com/12y8o8,"Seattle, WA",1905.0,WA,"Hello, I am King County Council Chair Larry Gossett,  Please join me in supporting Tandy Williams, a National Delegate for Washington State who will travel to Charlotte, NC for the 2012 Democratic National Convention on September 1-7, 2012.  She needs your HELP!!  I have known Tandy all her life...",dem,My Donation Page,2012,8,Wednesday
582,"January 21, 2019",10000000.0,https://www.gofundme.com/havearichassfriend,"Mastic, NY",25.0,NY,"Now is your chance to finally have a rich ass friend.  BALLIN. Make me rich and you could tell people that you once knew me before I was a rich ass millionaire. Donate whatever you can and I promise when I’m rich, I will look down on you poor ass peasants and I won’t invite you to shit because I’...",dem,Have a Rich Ass Friend,2019,1,Monday
583,"January 11, 2019",5000000.0,https://www.gofundme.com/f-the-wall-help-CA-fire-victims,"Annapolis, MD",45.0,MD,summary was NoneType,dem,"F*** the Wall, help CA wildfire victims",2019,1,Friday
586,"November 21, 2018",7000.0,https://www.gofundme.com/b9yy6x-ensuring-my-future,"Langhorne, PA",580.0,PA,"""Education is the most powerful weapon which you can use to change the world.""  Nelson Mandela   Hi, my name is Kiara Marable. I am a sophomore at Temple University, double majoring in philosophy and political science on a prelaw track. I work in the philosophy department at school, developing t...",dem,Ensuring My Education,2018,11,Wednesday
587,"September 2, 2018",6000.0,https://www.gofundme.com/new-life-for-neuropace-patient,"Denver, CO",560.0,CO,"It is my objective to raise funds for Ms. Letitia Gaillard get to California. She is a recipient of a medical device called a neuropace for those with Epilepsy whose seizures worsen. This is a result of 6 yrs of Clinical Trials, monthly neurology appointments, when the first brain surgery was not...",dem,New Life For Neuropace Patient,2018,9,Sunday
588,"August 7, 2018",150000.0,https://www.gofundme.com/trumpcard2020,"Coconut Creek, FL",300.0,FL,"If you have not watched the Trump Card 2020  trailer, please take the time to view it before continuing.  INTRODUCTION   I’m Peter Honoré, Director of the Trump Card 2020 Documentary. I am a devoted conservative, millennial and black Trump Supporter. We are living in unprecedented times! This is...",dem,The Trump Card Movie #TRUMPCARD2020,2018,8,Tuesday
589,"March 3, 2019",1000.0,https://www.gofundme.com/help-bring-eric-to-the-cdp-convention,"Davis, CA",357.0,CA,"Friends, Family, Colleagues, and Citizens,  In these last few years, we have witnessed the activation of thousands within our civic spaces. Readying for a bold, progressive future, your collective energy and renewed dedication to our civic institutions has inspired me beyond measure, and I am ete...",dem,Help bring Eric to the CDP Convention!,2019,3,Sunday
590,"June 30, 2019",1600.0,https://www.gofundme.com/yda-national-convention,"Coachella, CA",450.0,CA,"Hi all, my name is Kimberly and I’m fundraising to help with the costs of attending Young Democrats of America National Convention in Indianapolis, Indiana from July 17-21. This will help to cover airfare, hotel, food and transportation for myself. Thank you all in advance for your support.",dem,YDA National Convention,2019,6,Sunday
592,"November 23, 2018",1000000.0,https://www.gofundme.com/a-new-enhanced-standard-of-care-for-maternal-and,"Vancouver, WA",1000.0,WA,summary was NoneType,dem,A New (enhanced) Standard of Care for Maternal and,2018,11,Friday
593,"April 20, 2019",500.0,https://www.gofundme.com/help-sadhana-attend-hsda-summit-in-dc-2019,"Wellesley, MA",525.0,MA,"Hi. My name is Sadhana Mandala and I am a junior at Wellesley High School, MA. I am the Vice-chair, director of local affairs of Wellesley High School Democrats. Our school chapter of the HSDA was formed this year and am extremely grateful for the opportunity it has presented to me.  I recently b...",dem,Help Sadhana attend HSDA Summit in DC 2019,2019,4,Saturday
594,"March 30, 2018",1000.0,https://www.gofundme.com/get-out-the-vote-postcard-writing,"Walnut Creek, CA",844.0,CA,"This coming year our votes and our voices are more important than ever!  Our country is at a critical point in our history, and I want to do all I can to bring it back to it’s beautiful self! I am involved in writing postcards to voters  to encourage them to vote in their local, state and upcomin...",dem,Get out the Vote Postcard Writing,2018,3,Friday
595,"September 10, 2018",1000.0,https://www.gofundme.com/blue-wave-of-pride,"Las Vegas, NV",475.0,NV,"The Las Vegas Pride Parade and Festival is October 19-21.  The Stonewall Democratic Club of Southern Nevada would like to get a booth at the Pride Festival.  Your donation will help us to build that Blue Wave of Democracy for the mid-term election.  The cost for a shared booth is $290.00, the cos...",dem,Blue Wave of Pride,2018,9,Monday
597,"July 30, 2018",850.0,https://www.gofundme.com/HelpWillieAttendTurningPoint,"Austin, TX",550.0,TX,"This is a fundraiser for Willie Rojas Obrien to pay for part of his flight, meals and incidentals to attend  conservative Leadership Summit of Turning Point USA's . This is the fourth annual Young Latino Leadership Summit in Miami, FL on  August 3-5, 2018.   From the historic “Bottom” neighborhoo...",dem,Help Willie to Attend Turning Point,2018,7,Monday
598,"April 22, 2019",1500.0,https://www.gofundme.com/dnc-watch-summer-2019,"Edmond, WV",127.0,WV,"Let's talk about transparency in the Democratic Party. Three important meetings will happen this summer. The June joint Rules and Bylaws and Executive Committee meetings in Pittsburgh, the July Rules and Bylaws in DC and the August full DNC meeting in San Francisco.  The Rules and Bylaws Committe...",dem,DNC Watch - Summer 2019,2019,4,Monday
599,"April 2, 2019",10000.0,https://www.gofundme.com/help-my-pregnant-baby-sister,"Nashua, NH",125.0,NH,"My name is Adam Levine, and my sister has nothing to do with the creation of this fundraiser. I am starting this Go Fund Me account for my baby sister Ashley. Like many fine Americans, she is currently swimming in student loan debt. She graduated college with one of those Master’s Degree things,...",dem,HELP MY BABY SISTER,2019,4,Tuesday
600,"April 29, 2014",10000.0,https://www.gofundme.com/8qebvg,"Salisbury, MD",1500.0,MD,My name is Dr. Ramona Brockett.  I am a JD/PhD in the area of criminal justice.  I have been targeted by a group of people including those in academe and law and they have caused me to have to file bankruptcy and lose everything I have including my home.  The people who are after me have great ec...,dem,Dr. Ramona Brockett Defense Fund,2014,4,Tuesday
602,"August 2, 2018",1000.0,https://www.gofundme.com/the-college-dem039s-take-on-dc,"Normal, IL",125.0,IL,"Every year in November, the Illinois State University chapter of College Democrats takes a trip out to Washington DC. The trip is intended to give students the opportunity to see Washington D.C., speak with crucial decision makers, and learn from important aids. As individuals who are deeply invo...",dem,The ILSTU College Dems take on DC,2018,8,Thursday
604,"December 16, 2018",1.0,https://www.gofundme.com/gail-paige-davis-memorial-garden,"West Palm Beach, FL",1400.0,FL,"Gail Paige Davis, 69 of West Palm Beach, FL passed away after a brief illness and has gone to heaven.   She is survived by her brother and best friend, Tom Davis of West Palm Beach and his husband, Mark Rutherford, her nephew Cris and niece Sofia, her aunt and dear friend Peggy Alexander of High...",dem,Gail Paige Davis Memorial Garden,2018,12,Sunday
605,"May 15, 2018",2000.0,https://www.gofundme.com/RasmussenArizona,"Asbury Park, NJ",580.0,NJ,"U.S. Senate:  August 28 primary to determine candidates  Governor:  The incumbent: Doug Ducey (Republican), businessman, first elected governor in 2014.  The challenger: To be determined by Aug. 28 primary, expected to be Steve Farley (Democrat), an artist and graphic designer who is currently a...",dem,2018 Arizona Midterm Elections,2018,5,Tuesday
606,"January 4, 2019",3500.0,https://www.gofundme.com/save-our-children-and-our-families,"Washington, DC",320.0,DC,"ON WEDNESDAY, MARCH 13, 2019 DEMOCRATIC HOUSE SPEAKER NANCY PELOSI EQUALITY ACT H.R. 5 (formerly H.R. 2282), AND THIS BILL IS DESIGNED TO DESTROY THE CIVIL RIGHTS ACT OF 1964, LEGALIZE PEDOPHILIA, INCREASE THE LIKELIHOOD OF RAPE, CAUSE REVERSE DISCRIMINATION, DESTROY CHARITIES,  AND MAKE PEDOPHIL...",dem,Defend Our Families From Dangerous Laws,2019,1,Friday
607,"October 15, 2018",900.0,https://www.gofundme.com/democratsassemble-lawn-signs,"Roslyn Heights, NY",20.0,NY,"I have an idea and I need your help!! I want to have yard signs made to put up all over Long Island, encouraging fellow Democrats to vote on Nov 6. I found a deal online for 100 signs for $225 plus shipping. So the goal is $900, in hopes of getting 300 signs made. I will then take the signs and p...",dem,DemocratsAssemble lawn signs,2018,10,Monday
608,"December 18, 2018",20000000.0,https://www.gofundme.com/help-build-a-wall-for-our-potus-and-our-country,"Park Ridge, NJ",125.0,NJ,"Our country is under siege! Millions of illegals pour in through our southern border bringing crime, disease, death, and immortality! Like a majority of Americans we elected President Donald J Trump to Make America Great Again. President Trump’s main campaign promise was to BUILD THE WALL. And as...",dem,We The People Will Found The Wall,2018,12,Tuesday
609,"December 12, 2018",500000000.0,https://www.gofundme.com/phj8a-build-the-wall,"Garden City, MO",10.0,MO,Help fund the wall. American safety comes before illegal votes and illegal immigration. ...Obstructionis Democrats do not care about the safety of the American people . We need to secure our borders and it is up to US the American people. If everyone would contribute just a few dollars we would h...,dem,BUILD THE WALL,2018,12,Wednesday
610,"November 18, 2018",30000.0,https://www.gofundme.com/the-people-vs-robert-mueller,"Grove City, MN",80.0,MN,"The Mueller investigation is illegal, unconstitutional and politically motivated. He answers to no one and is setting a precedent that threatens the survival of our republic.  The executive branch, Donald Trump, has the power to shut him down but if he does, Mueller will try to impeach him for ob...",dem,The People vs Robert Mueller,2018,11,Sunday
611,"November 10, 2018",11000.0,https://www.gofundme.com/educate-sikh-afgan-children,"Laguna Hills, CA",520.0,CA,summary was NoneType,dem,Education for Sikh Afghan Children,2018,11,Saturday
612,"August 24, 2018",200.0,https://www.gofundme.com/political-operative,"Baltimore, MD",220.0,MD,"The past few years I have been traveling around the country trying to help elect democrats. I have organized in Wisconsin, Virginia, New Hampshire and Maryland. I have recently accepted a job as the Deputy Finance Director for the Iowa House Democrats. Unfortunately, the drive out to Iowa is over...",dem,new job- help me get there!,2018,8,Friday
613,"January 29, 2019",1000.0,https://www.gofundme.com/supportcsufgop,"Fullerton, CA",25.0,CA,"The CSUF Republicans seek to support conservative students, empowering them to be active on campus and in the community.  We've faced attacks from liberal student groups and ANTIFA. One our students was physically assaulted by a professor on campus. We were even sued by California Democrats. We n...",dem,Support the CSUF Republicans!,2019,1,Tuesday
614,"January 27, 2019",100000.0,https://www.gofundme.com/stand-up-for-the-unborn,"Irmo, SC",35.0,SC,summary was NoneType,dem,Stand up for the unborn,2019,1,Sunday
615,"April 24, 2014",2500.0,https://www.gofundme.com/8ls22c,"Arcata, CA",1600.0,CA,"Background:  Sofia was recently selected for the 2014 class of the Women's Campaign School (WCS) at Yale--a prestigious program that selects 20 women from around the world. WCS is a non-partisan, issue neutral leadership program that helps women get elected to office. She is raising money to cove...",dem,Send Sofia to Yale!,2014,4,Thursday
616,"November 14, 2016",3000.0,https://www.gofundme.com/HelpChrisCarAteHisWallet,"West Hartford, CT",1925.0,CT,"Hi Everyone! I'm Chris, most recently an organizer for Hillary Clinton in deep-red Butler County, Ohio, John Boehner's old district. I was in Ohio five months, from mid-June until mid-November, organizing for the Democratic team.  Though we lost Ohio and the election, I believe we did good work i...",dem,"Help! Car Ate Wallet, Need New One",2016,11,Monday
617,"September 22, 2018",250000.0,https://www.gofundme.com/black-conservatives-music-festival,"Hemet, CA",75.0,CA,"To All,  The purpose is to raise funds for the Black Conservative Task Force Music Festival. An outreach to the predominantly African American community who are becoming more politically active and walking away from the Democratic Party. Plans for two major events in California and Boston are und...",dem,Black Conservatives Music Festival,2018,9,Saturday
619,"October 10, 2018",4815.0,https://www.gofundme.com/nc7737-fall-semester-tuition,"Auburn, AL",190.0,AL,Hello fellow Americans!  I am a unicorn aka black conservative and student studying Engineering and I am struggling to make my Fall semester payment. I work part-full time but I do not make enough to cover all of my living expenses and tuition/books. Work has also caused me some anxiety and stres...,dem,Fall Semester Tuition,2018,10,Wednesday
620,"January 13, 2019",5000.0,https://www.gofundme.com/jeff-quotjrquot-noyes-house-fire,"Russellville, AR",1200.0,AR,"Jeff ""J.R."" Noyes lost everything that he had in a house fire in the early morning hours of January 12.  J.R. was renting this house at the time and did not have rental insurance. Any money raised through this campaign will go to help replace items lost and help him establish a new residence.  J....",dem,"Jeff ""J.R."" Noyes House Fire",2019,1,Sunday
621,"December 20, 2018",5000000.0,https://www.gofundme.com/artkidney,"Orange Park, FL",100.0,FL,"Hello. My name is Michael and I, like millions of other people, have Kidney Disease.  Before reading any further, I’d like you to know that these funds are not being raised for me but for us. While you may not have Kidney Disease or know anyone that does, I hope to appeal to your compassion and e...",dem,Artificial Kidney Research Funding,2018,12,Thursday
622,"February 14, 2018",15000.0,https://www.gofundme.com/miss-america-docu-series-pilot,"Los Angeles, CA",1826.0,CA,"￼ MISS AMERICA is a nonpartisan documentary series that profiles the untold personal stories of women in politics today.  From  first time candidates to Senators in the national spotlight, each episode will explore the stark contrast between the reality of entrenched power structures, and the asp...",dem,Miss America - Proof of Content,2018,2,Wednesday
624,"September 15, 2018",25000.0,https://www.gofundme.com/david-tulis-show,"Soddy Daisy, TN",155.0,TN,"I have been on the air for six years in Chattanooga, defending godly concepts such as marriage, free markets, God's law, the rights of the people, property, the certainty of law, equity as a principle, the claims of the Good News of Jesus Christ upon not just the individual, but upon society as a...",dem,David Tulis show,2018,9,Saturday
625,"November 18, 2018",500.0,https://www.gofundme.com/6th-annual-bring-joy-to-a-refugee-child-in-sa,"San Antonio, TX",100.0,TX,"Bexar County Young Tejano Democrats are happy to celebrate the 6th Annual Bring Joy to a Refugee Child in SA Toy Drive. This annual holiday project started by a group of students from the University of the Incarnate Word, St. Mary's University, the University of Texas at San Antonio, and high sch...",dem,6th Annual Bring Joy to a Refugee Child in SA,2018,11,Sunday
627,"May 22, 2018",4000.0,https://www.gofundme.com/RasmussenPennsylvania,"Asbury Park, NJ",2240.0,NJ,Thanks again for your participation! The Pennsylvania Senate horse race numbers have been released and are fully open to the public! Read them here:  https://bit.ly/2OD9P4Z   Results from the Pennsylvania Governor's race are also available: https://bit.ly/2xyK2Up   The goal has now been raised fo...,dem,2018 Pennsylvania Midterm Election,2018,5,Tuesday
628,"January 9, 2019",10000.0,https://www.gofundme.com/ben-shapiro-vs-kyle-kulinski-debate,"Lyons, IL",20.0,IL,"One of the most requested political debates among political junkies is between The liberal Secular Talk Youtuber and founder of Justice Democrats Kyle Kulinski, and editor in cheif of the DailyWire Ben Shapiro. Both men are popular millennial political commentators who are incredibly influential...",dem,Ben Shapiro Vs. Kyle Kulinski debate,2019,1,Wednesday
629,"June 5, 2019",5000.0,https://www.gofundme.com/walking-for-america,"Fort Mc Coy, FL",100.0,FL,"I'm setting out on a 900 mile walk to Washington DC for our Rights and Freedom, Keeping our Counrty and Borders Safe for every Man and Woman Militant and Civilian ""In support our Commander and Chief, to Re-elect Donald Trump in 2020."" Leaving from Fort McCoy Florida in the middle of Ocala Nationa...",dem,Walking For America,2019,6,Wednesday
630,"April 23, 2019",80000.0,https://www.gofundme.com/cuzkhp-student-debt-relief,"Beaverton, OR",125.0,OR,"Between 2007 and 2011, I attended ITT Technical Institute. I worked hard every day I attended, I would stay  late and arrive early. I was committed to my education. Jump to now, 2019, I do not work in my field of education and have a student loan debt balance of $75,000(see pictures below). Why i...",dem,Student Debt Relief,2019,4,Tuesday
632,"May 5, 2019",500.0,https://www.gofundme.com/keep-politics-out-of-education,"Hot Springs National Park, AR",20.0,AR,We are accepting donations for signs and materials for a demonstration on May 25th during the commencement speech by Hillary Rodham  Clinton.  We do not approve the continued use of public resources  promote a pro-Democrat party agenda at functions sponsored by the  state-funded Arkansas School f...,dem,Keep Politics Out of Education,2019,5,Sunday
