,funds,link,location,title,created_date,summary
909,"
$0 raised of $50,000                    ",https://www.gofundme.com/justin-tidwell-for-state-representative,"West Monroe, LA",Justin Tidwell for State  Representative,"Created August 4, 2019","Dear friends,Thank you for the overwhelming support that you have shown to my family.The election is rapidly approaching, and on October 12th we will elect a candidate that potentially would represent our district for the next 12 years. It is very important that we seek out the truth, and select the candidate that will best represent our values.For those that don’t know me, I was born in district 15 and am proud to call West Monroe my home. I graduated from Claiborne Christian School, and attended ULM where I received my bachelor of science in radiologic technology.After college I immediately started work at St Francis Medical Center specializing in Interventional Cardiology, and Interventional Radiology. Eventually I transferred to Glenwood Regional Medical Center and have spent the last ten years working with the heart team as director of the Hybrid OR Program. Not only have I been part of a team that has done some outstanding work in the field of medicine, but I am also owner of multiple real estate investment groups. Along with healthcare, I have a strong knowledge of real estate, construction, investment and banking markets (including the challenges associated with them) Of all of my blessings I am most proud of my amazing family. In January I will have been married to Melissa Tidwell (the love of my life) for 13 wonderful years, and we have two beautiful daughters (Bentlee and Channing). My father is a retired Paper Mill worker (Eddie Tidwell “plant 31”) and my mother is a retired school teacher (April Diane Mayo Tidwell “LWA, NBS, CCS). They taught me the importance of hard work, and to always put God first. I made my my decision to run for state representative because (like many others) I am frustrated with the direction of the political establishment, and am concerned for the future of my children. I am a Christian conservative running on the Republican platform which is in line with my beliefs. Please Like, Share, and Support my campaign as we work together to build a better Louisiana!!!Donations can also be made in person at Bancorp South Bank. Please make checks payable to  “The Committee To Elect Justin Tidwell” -donation may not exceed 2,500.00”the only thing necessary for the triumph of evil is that good men do nothing” -Edmund Burke"
910,"
$0 raised of $100,000                    ",https://www.gofundme.com/help-me-buy-a-politician-to-work-for-the-people,"Maidens, VA",Help me BUY a politician to work for the People!,"Created August 4, 2019","Tired of politicians being bought off by special interest and corporations? Since ALL politicians are essentially for sale to the highest bidder, I suggest we as THE PEOPLE buy off politicians to actually work for US the people who elected them... This fundraiser is to raise $ to buy as many as we can - so we can get them to begin to do what they were elected for - to protect the people.  We all have hopes each election year that maybe this time the lying sac of pus politician will keep their promises and actually work for the people... but as soon as the vote isn’t needed- the special interest groups swoop in and auction them off to look out for their interests. We know this practice won’t go away- so if you can’t beat them, join them. This is again for a bribe. To bribe them to do the job they were elected for. This fundraiser does not endorse Republicans nor Democrats... because they both work for the same organizations...help me make change. Let’s bribe those in office to work for the PEOPLE! Then in November- take the trash out... vote out EVERY INCUMBENT! And in every election after continue to vote out EVERY INCUMBENT!"
911,"
$0 raised of $800,000                    ",https://www.gofundme.com/z4w58-wishing-well,"Houston, TX",Justin PIQUE,"Created August 3, 2019","Recently I was bitten by a dog that lives here in the ghetto in Houston,TX so Barc the people that handles this stuff released the dog and these hoodoo.. ""Black people trying to use me up ruby Lauren and johnny I want Barc and the owner of dog sued/ I can guarantee there should be at least 6 term Republican before any change ..Honestly Justin Charles 4227 Mowery rd Houston Texas 77047 excellent im trying to start my own software and gaming writing companies"
912,"
$0 raised of $100,000                    ",https://www.gofundme.com/umpy4j-trump-2020,"Malvern, PA",Trump 2020,"Created August 1, 2019","I am sick of these organizations ""raising money"" for Trump's reelection, but taking the majority for themselves. Even the money donated from his own page goes to multiple people and not just his campaign! Donating to this page will ensure that ALL of the money goes straight to Trump and his campaign! We are counting on YOU to save America with your kind and generous donations! We need as much funds as soon as possible, obviously, but no worries, we still have some time of him in office.This will mean so much to me and the rest of America. Think about it, do you want your country run by Socialist Sanders or Crooked Hillary??? No! Help Trump Make America Great Again! Save your children, help them live in a world blessed by Trump! God Bless! We MUST have a true American in the presidency! Please, the fate of our country lies in your hands. Any donation works, even one dollar helps! Thank you so much, and God Bless America!!!Here is an expert from an article to show why we need Trump!""In 2020, Donald Trump will be re-elected President of the United States.Why?Is it because Trump is a political savant? Well, no. Although the septuagenarian claims to be “like, really smart,” according to analysts at Factba.se, Trump speaks at the lowest grade level of the last fifteen presidents. Though, rather worryingly, Trump’s inability to speak in a coherent manner appears to resonate with millions of Americans, many of whom find his approach comforting and relatable.But Trump’s imminent reelection will be due to the fact that, at this time of writing, Democrats have very little to offer, very few candidates willing to get down and dirty with Trump—and, after all, politics is a dirty game.When it comes to possible presidential candidates, Democrats appear to be spoilt for choice: they are old, young, liberal, centrist, woke, super woke, etc. However, the large number of potential candidates doesn’t mean that any of them are actually capable of defeating the juggernaut known as Teflon Don.What about Beto O’Rourke? He’s cool, hip, relatable, charming, easy on the eye, young (ish) and a good talker. He has even played bass in a rock band. But Beto also happens to be a white male. And we all know how the left feel about white men. To make things worse, Beto comes from a place of privilege and has never known hardship. He didn’t have to fight his way to the top because of his gender or race. For these very reasons, perhaps, the forty-six-year-old Texan refuses to play rough, opting to only discuss the positive things he hopes to do if elected. Favoring platitudes over policy, Beto regularly spouts pseudo-profound drivel, which doesn’t mean anything, yet makes a certain subsection of voters feel all mushy inside. He is the human equivalent of a cute puppy video. But, in political dogfights, cute puppies are no match for rabid wolves. Political campaigns are not amiable dinner parties. Political campaigns are chaotic riots.Beto, a confrontation avoider, failed to call out Ted Cruz on his lies when the two competed in the 2018 United States Senate election in Texas. In the race for the 2016 presidency, Trump, one of the biggest liars ever known to man, continuously called Cruz out on his lies, even giving him the nickname Lyin’ Ted. Cruz is widely detested. John Boehner, the former House speaker, once referred to him as “Lucifer in the flesh.” If Beto can’t defeat Ted Cruz, one of the most unpopular politicians in the United States, he sure as hell can’t take on Trump. Beto is way too nice, and nice doesn’t win you the presidency. In politics, nice guys finish last.How about Bernie?During a recent town hall discussion in Kansas City, Missouri, potential independent 2020 White House contender Howard Schultz predicted that President Trump will win if the Democrats nominate Bernie, the self-described socialist. Mr Starbucks has a point. For millions of voters in the United States, the S word is a dirty word. The stigma associated with socialism has dogged not only Sanders’ campaign but almost the entire Obama presidency. Of all the programs introduced by the Obama administration, was there anything more contentious than Obamacare?Even though Obamacare has done a lot of good, its inextricable association with socialism has tarnished its reputation. For socialist-style policies to work, there needs to be a high level of trust among the populace. This is why the S word is not a dirty word in Scandinavia. The homogeneity of opinion in that part of the world makes it easier to implement socialism. However, in the United States, such homogeneity doesn’t exist. Trust is at an all-time low; suspicion is at an all-time high.According to a 2018 Axios poll, many Americans think people in the other party are ignorant, spiteful and evil and are destroying the country. 61% of Democrats see Republicans as “racist/bigoted/sexist”; 31% of Republicans view Democrats in the same light. In a low-trust society, people are constantly guessing others’ intentions and looking out for cheaters. People are unwilling to support programs that may benefit the enemy. When people don’t trust their governments and their fellow citizens, is it really so difficult to see why millions are reluctant to back socialist-style policies?This is why Bernie can’t beat Trump. This—and the fact that the left, spearheaded by the likes of Alexandria Ocasio-Cortez and Ilhan Omar—appears to be going through a phase of rejuvenation. Bernie is an old, white man. There doesn’t appear to be much room for white men in the Democrats’ current Millennial-driven, solar-powered bandwagon.Dismal DemsThe nouveau Dems aren’t the most likeable bunch. The new recruits are the type to get distracted by virtue signaling and identity politics—exactly the sort of thing that will get President Trump re-elected. People often vote for the most palatable candidate. They regularly vote against things instead of for them. They vote against philosophies, candidates and parties. As Gerard Alexander argues in a 2018 piece for The New York Times, “liberals may be more effective at causing resentment than in getting people to come their way.”In a frantic attempt to make themselves more palatable to a wider audience, Democratic candidates are desperately trying to out-left one another. Take Kamala Harris, for example. At a CNN town hall event in January of this year, Harris outlined her plan to raise taxes on corporations and wealthier Americans. But the senator also argued not just in favor of Medicare for all but also for the elimination of private health insurance. Even Bernie was lost for words. All of this money is going to me, not Trump. Harris also promised universal pre-K education and debt-free college. This sounds great—except that, as Trump showed with the wall, making big promises is one thing, but paying for them is another. According to a recent report by the libertarian-leaning Mercatus Center at George Mason University, a Medicare-for-all plan would cost the government $32 trillion over the next decade. To a paraphrase a line from Top Gun, Harris and her fellow lefties are writing checks that the country can’t cash.When it comes to big promises, Harris is not an anomaly. Sen. Elizabeth Warren is offering an overly aggressive wealth tax. Meanwhile, Julian Castro, a presidential candidate from San Antonio, Texas, gleefully echoes the demands of Alexandria Ocasio-Cortez for a 75% marginal income tax rate.Can Anybody Stop the Trump Train?Trump seems to speak a language—albeit a rather erratic one—that resonates with the masses. Of course, nothing is set in stone. Trump’s volatility and fragile ego are repellent to many moderates. He could very well shoot himself in the foot. I mean that literally—Trump is not the brightest and you certainly wouldn’t trust him with a gun. This is Trump’s election to lose.What about Pete Buttigieg, the telegenic mayor of South Bend, Indiana? Pete what? Buttigieg, pronounced BOOTedgedge.Buttigieg has an impressive CV. He holds degrees from Harvard and Oxford; he has also worked as a consultant for McKinsey. Buttigieg speaks eight languages, including English, Maltese, Italian, French, Spanish, Dari, Arabic and Norwegian. In fact, he learned Norwegian to read the work of a specific author (talk about clearly defined goals). Elected mayor at the age of twenty-nine and re-elected at age thirty-three, Buttigieg also served in Afghanistan. All these experiences appear to have fashioned him into a surprising presidential candidate. At thirty-seven, Mayor Pete barely meets the constitutional age requirement for the job.If re-elected, Trump would be the oldest president in history, at seventy-four. If elected, Buttigieg would be the youngest. Humble, judicious, pragmatic, accomplished and “a near parody of normality,” as Andrew Sullivan has so brilliantly observed, Buttigieg, the son of two professors, is the antithesis of Trump. (Though, some may argue that Trump’s bad qualities are the very qualities that got him elected in the first place)Buttigieg is also America’s only openly gay 2020 presidential candidate. Is Buttigieg’s popularity a sign of tangible progress? Would Americans elect a gay president?Well, yes, it appears they would. A recent NBC News/Wall Street Journal poll, first published in March, shows that Americans’ attitudes toward a gay presidential candidate have changed significantly over the last decade. 54% of Americans said they would be comfortable with a gay or lesbian running for president; an additional 14% said that they would be enthusiastic about a gay or lesbian candidate. The responses represent a huge contrast from a similar poll conducted in 2006, which found that more than 50 percent of Americans either had “reservations” about or were “very uncomfortable” with the thought of a gay person running the country.Nevertheless, when it comes to policy Buttigieg is thoroughly underwhelming. His delivery is rather bland. He lacks the charisma of a Biden or a Bernie. And the few good ideas he has are shared by other, more captivating candidates.Furthermore, even if Mayor Pete gets the nod from the Democrats, Trump still has an ace up his sleeve. It’s the economy, stupid.Voters (rightly or wrongly) tend to hold the sitting president accountable for either economic prosperity or a brutal recession. A strong economy is the most decisive factor driving support for the incumbent. Right now, the US economy is doing great. In fact, in March 2019, using economically based predictors, Politico published a piece stating that Trump appears to be “on track for a landslide” victory in 2020. At the time of writing, Trump’s economic rating is up eight points from April 2017, and five points from April 2018.What’s more, since 1916, only three elected incumbents have lost reelection: Presidents Hoover, Carter and H. W. Bush. Interestingly, each experienced negative real annual GDP growth during the year of their reelection. However, nine elected incumbents have won reelection in the last century. Unsurprisingly, not one of them experienced negative growth in their reelection year. If Trump can maintain this economic boom, he will be in a strong position to depict his eventual challenger as a risky bet, someone who could unsettle this economic harmony.The economy’s impact on reelection is as profound as it is irrefutable: the economic climate clearly shapes popular opinion of the president. As a result, there is every reason to believe that Trump’s approval rating has considerable room to grow between now and 2020. Democrats are right to be concerned. Presidents riding the wave of a strong economy simply do not lose. This has held true for more than a century. What makes you think that it won’t hold true for another few years?""Please help!!!!!"
913,"
$0 raised of $400                    ",https://www.gofundme.com/campaign-expenses-for-special-election,"Thorndale, PA",Campaign expenses for special election,"Created August 1, 2019","Michael Noble is an endorsed Republican candidate for Caln Township Board of Commissioners for a special election to serve out the remaining 2 years of former Commissioner, Mr. John Cotento’s term.I am passionate about our community and am eager to help to make Caln Township a great place to work and live. If elected, I will work to help grow business in township and fill vacant storefronts. Utilizing my 20+ years of finance experience, I will push for fiscal responsibility and restraint to manage spending and curb the need for future tax increases.As a father, I believe protecting and working to increase the open space in Caln Township is important for my family and my community. By using controlled development, we can work to build and grow Caln while keeping the beauty of our Township intact."
914,"
$0 raised of $2,500                    ",https://www.gofundme.com/anti-trump-in-wv,"Chapmanville, WV",Anti Trump in WV,"Created July 31, 2019","I am anti Trump. I’m not a democrat I’m actually a republican just one with morals. Trump won in WV my mission is simple. I wanna bring the truth to WV about trumps crimes, racial divide and corruption. I’ll be using the money to protest, go house to house and sign placements. I’ll be also using my own money as well. I’ll be hitting southern WV I have teamed up with others they will be hitting the rest. The money I raise will only be used in the southern part. To me this is important he is making a circus out of our country. We all must fight back.  I hope to get support so trump loses election. Thanks. And god bless America."
915,"
$0 raised of $5,000                    ",https://www.gofundme.com/bye-usa,"Greenville, NC",Bye USA,"Created July 30, 2019","Republicans always say, ""if you don't like it leave"" .... and I'm trying to do just that. All donations are appreciated."
916,"
$0 raised of $10,000                    ",https://www.gofundme.com/waterman-for-governor-2020,"Carlsbad, CA",Waterman for governor 2020,"Created July 29, 2019",Really Black Really RepublicanReally A Person
917,"
$0 raised of $5.0M                    ",https://www.gofundme.com/1pjv00khio,"Detroit, MI",The Power Of The People !,"Created July 28, 2019","
I am the thorn in Satan side and you can't afford not to believe my testimonies ! Since the Russians believe that they can just trample with our election and Mitch McConnell Donald Trump in the Republican Party won't defend us I'm making a proposal for us to defend ourselves that we the people can generate enough money to supply every state and County, city with state-of-the-art up-to-date election ballots with paper backups

"
918,"
$0 raised of $1,500                    ",https://www.gofundme.com/1pjk9zbws0,"Deltona, FL",Vehicle for job Search,,
919,"
$0 raised of $500.0M                    ",https://www.gofundme.com/if-congress-wont-we-will-secure-our-election-in-20,"Garland, TX",IF CONGRESS WONT WE WILL SECURE OUR ELECTION IN 20,"Created July 28, 2019","MITCH MCONNEL AND THE REPUBLICANS IN THE SENATE.WITH THEIR CORRUPT MOTIVES AND THEIR ACTION AGAINST SECURING OUR ELECTIONS FROM  FOREIGN INTERFERENCE  BY BLOCKING ANY AND ALL BILLS TO DO SO CAN NOT BE ALLOWED.  WE THE PEOPLE  OF THE UNITED STATES ARE UNFORTUNATELY BURDENED WITH THIS . SO IM THINKING...IF TRUMP AND HIS BOOTLICKERS AND WORSHIPERS CAN RAISE MONEY FOR A WALL..WE ARE OBLIGATED TO DO SO FOR OUR DEMOCRACY AND OUR ELECTIONS. TO PROTECT THE COUNTRY FROM FASCISM,OLIGARCHY AND CORRUPTION IS THE ONLY MOTIVE HERE. ALL PRECEDES WILL GO TO OFFICIALS OF ALL STATES  IF POSSIBLE THAT CAN BE TRUSTED TO DO THEIR JOBS.PLEASE GIVE WHAT YOU CAN AND KNOW...THIS IS A WAY TO SAVE OURSELVES."
920,"
$0 raised of $6,350                    ",https://www.gofundme.com/1piqk91780,"Los Angeles, CA",Anti-Trump Rally,"Created July 27, 2019","
We are a team of volunteers here in the United States campaigning for the release of immigrants in the detention centers that was that are caused by the current occupant in the White House. We follow the Trump campaign in order to protest at every rally, every campaign, every speech that the current occupant of the White House has in order to get our message across to show the people that we don't need to walk away that it would be better for them to walk away if they seen the truth. We do a great deal of research, volunteering for the Democratic party. we are turning a new leaf and adding a pro-choice for women's rights with our campaign rallies. our hopes and our goal is to reach out to as many Republicans and or far rides individuals groups as possible speak with them debate with them and it's been a huge success the media will tell you one thing Facebook with tell you another your neighbor will claim something else but we are out here campaigning face-to-face side-by-side and we need your help the only with transportation food and lodging for volunteers but for the extensive research needed in order to bring down the current occupants of the White House at which we all know is inevitable of his impeachment however we pick up more volunteers each and every day every minute every hour of the day and we will not stop until we are finished so please give to a good cause today and help us help America & immigrants alike. some of our volunteers are families of immigrants in the detention centers that we picked up along the way who themselves have been protesting, campaigning for their family members and this is another division in our campaign that we are helping with legality services, food and lodging, transportation,communication for those families and research support that we need in order to continue our purpose here. This is the twenty-first century and we will not regress back into the 20th century and allow horrific and horrendous acts to be done without a fight. I know that many of us have tried to logically speak protest or debates with a far-right however as we all know they're very dismissive disgruntled and unaware of the situation we must have closed down these detention centers and we do so by allowing the people to know at each of the current occupant of the White House speeches, Rallies to know what's going on. we must stand together and if you would like to volunteer or donate today would help tremendously please leave your information and some one of our volunteer should get back to you in accordance of time. #Literallyanyoneelse #Democraticparty2020 #Livesmatter #Immigrantslivesmatter #closedownthecamps

"
921,"
$0 raised of $1                    ",https://www.gofundme.com/green2020,"Redwood City, CA",Greens2020,"Created July 27, 2019","In 2015 Pad Caddell and I were speaking on the political climate in America and around the world. We discussed the upcoming election in 2016 and decided to do an exploratory campaign assessment.  What we discoverered was correct at the time and is still very accurate.  Pat passed away earliar this year. I have since decided to move forward with the planning we had discussed in honor of Pats courage which alienated himself in his peer group to help America find it's sealegs. Greens2020 will be announcing our Presidential Candidate and their Platform in February of 2020.  We have strong commitments from Democrats and Republicans for this candidate.  Greens2020 is raising this current 35000 for travel expenses for the team to go to Hong Kong, so the press can start reporting on the issue that matters most in the world right now in reference to Human Rights and the future of the China/American relationship.  The press is so caught up in President Trump due to the Democratic Parties obsession with hatred, jealousy, own corruption and zero solution strategy, that Greens2020 cannot support them anymore.  President Trump, Vice President Pence and Secretary of State Pompeo are addressing Human Rights as a priority which the last two administrations ignored. Our Greens2020 Candidate is sickened by the lack of coverage by the press and leadership of Democratic Party who used to be the the most vocal on Human Rights, instead focusing on their own personal financial success in China and personal hatred of President Trump who is standing up for Human Rights. Greens2020 is a group of Greentarians, Demtarians and Libertarians who support President Trump's effort on the Issues of Human Rights & Religous Freedoms. We are an advocacy group for policy that creates solutions which includes the best of Tradition and the Best of Progress, utilizing heart and mind in solutions instead of  jealousy, low self esteem and personal desires of ones own status and wealth as priority. Scott Shields is best know for his leadership in establishing solutions that move towards the intersection of Progress and Tradition. He wrote the following moons ago.  ""The Intersection of Progress and Tradition is Fraught with Alienation until Success"" Scott is asking your support for Greens2020.com. Those who believe in government free of collusion of communist, socialist and religious theocracies will not like our Platform. Greens who are Socialist should leave the Green Party and join the Socialist Party, (If Bernie Sanders were true to his convictions  he would leave Democratic Party and  lead the Socialist Party). Greens that are Communist should leave the Green Party and Join the  Democratic Party which is owned and operated by Communist Money. Greens who have strong ties to Religous Theocracies should stay out of politics. The new Green Party will be lead with the highest level of Mind and Heart in establishing solutions. We are Green Capitalist. Greens2020 Team1) Award Winning Producer2) Persecuted Individuals From China3) Family Members of those that have died in Labor Camp in ChinaJoining Soon4) C - Suite employees of Tech firms who cannot disclose yet due to being alienated from current party affiliation, C-Suite (CEO's, CFO's, CTO's, COO's, etc....) 5) Republicans Leadership and Democratic Leadership that agrees it's time for a third  party to compete. 6) 30 percent of registered Democrats, 60 percent of registered greens. 20 percent of registered Republicans, 40 percent of Independents. ""History doesn't repeat itself, people do, so if you want to change history then help change people's Hearts and Minds towards a better solution."" Scott Shields"
922,"
$0 raised of $3,500                    ",https://www.gofundme.com/hill-for-congress,"Sugar Land, TX",Hill for Congress,"Created July 27, 2019","Welcome to our gofundme drive. We will use these funds for filing our paper work with the Texas Secretary of State to be placed on the primary ballot for the Republican party as a candidate for Senator in Texas for the Congressional Seat in District 22.  We are running on the platform of ending the War on Drugs, enforcing our current border laws, and shrinking the Federal government.  Any and all help you could give would be greatly appreciated, but above all we ask for your prays for God's guidance  in this endeavor."
923,"
$0 raised of $1                    ",https://www.gofundme.com/lincoln-day-tickets-for-students,"Colorado Springs, CO",N/A,"Created July 25, 2019",Getting the youth involved in politics is arguably the biggest crisis to not just conservative values but the Republican Party. Help college and high school students go to the Lincoln Day Dinner to learn and explore the right side of politics. The money will be used to purchase tickets to the El Paso County Lincoln Day Dinner where students will be able to hear from speakers such as Charlie Kirk. Most students do not have the means to go to an event like this so and donations are highly appreciated.
924,"
$0 raised of $2,500                    ",https://www.gofundme.com/jimjordanneedsasuitjacket,"Deltona, FL",Purchase suit jackets for Gym Jordan,"Created July 25, 2019","James Daniel Jordan is an American politician serving as the U.S. Representative for Ohio's 4th congressional district since 2007. A member of the Republican Party, he has been the ranking member of the House Oversight Committee since 2019.That’s why I find it absolutely ridiculous that this man can not afford a suit jacket.  If America can’t provide its congressmen with suit jackets then we need to change the whole system. However in the mean time, let’s do what we can to get this man what he needs to do his job professionally. A suit jacket."
925,"
$0 raised of $10,000                    ",https://www.gofundme.com/1pgb4n16yo,"Derby, KS",Put God Back In Congress And Schools,"Created July 25, 2019","I watched in disbelief as Robert Mueller was sworn in to testify in congress on July 24. I listened then rewound my television back several times. It’s true. The Democratic house voted and passed the new makeover for Congress now the sacred oath is no more. God has been driven from our Founders house. The House leader passed the vote to take away the very foundation of our Nation and no one, no one heard the bell sound it’s been slid under the radar by MSM. ( Main Stream Media). Steve Cohen of Tennessee stated and I quote,“I think God belongs in religious institutions: in temple, in church, in cathedral, in mosque — but not in Congress,” said Representative Steve Cohen of Tennessee, the chairman of the Judiciary Committee’s Subcommittee on the Constitution, Civil Rights and Civil Liberties. What Republicans are doing, he continued, “is using God.”“And God doesn’t want to be used,” he said.Join with me and put God back in our legislative house and schools. Let’s fight this fight together and stand for God. God bless each of you and God bless America. Every Dollar will be used to fight this cause let’s make this stand. “Speak now or we will forever be Silent”Donations to help fund the battle to put God back at the focal of our congressional committees. Ask yourself what America was founded on? Freedoms. Freedoms of Religion. If we don’t stop this attack on God in our country today. The Democratic Party will next attack the Federal Motes we carry “In God We Trust” on all of our money. We all allowed the removal of the pledge of allegiance from our schools because “One Nation Under God” was used and offended some people.  We need our country back and it’s up to us the everyday God fearing Citizens to do just that. Please speak through this drive. Thank you"
926,"
$0 raised of $500,000                    ",https://www.gofundme.com/f8gx2-get-a-liberal-out-of-america,"Decatur, GA",Get a liberal out of America!,"Created July 24, 2019","I am a bleeding heart liberal tree-hugging, anti-gun activist,  pro choice, who also  believes we need to take away all the guns in America.We need to open up our borders to undocumented , foreign contractors.  I believe healthcare is a right for everyone and American should pay for it. However, for just $19.95 up to my goal you can get a liberal to leave and never come back. Seriously , you can have the country all to your Republican brethren. Contribute right now to get a socialist liberal the hell out of your country."
927,"
$0 raised of $999                    ",https://www.gofundme.com/continue-the-truth,"Oakton, VA",Building a Legacy,"Created July 23, 2019","Why donate?In short, I’m seeking donations because as a high school math teacher, I unfortunately lack access to the funds necessary for running websites. The longer explanation? I love being a math teacher; it is a profession I secretly wanted my entire life, but never had the nerve to purse precisely because of its economic limitations. Although I started my bachelor’s degree in 2001, I did not graduate until 2019. That’s right; it took me 18 years to earn my degree. After getting involved in fraternities in college, I began losing sight of my goals and ultimately dropped out of college. I joined and proudly served in the US Army for eight years and was deployed to Iraq and Afghanistan as part of Operations Iraqi and Enduring Freedom. Upon leaving the Army, I thought I was destined to spend the rest of my life in the US defense or intelligence communities as some type of analyst; and, I was right as that is exactly what happened…for a little while at least. Lucky for me, I was always blessed with a secret plan B: math. It turned out that writing Top Secret reports for the defense and intelligence industries wasn’t really my thing, as I had always dreamt of teaching math. After much soul searching [let’s be real, after my wife directed me], I resumed my degree. Now [in 2019], I have 3 children; a 6-year-old son, and a pair of identical 1-year old twin daughters. I earned my bachelors in math from George Mason University and became a high school learning disabilities geometry teacher; a challenge that I gladly and proudly accepted with Fairfax County Public Schools. I’ve now realized that my education journey is incomplete; I must earn a master’s degree in specialized education or math to continue growing as an educator. I’ve accepted that math is in my soul, and that teaching math is an even bigger passion. Nothing makes me happier in my professional job than the moment a student understands a math concept that s/he has been struggling with for some time. Yes, the public education system isn’t the best [this is a topic for future posts]; but the educators that comprise the FCPS system are some of the most passionate, educated, and determined teachers that I have ever known or worked with. In the 18+ years that it took me to complete my math degree I learned more than just math; I learned education, society, history, philosophy, and the desire to keep growing. So, I have created a medium where I can combine all my expertise – political, mathematical and educational, to produce somewhat controversial articles in various fields. Controversial because they are against the grain of main-stream media. As I have mentioned throughout this site, I don’t identify as either a Republican or Democrat; I simply state facts, whether you like them or not. As a result, all donations will go towards maintaining and improving the website, and to make sure it stays unbiased and free of prejudice. I plan to eventually launch and expand my full-scale website featuring a wide variety of services including, but not limited to math tutoring, test-preparation services, and certified translations of Persian/Farsi documents. Please make that happen.Thank you!"
928,"
$0 raised of $50,000                    ",https://www.gofundme.com/donations-so-charlotte-can-abandon-the-rnc-2020,"Charlotte, NC",Let’s help Charlotte withdraw from the R.N.C. 2020,"Created July 23, 2019","My name is Steven Morris, and like most of you in North Carolina reading this, I was horrified when I heard the “send her back” chant coming from one of Donald Trump’s rallies in our great state. This is why I am raising money to help the city of Charlotte, North Carolina pay for legal fees that would come with a decision to withdraw as the host city for the Republican National Convention in 2020. The city of Charlotte’s leadership met and discussed the possibility of a withdrawal, but decided instead only to condemn Trump’s racist remarks due to the inevitable court battle that would ensue if they were to withdraw. All donations will go directly to the city of Charlotte to ensure Trump and the R.N.C. will never be able to spread their xenophobic message in North Carolina again. This is is my first Go Fund Me, so to anyone with experience who sympathizes with the cause I would welcome cosponsor’s. Reference: Charlotte leaders condemn racism they saw in Greenville: ‘We will not tolerate it’ RNC host city Charlotte votes to condemn Trump’s ‘racist and xenophobic’ comments"
929,"
$0 raised of $1,000                    ",https://www.gofundme.com/trump039s-continuing-nightmare,"Boyne City, MI",Trump's Continuing Nightmare,"Created July 22, 2019","Your funding will sponsor a social media campaign.  The purpose of that compaign is to remind Americans of the human rights abuses, racism, and lawlessness of the modern Republican party under Donald J. Trump.  My graphic design shop, Blue Wave Designer, is where you can see examples of my writing and design work.  I am fully-equipped to produce video, narrations, and animations in-house.  You'll receive a full report on how your funding was spent to promote this message on social media and the results it got.  Right now, you have the chance to sponsor a video or posting that could easily go viral.Here's an example of a recent .gif that was created in honor of Congressman Jack Bergman, from Michigan.https://www.facebook.com/danieldonovanfarrow/videos/2328244267463833/"
930,"
$0 raised of $10.0M                    ",https://www.gofundme.com/3h4v7-support-for-trump-2020,"New York, NY",SUPPORT FOR TRUMP 2020,"Created July 21, 2019","Show your support for President Donald J. Trump   On November 8, 2016, the American People delivered a historic victory and took our country back. This victory was the result of a Movement to put America first, to save the American economy, and to make America once again a shining city on the hill. But our Movement cannot stop now - we still have much work to do.Help fulfill our promise to Make America Great Again!Join Our Movement!DONALD TRUMP JR. message to the nation:I am your voice!To every parent who dreams for their child, and every child who dreams for their future, I say these words to you:I’m With You, and I will FIGHT for you, and I will WIN for YOU.This is a MOVEMENT.So together let help our president save his presidency. By donating for his 2020 reelection our president need your support. Support for U.S. President Donald Trump increased slightly among Republicans after he lashed out on Twitter over the weekend in a racially charged attack on four minority Democratic congresswomen. Trump is simply saying: ‘Hey, if you don’t like America, you can leave,” That is not at all controversial. If you already support Trump, then it’s very easy to interpret his comments that way.”believe in Donald Trump because what you see is what you get. I'm sick of being lied to and finding out after the fact that things weren't as they were presented by the politicians that we have in Washington, DC. Donald Trump may be a little rough around the edges, he's not polished, but he says it like it is. He says things that other Americans are afraid to say but they feel in their heart. And he is definitely America first and citizens first. If you are a true American and true citizen do not let mainstream media damage our president leadership and presidency. There are doing everything they can to prevent Trump to keep his promise to the American people.We as volunteers promised to fight for his reelection!Promises Made, Promises Kept,"
931,"
$0 raised of $10,000                    ",https://www.gofundme.com/1p9uaa1e6o,"Oxford, MI",#Fedup with Congress,,
932,"
$0 raised of $100,000                    ",https://www.gofundme.com/urban-farm-abilene,"Abilene, TX",URBAN FARM ABILENE,,
933,"
$0 raised of $10,000                    ",https://www.gofundme.com/2jxgt7-trump-for-2020,"Tampa, FL",Trump For 2020,,
