Unnamed: 0,link,location,summary,title,tag,raised,goal,created_date,goal_int,raised_int
493,https://www.gofundme.com/danielleglover,"Commerce City, CO",I am running Vice President of the Young Democrats of America because I want to bring my experience revitializing the Young Dem chapters in Colorado to the national level. As VP I hope to increase trainings for Young Dem leaders across the nation and create more opportunities for chapters to orga...,Danielle for YDA Vice President,dem,1960,2500                    ," May 20, 2015",2500.0,1960.0
494,https://www.gofundme.com/xp6rgj-weather-relief,"Lewistown, IL","￼￼ Our father, Harold, was one of many victims that were hit by one of the 30 confirmed tornadoes hitting Illinois on December 1st.  Our father's insurance will not cover all the damage.  He will need a new roof, new windows, new gutters, and the list continues. However, we are focused on repairi...",Weather Relief,dem,505,15000                    ," December 4, 2018",15000.0,505.0
495,https://www.gofundme.com/save-sam-seder039s-work-wife,"Richmond, VA",summary was NoneType,Save Sam Seder's Abused Work Wife,dem,165,1000                    ," November 3, 2018",1000.0,165.0
496,https://www.gofundme.com/pemberton-for-house-district-19a,"Saint Peter, MN",We are running for MN House of Representatives District 19A.  We are proud to be representing the Democrat Party. Thank you so much to those of you who have donated already.  Goals:  Make America Love Again Accept 50 million immigrants/refugees---state wide. No deportations! Make The World Nuclea...,Pemberton For House District 19A,dem,55,27000                    ," January 16, 2018",27000.0,55.0
499,https://www.gofundme.com/help-get-alyssa-to-carnegie-hall-she-won-gold,"Indianapolis, IN","My name is Alyssa Gaines, and I am freshman at Park Tudor School in Indianapolis, IN. I am an active student within my school’s community. This year, I played volleyball, basketball, and lacrosse; I participated in both of my school productions; and I was a member of my school’s Black Student Uni...",Help get Alyssa to Carnegie Hall.  She won Gold!,dem,705,3000                    ," April 28, 2019",3000.0,705.0
501,https://www.gofundme.com/AB2DNC,"Indianapolis, IN","Hi Everybody!  I am honored to be representing Indiana's 7th Congressional District at the Democratic National Convention. I have been working to get Hillary elected for 10 years.   I will be sharing a room so the cost of convention and travel for me will be about $1,500. This is a lot of money f...",Send Ali to the DNC!,dem,1525,1500                    ," June 19, 2016",1500.0,1525.0
503,https://www.gofundme.com/ryanturner,"Atlanta, GA","My name is Ryan Turner and I was recently elected by the DPCA (Democrats Abroad) to be a Pledged Delegate at the DNC Convention in Philadelphia for U.S. Senator Bernie Sanders.  It is an honor to be elected, and myself, along with 12 other elected delegates will proportionally represent the Globa...",Help Ryan Get to The DNC Convention,dem,2405,2400                    ," May 31, 2016",2400.0,2405.0
504,https://www.gofundme.com/LondonLamar,"Memphis, TN","This campaign has been created to help support the tuition for the participation of London Lamar in the NOBEL Women Leadership Training and Educational Development Institute. London Lamar is the President of the Tennessee Young Democrats, the premier Democratic organization for young voters in Te...",London's Road to Leadership,dem,1580,5000                    ," April 26, 2015",5000.0,1580.0
505,https://www.gofundme.com/24ajh4k,"Newport Beach, CA","Good day!  My name is Alexander C. Gonzalez and I am a 25 year old veteran of the U.S. Navy, American citizen studying abroad, and a proud supporter of Bernie Sanders. I recently was elected one of nine pledged delegates of Democrats Abroad that will go to the Democratic National Convention in Ph...",Alexander C. Gonzalez's DNC Trip,dem,2000,2000                    ," May 14, 2016",2000.0,2000.0
507,https://www.gofundme.com/will-and-jeremy039s-spring-2019-dc-lobby-blitz,"Concord, NH",summary was NoneType,Will & Jeremy's Spring 2019 DC Lobby Trip,dem,820,1500                    ," February 17, 2019",1500.0,820.0
508,https://www.gofundme.com/MattinPhilly,"Hillsborough, NC","In May 2016, I was elected as a delegate to the Democratic National Convention in Philadelphia as a pledged Hillary Clinton delegate representing the 4th Congressional District.  This is a tremendous honor as a lifelong North Carolinian.  Elected delegates are responsible for funding the trip by...",Send Matt to the DNC in Philly,dem,2785,2000                    ," May 22, 2016",2000.0,2785.0
509,https://www.gofundme.com/YDtoDNC,"Merrifield, VA",Danielle Simms and Morgan Jameson have been elected as delegates to the 2016 DNC Convention in Philadelphia. They are both members of the Virginia Young Democrats and serve as the liaisons to the Young Democrats of America in their roles as National Committeewoman and National Committeeman. They...,DNC Convention Lodging,dem,1741,3000                    ," May 29, 2016",3000.0,1741.0
510,https://www.gofundme.com/24bj2236,"Roseville, CA","Hello Friends!  A very deserving Placer County, California Democrat, Diana Madoshi, is needing to fund her trip to the Democratic Party National Convention in Philadelphia, PA this July. Diana is chronologically gifted and on a fixed income.  Any and all donations will help reduce her travel expe...",Diana Madoshi to DNC/PA Convention,dem,2155,3000                    ," May 14, 2016",3000.0,2155.0
511,https://www.gofundme.com/28jbwm4,"Madison, WI","Nate has the honor of representing Wisconsin and our next President on the Platform committee in Philadelphia.  Nate is a committed pro-choice activist, has worked tirelessly to elect progressives up and down the ticket and his voice is so needed on the Platform Committee.  We are lucky to have h...",Help Nate Be Our Voice in Philly,dem,1836,2650                    ," June 8, 2016",2650.0,1836.0
514,https://www.gofundme.com/2c7k7fg,"Mcallen, TX","Turning Texas Blue has been my primary political goal for over a decade. I believe that all Texans deserve the rights and dignity from this State and the Nation.  At the Texas Democratic Convention in San Antonio on June 17th, our Senatorial District 20 Delegates bestowed me the honor to represen...",Send Eli to Philly,dem,2075,5000                    ," June 30, 2016",5000.0,2075.0
515,https://www.gofundme.com/SFVProgressives,"Valley Glen, CA","The Democratic Party’s elected Delegates represent the opportunity to fight against special interests, party insiders, and establishment politicians — but only if we elect truly progressive Delegates. Together, the San Fernando Valley Progressives are running to ensure that real, bold progressive...",SFV Progressives for AD46 Delegates,dem,1805,2700                    ," January 5, 2019",2700.0,1805.0
516,https://www.gofundme.com/27yf8cs4,"Jackson, WY",Greetings friends! I am fundraising for my trip the 2016 Democratic National Convention as a National Delegate for Hillary Clinton! I am beyond proud and ecstatic to be able to participate in this experience for my fellow Wyoming Democratic Hillary supporters.  Some of you may know that I work at...,Shelby's Democratic Convention Fund,dem,2580,2500                    ," June 5, 2016",2500.0,2580.0
520,https://www.gofundme.com/quigley-film,"Saint Louis, MO","Funding Needed to Complete St. Louis Film ‘The Whole Damn Crew: The Martin Quigley Story’ Martin Peter Quigley’s work touched first Kansas City, then New York, and finally his beloved St. Louis, and to some extent, America and the world, but whether he was diving out of a flaming B-24 bomber, hel...",Martin Quigley Documentary,dem,1645,3500                    ," June 15, 2016",3500.0,1645.0
522,https://www.gofundme.com/healingforrobertmyersfamily,"Clearwater, FL","You wake up from most nightmares, and they're quickly over. For Cathy Craig-Myers and her family, they are living a nightmare from which they can never awaken. While an investigation is underway, and some details reported through the news media and other sources appear inconsistent, this much is...",Healing Trip for Bob Myers' Family,dem,4760,3000                    ," February 22, 2017",3000.0,4760.0
523,https://www.gofundme.com/siSteve,"Saipan, MP","My name is Stephen Woodruff, and I am a Bernie Sanders delegate to the Democratic National Convention in Philadelphia in July from the Northern Mariana Islands (NMI ).  I am the authorized representative for Bernie in the NMI and lead the Bernie component of the NMI delegation.  NMI Democrats cau...",CNMI 4 Bernie at Philadelphia,dem,2320,4000                    ," May 25, 2016",4000.0,2320.0
524,https://www.gofundme.com/victoria-goes-to-london,"Onancock, VA",Hello everyone!!  Victoria has been accepted to the Hollins University Abroad Program and will be traveling to and interning in LONDON this summer for seven weeks.   Here is a little back ground Victoria is a second-year Horizon student majoring in English with an emphasis in Creative Writing and...,Victoria Goes To London,dem,1750,8000                    ," March 17, 2018",8000.0,1750.0
525,https://www.gofundme.com/help-joanna-attend-hsda-dc-summit,"Quincy, MA","Hi, I'm Joanna Setow, a high school student from Quincy, MA and Founder and President of North Quincy High School Democrats, which is part of the nationwide organization High School Democrats of America. I discovered my passion for politics during the 2016 Presidential Election. From there, my lo...",Help Joanna attend HSDA Summit in D.C.,dem,535,500                    ," April 7, 2019",500.0,535.0
526,https://www.gofundme.com/csudemsbuttonmaker,"Chico, CA","Our club, the Chico State Democrats is known on campus for our fun political buttons (such as the ones you see below). Currently we are using only one button maker which isn't enough to make the amount of buttons we need. We're hoping to raise money to buy one more button maker so we can keep spr...",Buy a New Button Maker,dem,180,500                    ," September 19, 2018",500.0,180.0
527,https://www.gofundme.com/cam-brown-studentathlete-of-year,"Tallahassee, FL","The Cam Brown Student-Athlete of the Year award is a new initiative started by the Tallahassee Democrat and Big Bend Preps to award scholarship money for college to the recipient of a year-end award.  The goal amount $11,417 is the date SuperCam died from osteosarcoma, a form of bone cancer. The...",Cam Brown Student-Athlete of Year,dem,1600,11417                    ," September 2, 2018",11417.0,1600.0
530,https://www.gofundme.com/2f6ppfw,"Dublin, CA","Help me send Meriam Reynosa to Democratic National Convention!  Having had the privilege of serving with Meriam both as Co-Secretaries of the Alameda County Democratic Party and as Co-Presidents of the East and South Bay Young Democrats, I know first hand how deserving Meriam is of being an elect...",Help send Meriam to DNC Convention!,dem,1840,3000                    ," July 18, 2016",3000.0,1840.0
531,https://www.gofundme.com/rav5pany,"Cleveland, TN","My name is Blake Kitterman and I am honored to have been elected as the youngest delegate to the Democratic National Convention in the state of Tennessee!  This entire experience has been focused on empowering youth. Together, we were able to show that no matter who you are or where you come from...",Send Blake to Philadelphia!,dem,2100,5000                    ," March 20, 2016",5000.0,2100.0
532,https://www.gofundme.com/julia039s-education-fund,"Spanish Fort, AL",*From friends of Julia: this is an amazing young woman with a bright future ahead of her. Funds raised through this effort will go towards her college books and other expenses associated with attending Barnard College.  My name is Julia Coccaro and I am a senior at Spanish Fort High School locate...,Julia's Education Fund,dem,2415,4000                    ," May 8, 2018",4000.0,2415.0
533,https://www.gofundme.com/almami-i-cyllah-memorial-fund,"Edgewater, MD","In loving memory of Almami Cyllah, we his friends would like to recognize the impact this great man had on many of our lives by raising funds for a memorial in his name. We are currently researching options, such as a scholarship or internship fund and/or a charity donation to a cause that Almami...",Almami I. Cyllah Memorial Fund,dem,3875,5000                    ," June 22, 2017",5000.0,3875.0
534,https://www.gofundme.com/2aa593w,"Sterling, VA","Hello my name is Koran T. Saines,   I am excited to have been elected as a delegate to the 2016 Democratic National Convention in Philadelphia.  After spending years helping to elect Democrats including President Obama, Governor McAuliffe, our state delegation and my election last year, I will be...",DNC Convention Trip,dem,1605,100                    ," June 19, 2016",100.0,1605.0
535,https://www.gofundme.com/HernandezDNC,"Tucson, AZ",As you may know my sister and I have the great honor of representing Congressional District 3 as a delegates for Hillary Clinton at the Democratic National Convention in Philly along with my brother Daniel. This has always been a dream of ours however multiplying the high cost of one person to at...,Hernandez Sisters off to Philly!,dem,1550,1500                    ," June 29, 2016",1500.0,1550.0
536,https://www.gofundme.com/5zvfb-build-our-wall,"Montauk, NY","I am starting this in an attempt to purchase road side billboards across America simply stating ""BUILD OUR WALL"" .....signed the American People. Democrats & The liberal media state that American border security and our family's right to safety & security are not a major concern of theirs! I want...",BUILD OUR WALL BILLBOARDS ACROSS AMERICA !!!,dem,200,1.0M                    ," January 10, 2019",1000000.0,200.0
539,https://www.gofundme.com/chucoashes,"El Paso, TX","Hi everyone! My name is Ashley Rodriguez, I am an official Bernie National Delegate for Texas Senate District 29 in El Paso. I am fundraising for my trip to the Democratic National Convention in Philadelphia in July 25th to July 28th. The costs however are absolutely astronomical, it's clear the...",Ashleys' DNC travel fund,dem,1600,1500                    ," June 29, 2016",1500.0,1600.0
540,https://www.gofundme.com/TarinItUpForHRC,"Los Alamos, NM","I am honored to be representing New Mexico's 3rd Congressional District on behalf of Hillary Rodham Clinton and thank you for visiting my GoFundMe page to help me get to the National Convention in Philly!  A little bit about why I ran for HRC National Delegate  In 2004, I attended the largest mar...",DNC or BUST!,dem,4050,4000                    ," June 27, 2016",4000.0,4050.0
541,https://www.gofundme.com/funds-4-democratic-swing-districts,"Studio City, CA","No gifts, no pampering - all Maureen wants for her milestone birthday is for Democrats to take back the House of Representatives in the upcoming mid-term elections. In order to do this, there are 78 Swing Districts across the country in real need of financial and vocal support, of which 23 MUST g...",Funds 4 Democratic Swing Districts,dem,2000,10000                    ," August 10, 2018",10000.0,2000.0
543,https://www.gofundme.com/get-out-the-vote-postcarding,"Wailuku, HI","Here’s an easy way YOU can help restore our democracy! Donate today - encourage voters to get out and vote Blue this Nov.  The mid-terms are only 3 months away. That means we have less than 90 days to convince voters on the mainland to Get Out and Vote for Democrats. Over the past year and half,...",Get Out the Vote Postcarding,dem,405,1000                    ," August 2, 2018",1000.0,405.0
544,https://www.gofundme.com/help-alexia-with-college-tuition,"Tallahassee, FL","Greetings, I am Alexia Clark, a senior Broadcast Journalism student from Arcadia, Fl at Florida Agricultural and Mechanical University in need of assistance with paying owed tuition to my university.  Throughout my collegiate academic career I have managed to stay involved on campus with membersh...",Help Alexia with College Tuition,dem,85,6500                    ," August 12, 2018",6500.0,85.0
545,https://www.gofundme.com/making-america-great-2gether,"Brooklyn, NY",I am asking that you help so I can travel to get the word out about not only my campaign but the fight we face against the democrats.,Making America Great 2gether,dem,4205,7000                    ," July 19, 2018",7000.0,4205.0
546,https://www.gofundme.com/uz4w64,"Anchorage, AK","Send Kira and Darrian to YDA leadership academy! Next year, I will be a senior and Kira will be a junior at Service High School. We're Alaska Young Democrats who want to give back to the community. Almost all of our free time has been going toward volunteer work within Anchorage including  close...",Send Us to YDA Leadership Academy!,dem,1675,2000                    ," May 19, 2015",2000.0,1675.0
547,https://www.gofundme.com/money-to-run-newspaper-ads,"Lowry, MN","In today's day and age we as Catholics and Christians can not simply choose not to vote for any candidate, otherwise we would be guilty of not fulfilling our civil duty. This campaign is to inform Catholics as well as Christians that this and all elections are about electing candidates that stand...",A Fight for Life,dem,204,345                    ," October 15, 2018",345.0,204.0
548,https://www.gofundme.com/ppwqd3a4,"Salado, TX","I am trying to raise money to head to the National Democratic Convention in Philadelphia this summer. I am very active within the local county party and several democratic clubs. As a young democrat, I just need help paying for this once in a lifetime trip to the national convention. I have been...",Send me to DNC Convention,dem,1740,2500                    ," March 25, 2016",2500.0,1740.0
549,https://www.gofundme.com/ChristianSmith,"Mobile, AL","Hi All, Welcome to my fundraising page. My name is Christian Smith and I am running for Mobile County Treasurer. I am running as a Democrat and believe I represent the voice of the people. I am running as treasurer because I want to bring more transparency and better accountability to this office...",Christian Smith for Mobile County Treasurer,dem,1933,10000                    ," January 7, 2012",10000.0,1933.0
550,https://www.gofundme.com/girls-inc-of-lynn,"Marblehead, MA","""Girls Incorporated of Lynn is a nonprofit organization dedicated to inspiring all girls to be strong, smart, and bold."" Since the founding of Girls Inc. of Lynn in 1942, this organization has provided crucial resources to local disadvantaged and low-income girls. 87% of the girls that are served...",Girls Inc. of Lynn,dem,305,1500                    ," April 26, 2018",1500.0,305.0
557,https://www.gofundme.com/CYDCORPS,"San Diego, CA","Hey Everyone, We are launching a statewide effort to be the next leadership team for the California Young Democrats. Our coalition is made up of leaders throughout the state. Young Democrats who are active in their communities and who are committed to bold, progressive change. We have named our e...",Help Send CYD Corps to victory!,dem,3750,5000                    ," November 15, 2017",5000.0,3750.0
558,https://www.gofundme.com/johnstown039s-future,"Johnstown, PA",I am asking for small donations to publish my vision of Johnstown's Future in the 21st Century in the Tribune Democrat. Additional money will be used to purchase future ads when necessary.,Johnstown's Future,dem,45,500                    ," August 27, 2018",500.0,45.0
560,https://www.gofundme.com/1ondf1xemo,"Kearney, NE","On July 17-20 I, and several other Buffalo County Young Democrats will be attending the Young Democrats of America Conference in Indianapolis, Indiana. At this conference I will be learning about field organizing, fundraising, voter outreach, and other important civic duties. I also plan on joini...",YDA Convention - Indianapolis,dem,75,200                    ," July 1, 2019",200.0,75.0
563,https://www.gofundme.com/em-dani-live-and-learn-guatemala,"Gloucester, MA","""Travel is fatal to prejudice, bigotry, and narrow-mindedness."" -Mark Twain  Hello all, and thank you for taking the time to read this. Our names are Danielle Denman and Emily Meyran and we have been best friends for about 5 years. We are both High Honor roll sophomores at Gloucester High School...",Em & Dani: Live and Learn Guatemala,dem,1910,5000                    ," January 23, 2018",5000.0,1910.0
565,https://www.gofundme.com/planned-parenthood-action-fund,"Marblehead, MA","With the passage of the recent Georgia and Alabama laws almost completely restricting women's access to abortion in these states, the Marblehead High School Democrats want to raise funds to support women's healthcare advocacy groups. We have selected the Planned Parenthood Action Fund to send our...",Support The Planned Parenthood Action Fund,dem,145,500                    ," May 17, 2019",500.0,145.0
566,https://www.gofundme.com/jessica-oterolevi-lloyd,"Rohnert Park, CA","Press Democrat CSR, Jessica Otero and partner Levi Lloyd were out early on the morning of February 7th delivering newspapers to customers on Levi’s route in West Sonoma County. Levi's adult daughter was at home and awaken by the smell of smoke in the house she shared with her father, Jessica and...",Jessica Otero/Levi Lloyd,dem,2225,5000                    ," February 16, 2017",5000.0,2225.0
567,https://www.gofundme.com/pride-cares-sonoma-relief-fund,"Englewood, CO","As a family of foodservice E & S dealers, suppliers, and customers located throughout the United States, Canada, and the Cayman Islands, we are devastated by the unprecedented impact the wildfires in Sonoma and Napa present to this strong community.  PRIDE Board Vice Chairman, Founding Member, an...",PRIDE Cares Sonoma Relief Fund,dem,11750,50000                    ," October 19, 2017",50000.0,11750.0
569,https://www.gofundme.com/bring-lucy-the-poodle-home,"Tallahassee, FL","On March 1, 2019, my beloved toy poodle, Lucy, slipped out of our fence-in backyard in the Levy Park neighborhood of Tallahassee while I was at work and she was home  with my boyfriend. Scent sniffing search dogs traced her path to the intersection of Tharpe and MLK, where the trail ended. In mos...",Bring Lucy the Poodle Home,dem,400,1000                    ," March 26, 2019",1000.0,400.0
571,https://www.gofundme.com/help-me-raise-money-to-attend-the-hsdma-summit,"Minneapolis, MN","Hi,   My name is Juwaria Jama, I am the co-state lead for the Minnesota Climate Strike, District 5 Representative for the Minnesota Youth Council and a politically active teenager. I am raising money to attend the High School Democrats of America (HSDA) Summit in D.C for a week in June. Attending...",HELP ME RAISE MONEY TO ATTEND THE HSDA SUMMIT!,dem,990,950                    ," April 28, 2019",950.0,990.0
572,https://www.gofundme.com/rock-the-vote-cincinnati,"Cincinnati, OH","A FREE non-partisan voter registration rally September, 8th at 3PM-6PM at the Kennedy Heights Art Center Annex, 6620 Montgomery Rd, Cincinnati, OH 45213.  A FREE non-partisan voter registration rally September, 8th at 3PM-6PM at the Kennedy Heights Art Center Annex, 6620 Montgomery Rd, Cincinnati...",Rock the Vote Cincinnati,dem,935,1000                    ," July 29, 2018",1000.0,935.0
574,https://www.gofundme.com/creating-change-lgbtq-task-force-conference,"Durango, CO","Allie and Olivia, president and vice president of New Era Colorado's Fort Lewis College club, are two LGBTQ students seeking sponsorship for the Creating Change Conference  in Detroit this January.  This conference is put on by the National LGBTQ Task Force  and will feature workshops on racial j...",Send Allie & Olivia to Creating Change Conference!,dem,554,1000                    ," November 26, 2018",1000.0,554.0
575,https://www.gofundme.com/12y8o8,"Seattle, WA","Hello, I am King County Council Chair Larry Gossett,  Please join me in supporting Tandy Williams, a National Delegate for Washington State who will travel to Charlotte, NC for the 2012 Democratic National Convention on September 1-7, 2012.  She needs your HELP!!  I have known Tandy all her life...",My Donation Page,dem,1905,2000                    ," August 22, 2012",2000.0,1905.0
576,https://www.gofundme.com/send-monica-abroad,"Cloverdale, CA","Monica is a fantastic college student at University of California Santa Barbara that has worked hard to earn her scholarships and straight A's throughout her educational career. She will be spending Fall Quarter of her senior year in Argentina and Chile, as she was selected to participate in UCEA...",Send Monica Abroad,dem,300,3500                    ," June 30, 2019",3500.0,300.0
581,https://www.gofundme.com/b9yy6x-ensuring-my-future,"Langhorne, PA","""Education is the most powerful weapon which you can use to change the world.""  Nelson Mandela   Hi, my name is Kiara Marable. I am a sophomore at Temple University, double majoring in philosophy and political science on a prelaw track. I work in the philosophy department at school, developing t...",Ensuring My Education,dem,580,7000                    ," November 21, 2018",7000.0,580.0
582,https://www.gofundme.com/new-life-for-neuropace-patient,"Denver, CO","It is my objective to raise funds for Ms. Letitia Gaillard get to California. She is a recipient of a medical device called a neuropace for those with Epilepsy whose seizures worsen. This is a result of 6 yrs of Clinical Trials, monthly neurology appointments, when the first brain surgery was not...",New Life For Neuropace Patient,dem,560,6000                    ," September 2, 2018",6000.0,560.0
584,https://www.gofundme.com/help-bring-eric-to-the-cdp-convention,"Davis, CA","Friends, Family, Colleagues, and Citizens,  In these last few years, we have witnessed the activation of thousands within our civic spaces. Readying for a bold, progressive future, your collective energy and renewed dedication to our civic institutions has inspired me beyond measure, and I am ete...",Help bring Eric to the CDP Convention!,dem,357,1000                    ," March 3, 2019",1000.0,357.0
587,https://www.gofundme.com/help-sadhana-attend-hsda-summit-in-dc-2019,"Wellesley, MA","Hi. My name is Sadhana Mandala and I am a junior at Wellesley High School, MA. I am the Vice-chair, director of local affairs of Wellesley High School Democrats. Our school chapter of the HSDA was formed this year and am extremely grateful for the opportunity it has presented to me.  I recently b...",Help Sadhana attend HSDA Summit in DC 2019,dem,525,500                    ," April 20, 2019",500.0,525.0
588,https://www.gofundme.com/get-out-the-vote-postcard-writing,"Walnut Creek, CA","This coming year our votes and our voices are more important than ever!  Our country is at a critical point in our history, and I want to do all I can to bring it back to it’s beautiful self! I am involved in writing postcards to voters  to encourage them to vote in their local, state and upcomin...",Get out the Vote Postcard Writing,dem,844,1000                    ," March 30, 2018",1000.0,844.0
589,https://www.gofundme.com/blue-wave-of-pride,"Las Vegas, NV","The Las Vegas Pride Parade and Festival is October 19-21.  The Stonewall Democratic Club of Southern Nevada would like to get a booth at the Pride Festival.  Your donation will help us to build that Blue Wave of Democracy for the mid-term election.  The cost for a shared booth is $290.00, the cos...",Blue Wave of Pride,dem,475,1000                    ," September 10, 2018",1000.0,475.0
591,https://www.gofundme.com/HelpWillieAttendTurningPoint,"Austin, TX","This is a fundraiser for Willie Rojas Obrien to pay for part of his flight, meals and incidentals to attend  conservative Leadership Summit of Turning Point USA's . This is the fourth annual Young Latino Leadership Summit in Miami, FL on  August 3-5, 2018.   From the historic “Bottom” neighborhoo...",Help Willie to Attend Turning Point,dem,550,850                    ," July 30, 2018",850.0,550.0
594,https://www.gofundme.com/8qebvg,"Salisbury, MD",My name is Dr. Ramona Brockett.  I am a JD/PhD in the area of criminal justice.  I have been targeted by a group of people including those in academe and law and they have caused me to have to file bankruptcy and lose everything I have including my home.  The people who are after me have great ec...,Dr. Ramona Brockett Defense Fund,dem,1500,10000                    ," April 29, 2014",10000.0,1500.0
597,https://www.gofundme.com/the-college-dem039s-take-on-dc,"Normal, IL","Every year in November, the Illinois State University chapter of College Democrats takes a trip out to Washington DC. The trip is intended to give students the opportunity to see Washington D.C., speak with crucial decision makers, and learn from important aids. As individuals who are deeply invo...",The ILSTU College Dems take on DC,dem,125,1000                    ," August 2, 2018",1000.0,125.0
598,https://www.gofundme.com/8sfilo, ,"David Bowman, Democrat for County Commissioner, District 10, Pontiac  Support my campaign for Oakland County Commission from District 10 (Pontiac) ... Believe In Bowman.  Economic Development, Pontiac's fair share of Oakland County budget, Road improvement, are items of priority to me.  I will wo...",Political Campaign,dem,1640,2500                    ," April 30, 2014",2500.0,1640.0
599,https://www.gofundme.com/gail-paige-davis-memorial-garden,"West Palm Beach, FL","Gail Paige Davis, 69 of West Palm Beach, FL passed away after a brief illness and has gone to heaven.   She is survived by her brother and best friend, Tom Davis of West Palm Beach and his husband, Mark Rutherford, her nephew Cris and niece Sofia, her aunt and dear friend Peggy Alexander of High...",Gail Paige Davis Memorial Garden,dem,1400,1                    ," December 16, 2018",1.0,1400.0
601,https://www.gofundme.com/save-our-children-and-our-families,"Washington, DC","ON WEDNESDAY, MARCH 13, 2019 DEMOCRATIC HOUSE SPEAKER NANCY PELOSI EQUALITY ACT H.R. 5 (formerly H.R. 2282), AND THIS BILL IS DESIGNED TO DESTROY THE CIVIL RIGHTS ACT OF 1964, LEGALIZE PEDOPHILIA, INCREASE THE LIKELIHOOD OF RAPE, CAUSE REVERSE DISCRIMINATION, DESTROY CHARITIES,  AND MAKE PEDOPHIL...",Defend Our Families From Dangerous Laws,dem,320,3500                    ," January 4, 2019",3500.0,320.0
602,https://www.gofundme.com/democratsassemble-lawn-signs,"Roslyn Heights, NY","I have an idea and I need your help!! I want to have yard signs made to put up all over Long Island, encouraging fellow Democrats to vote on Nov 6. I found a deal online for 100 signs for $225 plus shipping. So the goal is $900, in hopes of getting 300 signs made. I will then take the signs and p...",DemocratsAssemble lawn signs,dem,20,900                    ," October 15, 2018",900.0,20.0
603,https://www.gofundme.com/help-build-a-wall-for-our-potus-and-our-country,"Park Ridge, NJ","Our country is under siege! Millions of illegals pour in through our southern border bringing crime, disease, death, and immortality! Like a majority of Americans we elected President Donald J Trump to Make America Great Again. President Trump’s main campaign promise was to BUILD THE WALL. And as...",We The People Will Found The Wall,dem,125,20.0M                    ," December 18, 2018",20000000.0,125.0
604,https://www.gofundme.com/phj8a-build-the-wall,"Garden City, MO",Help fund the wall. American safety comes before illegal votes and illegal immigration. ...Obstructionis Democrats do not care about the safety of the American people . We need to secure our borders and it is up to US the American people. If everyone would contribute just a few dollars we would h...,BUILD THE WALL,dem,10,500.0M                    ," December 12, 2018",500000000.0,10.0
605,https://www.gofundme.com/the-people-vs-robert-mueller,"Grove City, MN","The Mueller investigation is illegal, unconstitutional and politically motivated. He answers to no one and is setting a precedent that threatens the survival of our republic.  The executive branch, Donald Trump, has the power to shut him down but if he does, Mueller will try to impeach him for ob...",The People vs Robert Mueller,dem,80,30000                    ," November 18, 2018",30000.0,80.0
606,https://www.gofundme.com/educate-sikh-afgan-children,"Laguna Hills, CA",summary was NoneType,Education for Sikh Afghan Children,dem,520,11000                    ," November 10, 2018",11000.0,520.0
607,https://www.gofundme.com/political-operative,"Baltimore, MD","The past few years I have been traveling around the country trying to help elect democrats. I have organized in Wisconsin, Virginia, New Hampshire and Maryland. I have recently accepted a job as the Deputy Finance Director for the Iowa House Democrats. Unfortunately, the drive out to Iowa is over...",new job- help me get there!,dem,220,200                    ," August 24, 2018",200.0,220.0
610,https://www.gofundme.com/8ls22c,"Arcata, CA","Background:  Sofia was recently selected for the 2014 class of the Women's Campaign School (WCS) at Yale--a prestigious program that selects 20 women from around the world. WCS is a non-partisan, issue neutral leadership program that helps women get elected to office. She is raising money to cove...",Send Sofia to Yale!,dem,1600,2500                    ," April 24, 2014",2500.0,1600.0
612,https://www.gofundme.com/black-conservatives-music-festival,"Hemet, CA","To All,  The purpose is to raise funds for the Black Conservative Task Force Music Festival. An outreach to the predominantly African American community who are becoming more politically active and walking away from the Democratic Party. Plans for two major events in California and Boston are und...",Black Conservatives Music Festival,dem,75,250000                    ," September 22, 2018",250000.0,75.0
614,https://www.gofundme.com/nc7737-fall-semester-tuition,"Auburn, AL",Hello fellow Americans!  I am a unicorn aka black conservative and student studying Engineering and I am struggling to make my Fall semester payment. I work part-full time but I do not make enough to cover all of my living expenses and tuition/books. Work has also caused me some anxiety and stres...,Fall Semester Tuition,dem,190,4815                    ," October 10, 2018",4815.0,190.0
615,https://www.gofundme.com/jeff-quotjrquot-noyes-house-fire,"Russellville, AR","Jeff ""J.R."" Noyes lost everything that he had in a house fire in the early morning hours of January 12.  J.R. was renting this house at the time and did not have rental insurance. Any money raised through this campaign will go to help replace items lost and help him establish a new residence.  J....","Jeff ""J.R."" Noyes House Fire",dem,1200,5000                    ," January 13, 2019",5000.0,1200.0
620,https://www.gofundme.com/6th-annual-bring-joy-to-a-refugee-child-in-sa,"San Antonio, TX","Bexar County Young Tejano Democrats are happy to celebrate the 6th Annual Bring Joy to a Refugee Child in SA Toy Drive. This annual holiday project started by a group of students from the University of the Incarnate Word, St. Mary's University, the University of Texas at San Antonio, and high sch...",6th Annual Bring Joy to a Refugee Child in SA,dem,100,500                    ," November 18, 2018",500.0,100.0
624,https://www.gofundme.com/walking-for-america,"Fort Mc Coy, FL","I'm setting out on a 900 mile walk to Washington DC for our Rights and Freedom, Keeping our Counrty and Borders Safe for every Man and Woman Militant and Civilian ""In support our Commander and Chief, to Re-elect Donald Trump in 2020."" Leaving from Fort McCoy Florida in the middle of Ocala Nationa...",Walking For America,dem,100,5000                    ," June 5, 2019",5000.0,100.0
