,funds,link,location,summary,title
711,"
$100 raised of $10,000                    ",https://www.gofundme.com/help-the-homeless-instead-of-the-wall,"Ozark, AL",summary was NoneType,Help the Homeless instead of the Wall
712,"
$20 raised of $10.0M                    ",https://www.gofundme.com/Investigate-Congress,"Andover, KS",Its time we investigate congress! Democrats and Republicans alike. Lets look at their tax returns to find how so many have become multi-millionaires.  Lets look at the sex scandals and the slush fund paid for by taxpayers!  This fund will be used to hire lawyers and investigators to file law suit...,Investigate Congress
713,"
$100 raised of $3,000                    ",https://www.gofundme.com/desperate-and-afraid-amid-federal-shutdown,"Miami, FL","It's not that I don't care, it's not about agreeing or disagreeing about the security of this country.  It's not about being a republican or a democrat.  It's not even about my ethnicity.  It's simply about being human.    I am a federal employee, that wants and needs to feel proud again.  I will...","AMID FEDERAL SHUTDOWN, HELP ME, HELP OTHERS"
714,"
$1,300 raised of $9,701                    ",https://www.gofundme.com/recall-petition,"Summerville, GA","My name is John Agnew, I am 74 years old, a lifelong resident of Chattooga County and a conservative Christian Republican.  I was the first elected Republican for school board in Chattooga since  reconstruction (although one incumbent Democrat did switch to  Republican that same election).  I...",Recall Petition
715,"
$170 raised of $20,000                    ",https://www.gofundme.com/keep-brenda-snipes-accountable,"Fort Lauderdale, FL","Help! There is a big recount for the November 6th election going on right now in Broward County and Palm Beach, and Democrats are trying to steal the election from duly elected Rick Scott and Ron DeSantis. We are Republicans in Broward County, and we are calling on all Republicans in the country...",Keep Brenda Snipes Accountable
716,"
$35 raised of $3,000                    ",https://www.gofundme.com/blacks-for-trump-join-us-in-donating-for-2020,"Wilmington, DE","OUR MISSION:  Fellow patriots, Please help us in helping to fight to re-elect our wonderful President Donald J Trump!  We are a ""sneakers on the ground"" organization that gets Republicans registered and to VOTE TRUMP 2020!    WHAT MY CHAPTER OF #TRUMP2020 DOES:  - We work to get Republican voters...",Blacks for TRUMP! ~MAGA~ DONALD TRUMP 2020
717,"
$100 raised of $1,000                    ",https://www.gofundme.com/clare-county-democratic-party-scholarship,"Clare, MI",The Clare County Democratic Party is fund raising for our scholarship fund. Each year we award a college scholarship to an area student democrat. Funds are raised at each of our monthly meetings but now you may make a contribution to the scholarship fund right here on go fund me.,Clare County Democratic Party Scholarship
718,"
$110 raised of $3,800                    ",https://www.gofundme.com/no-politics-just-life,"Carrollton, TX","Hello to all friends, family and those who just want to be of support. First and foremost i want to thank you all for visiting my page and becoming an important part of my life. As difficult as this may be for me it has now become a plea for assistance during these difficult times that I am facin...",No Politics Just Life
719,"
$55 raised of $2,000                    ",https://www.gofundme.com/rasmussenwestvirginia,"Asbury Park, NJ","U.S. Senate  The incumbent: Joe Manchin (Democrat), a popular former governor who was first elected to the U.S. Senate in 2010  The challenger: Patrick Morrisey (Republican), the state’s current attorney general, the first Republican elected to that post since 1933   Politics: Long a Democratic s...",2018 West Virginia Midterm Election
720,"
$25 raised of $100,000                    ",https://www.gofundme.com/defeat-mitch-mcconnell-in-2020,"Palo Alto, CA",Mitch McConnell is refusing to perform his Constitutional duty to override Trump's veto of bills to re-open government.  This is already the second longest shutdown ever and Americans are paying a terrible price for the McConnell's dereliction of duty.  He has abused his position to make himself...,Defeat Mitch McConnell in 2020
721,"
€100 raised of €1,500                    ",https://www.gofundme.com/ellie4dcc,"Dublin, Ireland","Ellie is a Social Democrat Candidate for Dublin's North Inner City. Creativity, activism and entrepreneurship have been the foundations of Ellie’s life in both Ireland and Malawi – lessons and talents she hopes to bring to Dublin City Council.  Ellie is working with Cllr Gary Gannon and Carol Dea...",Ellie Kisyombe for Dublin City Council
722,"
$50 raised of $400,000                    ",https://www.gofundme.com/consent-of-the-governed-rock-your-rights-america,"Ozawkie, KS","This group is dedicated towards the signature drive for the ""Declaration of the Governed"" Petition and providing information about the Consent of the Governed - Rock Your Rights America Tour.  This Declaration was written using the language of the original Declaration of Independence but with tod...",Consent of the Governed - Rock Your Rights America
723,"
$10 raised of $100,000                    ",https://www.gofundme.com/representusdothan,"Dothan, AL","RepresentUsDothan is for post-partisan people (Liberals, Conservatives, Progressives, Moderates, Independents, Libertarians, Democrats, Republicans, Tea Party, Green Party, Constitutionalists, Americans, etc.) who want to create / support a Represent.Us Chapter in Dothan Alabama to raise awarenes...",RepresentUsDothan
724,"
$5 raised of $100,000                    ",https://www.gofundme.com/help-me-hire-rangers-to-protect-our-border,"Andover, MA","IF YOU CARE ABOUT PROTECTING OUR BORDER KEEP READING.  I’m creating this fund to hire private rangers and anyone else who wants to volunteer to watch and protect our border from illegal immigration. Our President is doing everything he can to keep us safe from criminals, drug traffickers and terr...",Help me to protect our border
725,"
$355 raised of $5,000                    ",https://www.gofundme.com/canadahome,"Toronto, ON","FYI: See update 5 for my response to my ex's fraudulent GoFundMe. Thanks. ---- My family and I are seeking asylum in Canada, and we are struggling financially. We crossed the border with almost nothing, and we left our home and belongings in Pensacola, FL. I had run for US Representative in an ex...",Resettlement in Canada
726,"
$2,705 raised of $1,750                    ",https://www.gofundme.com/freddiedeboer,"Lafayette, IN","Hey guys, so a few things are coming together for me at once: traveling home to Connecticut for the holidays, gearing up for campus visits, and a grant for a research project coming to an end. I'm asking readers to pitch in whatever they can, if they feel like it. Anything would help a great deal...",Christmas Funding Drive
727,"
$2,960 raised of $7,300                    ",https://www.gofundme.com/give-a-helping-hand-to-our-friend-glenna,"Denver, CO","One of our own, a great friend and activist with the Colorado Democrats, needs our help.  It is not a big ask, but every dollar you give will help immeasurably.  Glenna Cornish, a friend to all and always a friend, is facing colon surgery to remove abdominal abscesses, and she could use a helping...","Give a Helping Hand to our Friend, Glenna"
728,"
$2,710 raised of $2,500                    ",https://www.gofundme.com/kelly-daggs-memorial,"Murfreesboro, TN","Thrill seeker. Humanitarian. Agreeable. Lazy. Polite. Democrat... none of these things are words you could use to describe Kelly.   BUT...   Vivacious, Loving, Funny, Mom, Life-coach, Witty, Happy, Smart, Strong, Intuitive, Grandma, Occasional mind reader...are some the words we would use to desc...",Kelly Daggs Memorial
729,"
$2,150 raised of $3,000                    ",https://www.gofundme.com/frum3-paul039s-memorial-fund,"Rochester, NY","As all of you know, Christine's husband, Paul, passed away a few days ago.   Anyone that spent more than a minute with Christine already knows that she is jolly, animated, helpful, trustworthy, and compassionate; an all around great person. What you may not have known is that behind that charisma...",Paul's Memorial Fund (Christine)
730,"
$1,447 raised of $5,000                    ",https://www.gofundme.com/swingleft-chicago,"Chicago, IL","Swing Left Chicago is a coalition of local Swing Left groups excited to work together on Swing Left's Super State Strategy for 2020.  Swing Left’s national leadership unveiled our blueprint for the 2020 election. We’ll target swing states in the presidential and senate races, defend Democrats in...",Swing Left Chicago
731,"
$1,625 raised of $50,000                    ",https://www.gofundme.com/We-The-People-Fight-Back,"Ramona, CA","WE THE PEOPLE FIGHT BACK © Defending America's Way Of Life © Citizens Rights Network ©  Helping President Trump Make America Great Again By Being Re-elected In 2020! Helping America Fight Anti-Americans, Criminals, Socialists, Globalists & Idiots Via Lawsuits! ©  ---------------------------------...",We The People Fight Back
732,"
$800 raised of $7,000                    ",https://www.gofundme.com/the-goal-of-a-college-graduate,"Detroit, MI","Hello:   My name is Alexis Dalton and I am an autistic individual. Despite the diagnosis, I have not allowed this to hold me back from overcoming lifes challenges.     I am writing this letter to respectfully request your financial assistance in support of my pursuit of a Bachelor of Fine Arts de...",The Goal of a College Graduate
733,"
$640 raised of $1,500                    ",https://www.gofundme.com/friends-of-leonard-and-jeanette-gerry,"Hotchkiss, CO","Our long time friend Jeanette Gerry recently suffered the loss of her husband, Leonard who passed away from pancreatic cancer at age 87.  The Gerrys had been Delta County Democrats for over 30 years and very active in helping out at the headquarters as well as social events.  Leonard was a WWII V...",Friends of Leonard and Jeanette Gerry
734,"
$640 raised of $10,000                    ",https://www.gofundme.com/support-for-james-quotjimquot-craven-and-family,"Vancouver, WA","Please Note: The following will document the Facts and situation that makes imperative this plea for help for JAMES ""JIM"" CRAVEN AND FAMILY; please see documents, witness statements,  and responses and documentation of all allegations and asserted facts; Can also Google name and see the cases and...","Support For James ""Jim"" Craven and Family"
735,"
$1,060 raised of $5,000                    ",https://www.gofundme.com/interfaith-classroom,"Reseda, CA",“It is easier to build strong children than to repair broken men“ - Frederick Douglass  U.S. presidents pound nails for him. Celebrities paint walls. Corporations flex their bank accounts. Republicans and Democrats even work together without a hint of political strife.... Ever since founding Habi...,Interfaith Classroom
736,"
$140 raised of $500                    ",https://www.gofundme.com/mxkxf-help-me-get-to-washington,"Indianola, IA","Hello! I am raising money to be able to attend the 2019 Carnegie International Nuclear Policy Conference and Advance Camp in Washington, DC! Since high school I have been incredibly interested in nuclear policy and national security. That interest is part of what lead me to study political scienc...",Help Me Get to Washington!
737,"
$840 raised of $1,000                    ",https://www.gofundme.com/1p1n00wflc,"North Bergen, NJ",On Tuesday Young Democrats from all over the country will be heading to Indianapolis for the Young Democrats of America 2019 National Convention. This convention is held every 2 years and this one is so important because of all the work ahead of us in 2020 locally and nationally. The conference c...,NJ Young Dems Trip To Indy
738,"
$1,360 raised of $2,000                    ",https://www.gofundme.com/federal-government-shutdowns-victim,"Kountze, TX","My husband works for the Federal Bureau of Prisons as a correctional officer. He is a veteran of the U.S. Army. So being a federal employee is nothing new to him or our family. However, last year we dealt with losing our home in Hurricane Harvey and was hoping for a fairly uneventful year this go...",Federal Government Shutdown Victim
739,"
£370 raised of £2,250                    ",https://www.gofundme.com/get-hugo-to-six-universities-in-six-months,"Shipton-Under-Wychwood, South East England, United Kingdom","Help Hugo get to six universities in six months!  Thank you for clicking on the link and taking a closer look at my GoFundMe! My name's Hugo, I'm a 17 year old A-Level student studying Maths, Chemistry, and History at Burford Academy.   I'm really looking forward to university. I'm excited not on...",Get Hugo to six universities in six months
740,"
$275 raised of $1,727                    ",https://www.gofundme.com/send-claire-to-the-ca-democratic-convention,"Hanford, CA","The California Democratic Party (CDP) is having its state convention from May 31 thru June 2, 2019 in San Francisco.  I currently serve as the Chair of the Kings County Democratic Central Committee and as a Delegate to the CDP.  I am raising funds to cover the costs to attend this convention.  He...",Send Claire to the CA Democratic Convention
741,"
$275 raised of $5,000                    ",https://www.gofundme.com/onenewton-campaign,"Covington, GA","We are ready for the fight that lies ahead to have qualified Democrats up and down the ballot win and take office in 2019 and 2020.   To win this fight, we need resources. The team is working tirelessly to get the training materials formed, events booked and volunteers lined up. What we now need...",OneNewton Campaign
742,"
$70 raised of $2,000                    ",https://www.gofundme.com/RasmussenMontana,"Asbury Park, NJ","U.S. Senate  The incumbent: Jon Tester (Democrat). A farmer and former state senator, he was first elected to the U.S. Senate in 2006. Tester is seeking a third term.  The challenger: Matt Rosendale (Republican). A former state legislator and senator, he is currently Montana’s state auditor. Poli...",2018 Montana Midterm Elections
743,"
$400 raised of $7,000                    ",https://www.gofundme.com/collin-pettit-2020-delegate,"Havertown, PA","The DNC advocates for delegates to come from a diverse background, including LGBTQA members, minority groups, veterans, people with disabilities, and many more. But one group has been significantly left out, young people. Young Democrats are consistently ignored due to party leaders running for t...",Collin Pettit 2020 Delegate
744,"
$300 raised of $300                    ",https://www.gofundme.com/roseland-collegiate-prep-ensemble,"Santa Rosa, CA","My name is Diego Bernal-Skala, a senior at Cardinal Newman and a cellist at the Aspirante Youth Orchestra at Santa Rosa Symphony. I am currently teaching an eager group of six students. I am teaching an ensemble of four violinists, one cellist, and one violist at Roseland Collegiate Prep. I am cu...",Roseland Collegiate Prep Ensemble
745,"
$250 raised of $450                    ",https://www.gofundme.com/voterpalooza-voter-registration,"Nolanville, TX","Hi my friends in states outside of Texas.  I am reaching out to you because I need your help.  I am determined to see BETO win and we need NEW voters to increase our voter margins.  Gerrymandering creates an uphill fight for us and one way to combat this is to capture young, first time voters and...",Voter-Palooza Voter Registration
746,"
$160 raised of $100                    ",https://www.gofundme.com/6na8ufk,"New York, NY","We're trying to get our chairman, Chad Williams-Owen, our national communtications director, Charrise Lane, and our National director of advancement, Khaliq Rodriquez to Los Angeles on January 20 to attend the BLEXIT rally. We currently have $80 dollars to chip in but that isn't nearly enough. To...",Help BCM get to BLEXIT LA
747,"
$147 raised of $1,000                    ",https://www.gofundme.com/litigation-fees-to-protect-right-to-carry-gun,"Bedford, NH","The Democrats in the New Hampshire State house have banned all guns in the house chamber and gallery. Even though NH is a constitutional carry, all members are now prohibited from defending themselves and others in the State House where votes are taken. The gun ban would also prevent people from...",Litigation fees to protect right to carry gun
748,"
$60 raised of $65,000                    ",https://www.gofundme.com/AntiTrumpPinataMadeLandlordDecideToSellMyHouse,"Othello, WA","(Only half of the description below is pertinent to the campaign. The rest is me just letting anyone who wants to ""get know me"" a little- do just that.)  Hi! So. I'm 38, I live in Washington state. I have severe narcolepsy w/cataplexy(if you don't know what that is, have you ever seen a movie cal...",My Pro-trump Landlord Is Selling My
749,"
$200 raised of $100.0M                    ",https://www.gofundme.com/going-to-iowa-for-vanlandingham2020,"Cleveland, OH",I'm running for President of These United States of America .   I'm a True Patriot that cares too much about America to see her fall and never rise again because We The People are lost and afraid  of each other and we have a Russian spy in our White House that has continue to keep us didived but...,Landingham For President 2020. We The People...
750,"
$125 raised of $2,000                    ",https://www.gofundme.com/fighting-fo-rights-of-children-in-detention-center,"Rochester, NY",summary was NoneType,Fighting fo rights of children in detention center
751,"
$105 raised of $10,000                    ",https://www.gofundme.com/blexittexascom,"Houston, TX","Your individual $5, $10, or $20+ Donations to this campaign will fund the placement of this simple message on signs and billboards that will plant the seeds of thought to get traditional Black Democratic Voters to think for themselves and potentially leave or ""EXIT"" the Democratic Party.  Search...",BlexitTexas.com
752,"
$72 raised of $25,000                    ",https://www.gofundme.com/we-the-people-will-not-be-intimidated,"Parrish, FL","My Name is Adrian Krieg; I was a manufacturing CEO for 37 years, then an expert witness and management consultant and turn around specialist. Beginning in 1998 I began authoring books on money, economics, history, politics, social issues and even an autobiography. In the last 21-years I have writ...",We the people will not be intimidated!
753,"
$70 raised of $2,000                    ",https://www.gofundme.com/CorbieCrowforSenateKansas,"Overland Park, KS","My name is Corbie Crow and I'm starting an exploratory campaign to run for US Senate in Kansas in 2020 - as a Democrat.   I'm a CPA with 10+ years experience as a controller in private businesses, publicly traded companies, and county government.  My most recent position was Financial Manager for...",Corbie Crow for U.S. Senate (D) - Kansas
754,"
$40 raised of $35,000                    ",https://www.gofundme.com/Ians-college,"Maumelle, AR","Hello, anyone and everyone. My name is Ian Bell, a soon-to-be college freshman at the University of Michigan - Ann Arbor. On December 19th, 2018, I was accepted to the College of Literature, Sciences, and the Arts (LSA) and was given an 'estimated financial aid package' that made my total cost of...",Ian's College Fund
755,"
$40 raised of $150,000                    ",https://www.gofundme.com/wm-dave-martin-city-council-al-3,"Houston, TX","WILLIAM “DAVE” MARTIN  CANDIDATE FOR  HOUSTON CITY COUNCIL AT LARGE PLACE #3  2019  My name is William Dave Martin, I am running for Houston City Council At Large. The City Council has been traditionally non partisan, that is a sham. There is no place today for a thinly disguised Republican repre...","Wm ""Dave"" Martin Houston City Council AL #3"
756,"
$20 raised of $5,000                    ",https://www.gofundme.com/dem-election-shirts-for-2020,"Killeen, TX","I’m raising money to make shirts to distribute for the upcoming 2020 elections!!! My goal is to see a wave of blue shirts for everyone to wear. The shirts are still in design (based on money raised) but will be Democrat, BLM and LGBT friendly.",Dem Election shirts for 2020!!!
757,"
$10 raised of $10,000                    ",https://www.gofundme.com/IntelligentIdiot,"Richmond, VA","You decide: Am I an intelligent idiot?  Will you help me to continue to be one? And, thereby, I will do more for you than any person you don't know.  Of my bona fides for being intelligent, people usually think I am a liar. Why? I tell them that I graduated from the largest university in Illinois...",Intelligent Idiot Needs Your Help
758,"
$200 raised of $1,000                    ",https://www.gofundme.com/wgccv4-operation-reset,"Georgetown, TX","We know school lunch debt is squeezing Williamson County families. School meals are just as important to student success as textbooks and teachers in the classroom. Williamson County Black Democrats want to lend a hand and ease some of the burden inflicted by the stress of school lunch debt, but...",Operation Reset 2018
759,"
$100 raised of $100.0M                    ",https://www.gofundme.com/5nbcg-border-wall,"Greensboro, NC","ACT NOW!                                                 American Citizens That Negotiate Obstacles to the Wall  Whether you are a Democrat, a Republican or an Independent, this topic is something that shou...",ACT NOW!  American Patriots Border Wall Initiative
760,"
$100 raised of $25,000                    ",https://www.gofundme.com/trueindependence,"Oakland, CA","The goal of this fundraiser, is to be able to have the funds available to create a non profit. To be able to have the time to work on the non profit and pay volunteers as well as the needed fees for it to come to life and survive long enough to be able to create fundraisers to longer sustain the...",True Independence Non Profit
761,"
$100 raised of $3,000                    ",https://www.gofundme.com/send-syerra-to-georgetown-this-summer,"Enfield, CT","My 15yr old daughter is brilliant and on her way to earning an Ivy League education. One of the criteria for her resume is for leadership experience and community investment. She is currently in the top 1 percent of her class, sits on the Board of Directors for the Special Education PTA in Enfiel...",Send Syerra to Georgetown this summer
762,"
$100 raised of $65,000                    ",https://www.gofundme.com/candidate-for-president-of-the-united-states,"Stafford, VA","I ask for your trust and support. With 65000 donors, I will announce my candidacy for the Office of President.  I will qualify to participate on the Democratic Presidential primary stage in June. I will run as an Independent Democrat, because I believe the electorate not only needs choices, but b...",Candidate for President of the United States
763,"
$100 raised of $1,200                    ",https://www.gofundme.com/k5k32t-help-during-government-shutdown,"Bloomington, IN","I am an 18 year employee of the United States Federal Government. I have been furloughed due to the current Government shut-down, and will not receive a paycheck until my employing agency is funded by Congress. I will likely receive back pay, if Congress passes legislation to retroactively pay th...",Help during Government shutdown
764,"
$100 raised of $20,000                    ",https://www.gofundme.com/a-book-to-raise-chronic-fatigue-syndrome-awareness,"Salem, MA","Chronic Fatigue Syndrome is a neglected international public health emergency. The history of the emerging Chronic Fatigue Syndrome epidemic can be found in The Chronic Fatigue Syndrome Epidemic Cover-up , a book that pioneering CFS journalist Hillary Johnson called ""important."" We want to send a...",The HHV-6 & Chronic Fatigue Syndrome Campaign
765,"
$100 raised of $500                    ",https://www.gofundme.com/help-get-stacey-abrams-in-office,"Atlanta, GA",We need a Democrat in Georgia. Thank You,Help get Stacey Abrams in office.
766,"
$100 raised of $5,000                    ",https://www.gofundme.com/trina-j-hoaks-for-recorder,"Kentland, IN","Dedicated to Preserving our History Hello!  I am running for the Office of Recorder for Newton County, Indiana. As a Title Abstractor who works with approximately 30 county Recorder Offices throughout the State of Indiana, including Newton County, I am uniquely qualified to serve the residents of...",Trina J. Hoaks for Recorder
767,"
$100 raised of $250,000                    ",https://www.gofundme.com/notlob-itna-anti-bolton,"Chicago, IL","""John Bolton on the Warpath""   ""John Bolton's Middle East War Plans""   ""Is America Ready for John Bolton’s War With Iran?""   ""John Bolton is doing everything he can to get the US into a new war""   John Bolton is a danger to the United States and to peace around the world.   Citizens on both sides...",NOTLOB ITNA! Remove John Bolton from Government
768,"
$60 raised of $5,000                    ",https://www.gofundme.com/theamericanwayfilm,"San Antonio, TX","OUR PROJECT   “The American Way” is a non-partisan and not-for-profit national unity project. In a book and an adapted, eight-episode, limited television series, we are presenting a plan for national unity and prosperity written in consultation with a ""congress"" of 40 Americans.  This ""congress""...","""The American Way"" Project for National Unity"
769,"
$50 raised of $600                    ",https://www.gofundme.com/immigration-conference,"Upland, CA","Regardless of where you stand on immigration policy the first step in solving a problem is having a serious and transparent conversation of the problem at which one aims to address. Over the three past years, we have seen an increase in immigration issues. As Christians who are interested in poli...",Catholic Immigration Integration Conference
770,"
$45 raised of $2,000                    ",https://www.gofundme.com/event-scholarship-for-patriotic-youth,"Montclair, NJ","Sponsor a Montclair youth to attend a special event with NJ's 55th  Governor, Chris Christie. Let our young adults learn first hand from one of the most experienced public servants and chief executives in the New York metro area.  Christie built a bi-partisan base in order to win the NJ governor'...",Event Scholarship for Patriotic Youth
771,"
$40 raised of $50,000                    ",https://www.gofundme.com/6g75b54,"Lexington, KY","This should appeal to Republicans and Democrats because it’s a solution that transcends politics. Greetings all!  We have an established English Immersion School in the Palencia, Guatemala area. Our organization is called Guatemalan Educational Outreach (G.E.O.). We are made up of volunteers from...",Help Solve The Immagration Crises
772,"
$30 raised of $19,999                    ",https://www.gofundme.com/jussie-smollett-book-the-complete-story,"Walnut, CA","The Jussie Smollett scandal gripped the nation starting in January of 2019 and has not let go.  Undoubtedly to affect the Presidential election in 2020,  the story is so relevant for American social, racial, and judicial issues.  I am writing a book to be self-published on Amazon after the FBI co...",LIES : Jussie Smollett and the Deep State Agenda
773,"
$25 raised of $14,400                    ",https://www.gofundme.com/on-the-road-to-2020let039s-do-this,"Larkspur, CA","Support our grassroots movement:  ●       DONATE (Mission Critical!) Support me to work on your behalf to put new leadership in the White House (donate link) ●       JOIN our Facebook Group (Go Get the Vote!): get updates, share comments, ideas and engage  ●       FOLLOW me on Instagram (@IG_hand...",Go Get the Vote 2020!
774,"
$25 raised of $300,000                    ",https://www.gofundme.com/minority-outreach-amp-engagement,"Hollywood, FL","$50 from 6,000 people will fund our education campaign to:  - Recruit more black Americans to VOTE Republican - Teach black Americans about the differences of Republican vs. Democrat  - Teach black Americans the value of self-sustainability and independence from Government - Educate black America...",Minority Outreach & Engagement
775,"
$25 raised of $2,000                    ",https://www.gofundme.com/46hgh-pay-federal-employees,"Richmond, VA","Hi, My name is Tameka and I started this GoFundMe to raise money to assist a lifelong friend to sustain her family during this government shutdown. She is a dedicated federal employee and mother to her children. The funds raised will be used to purchase food, pay rent and other bills, as well as...",Pay Federal Employees
776,"
$25 raised of $1.0M                    ",https://www.gofundme.com/trump-repeat-2020,"Washington, DC","Trump Repeat 2020  Fundraising, Throughout the general election campaign, Clinton consistently led Trump in fundraising. Through August 2016, Clinton, the Democratic National Committee and Clinton's main super PAC, Priorities USA Action, had raised more than $700 mill...",Trump 2020 Fundraiser
777,"
$20 raised of $99.0M                    ",https://www.gofundme.com/art96z-stop-trump-wall,"Saint Petersburg, FL","STOPTRUMPWALL.ORG                                                                             STOPTRUMPWALL.COM                                                                                          STOPTRUMPWALL.NET  BRIDGES, NOT W...",Stop Trump Wall
778,"
$15 raised of $18,000                    ",https://www.gofundme.com/the-know-party,"New York, NY","I am starting a movement called the ""Know Party"". Tribalism and partisan politics have taken over, and it's just plain wrong. Politicans are making decisions based on the ""Us vs Them"" mentaltilty. Basically if I win, you lose. This is not the way forward. The ""Know party"" stands on one principle:...",The Know Party
779,"
$14 raised of $75,000                    ",https://www.gofundme.com/buy-chuck-schumer,"Rancho Cordova, CA","Wouldn’t it be great if Chuck Schumer actually worked for us? Fat chance, right? He only pays attention to donors. But wait! If we can raise the money we can make Chuck take notice, and actually work for US for a change. All it takes is a substantial donation and we can make him into a real Progr...",Buy Chuck Schumer
780,"
$10 raised of $400                    ",https://www.gofundme.com/8hvxhn-washington-dc-trip,"Berwyn, IL","I have recently been accepted to attend the upcoming TSAS conference in which speakers like Ted Cruz, Dan Crenshawn, and other conservative speakers including President Donald Trump will share ideas to teenage students from around the country. Because I am entering college, I am working two jobs...",Washington D.C Trip.
781,"
$10 raised of $500,000                    ",https://www.gofundme.com/the-democratic-party-is-dead,"Show Low, AZ","THE DEMOCRATIC PARTY IS DEAD! Raising money for an awareness program. The Democratic Party is now the SOCIALIST Party.  Raising money for National Billboards, National Commercials Website People need to know they aren't Democrat's they are Socialist(Communist)!",THE DEMOCRATIC PARTY IS DEAD
782,"
$10 raised of $10.0M                    ",https://www.gofundme.com/calling-on-all-americans-let-stop-the-mess-in-gov,"Pittsburgh, PA","Calling on all Americans to stop the mess in government! And Go Fund the 800,000 workers who are out of work ,because of Republican and democrats  CAN'T STAND UNITED, GROW UP!  Please they need are help lets show them the true government is the people not the baby's in office!",Calling on all Americans. Let stop the mess in Gov
783,"
$10 raised of $20,000                    ",https://www.gofundme.com/wallsarebad,"Arlington, VA",summary was NoneType,We the People Won't Fund a Wall
784,"
$5 raised of $2,000                    ",https://www.gofundme.com/7rt7yx-furloughed-employee,"Annapolis, MD","I will be Furloughed by Democrats next week because they refuse to fund the wall. They could of built 2 walls side by side with the amount of money they've  already burned with this shutdown nonsense. Anyways, have rent and bills due at the end of the month and not really sure how they will get p...",Furloughed Employee
785,"
$5 raised of $10,000                    ",https://www.gofundme.com/bus-illegals-immigrants-to-sanctuary-cities,"Colorado Springs, CO","Border patrol says they do not have the funds to bus illegal immigrants to sanctuary cities, lets help them out!!  These cities like Nancy Pelosis' San Francisco say that illegal immigrants help out society, so lets help San Francisco, it seems like they really need some help.  Donate to help sho...",Bus illegals immigrants to sanctuary cities
786,"
$5 raised of $100,000                    ",https://www.gofundme.com/help-me-fight-for-2020,"Gastonia, NC",Help me work to get more democrats elected.  Enough of the hate!  I will be spending lots of time working to do just that.  I need signs and funds to support my time fighting.  I will also make donations to the DNC and local candidates depending on what I can raise.  Why not? They can collect mon...,Help me fight for 2020
787,"
$3 raised of $250                    ",https://www.gofundme.com/trump-2020-snapchat-filters,"Columbia, SC","As we all know, the education system is extremely left-leaning.  This is unfair because the system claims to be unbiased, even though according to studies, some 9 out of 10 teachers are liberal.  I am currently in high school and I am a conservative.  And I have lost plenty of friends because of...",Trump 2020 Snapchat Filters
788,"
$0 raised of $100,000                    ",https://www.gofundme.com/iowa-billboard,"Brooklyn, IA","The money will be used to buy a billboard near Brooklyn Iowa. The billboard will have this Christian Bajina Rivera's photo on it with the slogan ""Vote Democrat: No border. No wall. Just death for you all.""",Iowa Billboard
789,"
$0 raised of $200,000                    ",https://www.gofundme.com/6eatq5-build-the-wall,"Boonton, NJ","We need the boarder wall. Since the Democrats have tried to block President Trump in every aspect to do his job and  keep  American's safe, makes it time for us to take matters into our own hands.  If we can all share this we can help to make a difference.  Even if everyone donated a dollar throu...",Build The Wall
790,"
$0 raised of $100,000                    ",https://www.gofundme.com/build-the-damn-wall-fund,"Green Bay, WI","We are raising money to BUILD THE DAMN WALL!  For the security of our nation, and to support our President Donald Trump!  The Democrats and RINO's are ensuring that us voters, who were overwhelmingly victorious in the last major election, do not get what we want.  So it looks like us patriotic, l...",BUILD THE DAMN WALL FUND
791,"
$0 raised of $250.0M                    ",https://www.gofundme.com/3x7t36-build-that-wall,"Luling, LA",I and creating this fund raiser to help and protect our Country and its people. The Democrats refuse to close the border and protect us legal citizens. They will continue to fight for an open border and allow illegals to enter this Country and suck off the teet of American tax payers. If they won...,Build That Wall
792,"
$0 raised of $200.0M                    ",https://www.gofundme.com/project-front-yard,"Coto de Caza, CA","There are thousands of homeless veterans in need of a friendly  boost and a leg up. What makes me think I can do something, anything at all to try and help get them a quality place to live a clean and healthy life after what these down on their luck former soldiers who entered the United States o...",Project Front Yard
793,"
$0 raised of $5.0M                    ",https://www.gofundme.com/wall-support-our-border-patrol-agents,"Austin, TX","54,000 Border Patrol and U.S. Customs and Border Protection Agents will continue working during the government shutdown.   These brave Agents are not currently being paid and will receive their backpay for their work when the shutdown ends.  I am setting up this Go Fund Me account to help these A...",Let’s Support Our Border Patrol Agents
794,"
$0 raised of $100,000                    ",https://www.gofundme.com/s65d3a-wesupporttrump, ,"Join the fight, help this campaign by sharing on Facebook and or other social media, any donation is  very much needed and appreciated. Donations is the only source we have to provide the needs of  our most forgotten & unfortunate citizens across America  Your donation will help us reach those wh...","United States of America, Support Team Trump"
795,"
$0 raised of $10,000                    ",https://www.gofundme.com/usworld-report-syndication,"Clarksville, TN",www.usworldreport.org    Contemporary topics that the US World Report radio team covers are often misunderstood.  Sometimes their history is not presented in a relevant  and appropriate manner.  Syndicating US World Report will allow people throughout the nation to hear news talk radio that repre...,US-World Report Syndication
796,"
$0 raised of $55.0M                    ",https://www.gofundme.com/give-flint-michigan-drinkable-water, ,"As Flint, Michigan's water disaster continues, a blueprint to fix the city's lead contamination is being floated by the mayor of the state's capital city.     A decade ago, Lansing was able to avoid a toxic tap water disaster in their city by making a decision to initiate a massive lead pipe remo...",Give Flint Michigan Drinkable Water
