full_name|doing_business_as|license_no|license_type_name|license_status_name|addr_line_1|addr_line_4|addr_city|addr_county|addr_state|addr_zipcode|
TONKA CONSTRUCTION LLC|TONKA CONSTRUCTION LLC|404R-00092|Retail Marijuana Products Mfg|Expired|224 Arthur Avenue|Oak Creek CO  80467|Oak Creek|Routt|CO|80467|
TREE LINE PREMIER BOULDER LLC|LIVWELL|402-00783|Center - Type 1|Expired|3000 Folsom Street|Boulder CO  80304|Boulder|Boulder|CO|80304|
TREE LINE PREMIER NEDERLAND LLC|TREE LINE PREMIER |402-00782|Center - Type 1|Expired|40801 US Highway 6 & 24, Suite 5|Avon CO  81620|Avon|Eagle|CO|81620|
TREE LINE PREMIER NEDERLAND LLC|TREE LINE PREMIER|403-01427|Optional Premises|Expired|688 Bryant Street|Denver CO  80204|Denver|Denver|CO|80204|
TREMBLY ENTERPRISES LLC||403R-00838|Retail Marijuana Cultivation Facility|Expired|36 North Research Drive Suite B|Pueblo West CO  81007|Pueblo West|Pueblo|CO|81007|
TRICHOME ANALYTICS LLC|TRICHOME ANALYTICS|405R-00006|RMJ Testing Facility|Expired|217 Racquette Drive, Unit #12|Fort Collins CO  80524|Fort Collins|Larimer|CO|80524|
TRINIDADS HIGHER CALLING U LLC||404R-00083|Retail Marijuana Products Mfg|Expired|1000 Independence Road|Trinidad CO  81082|Trinidad|Las Animas|CO|81082|
TRUST GROUP LLC|TRUST GROUP LLC|403R-00764|Retail Marijuana Cultivation Facility|Expired|6748 Highway 17|Moffat CO  81143|Moffat|Saguache|CO|81143|
TRUST GROUP LLC|TRUST GROUP LLC|403R-00765|Retail Marijuana Cultivation Facility|Expired| 6754 Highway 17|Moffat CO  81143|Moffat|Saguache|CO|81143|
TWISTED ORGANICS LLC|TWISTED ORGANICS LLC|404R-00080|Retail Marijuana Products Mfg|Expired|311 South Main Street|Pueblo CO  81003|Pueblo|Pueblo|CO|81003|
TWISTED ORGANICS LLC|TWISTED ORGANICS LLC|403R-00351|Retail Marijuana Cultivation Facility|Expired|311 South Main Street|Pueblo CO  81003|Pueblo|Pueblo|CO|81003|
TWO DOG PRODUCTS LLC||403R-00341|Retail Marijuana Cultivation Facility|Expired|615 South Highway 24, Unit D|Leadville CO  80461|Leadville|Lake|CO|80461|
TWOGM WALNUT LLC|BUDDY BOY|404-00037|Infused Product Manufacturer|Expired|3814 Walnut Street |Denver CO  80205|Denver|Denver|CO|80205|
UNDERWOOD CORPORATION|CANNA ELIXIRS|404-00330|Infused Product Manufacturer|Expired|1940 West Mississippi Avenue, Suite F|Denver CO  80223|Denver|Denver|CO|80223|
UNIVERSAL HERBS LLC|UNIVERSAL HERBS|403R-00491|Retail Marijuana Cultivation Facility|Expired|5959 East 39th Avenue, Unit 102|Denver CO  80216|Denver|Denver|CO|80216|
UNIVERSAL HERBS LLC|UNIVERSAL HERBS|402R-00427|Retail Marijuana Store|Expired|800 Park Avenue West|Denver CO  80205|Denver|Denver|CO|80205|
URBAN HEALTH & WELLNESS INC|URBAN KITCHEN|404-00384|Infused Product Manufacturer|Expired|966 West 41st Avenue|Denver CO  80211|Denver|Denver|CO|80211|
URBAN HEALTH & WELLNESS INC|URBAN DISPENSARY|403-01758|Optional Premises|Expired|5395 Montezuma Road|Montezuma CO  80435|Montezuma|Summit|CO|80435|
URBAN HEALTH & WELLNESS INC|URBAN DISPENSARY|404R-00325|Retail Marijuana Products Mfg|Expired|966 West 41st Avenue|Denver CO  80211|Denver|Denver|CO|80211|
VAIL BUD BREWERY LLC|VAIL BUDZ|404R-00115|Retail Marijuana Products Mfg|Expired|40928 Highway 6, Unit 2-C|Avon CO  81620|Avon|Eagle|CO|81620|
VALLEY MEDS LLC||402-00423|Center - Type 1|Expired|6512 Cramer Road|Alamosa CO  81101|Alamosa|Alamosa|CO|81101|
VALLEY MEDS LLC||403-00642|Optional Premises|Expired|6512 Cramer Road|Alamosa CO  81101|Alamosa|Alamosa|CO|81101|
VALLEY MEDS LLC|VALLEY MEDS LLC|402-01118|Center - Type 1|Expired|1805 Sante Fe Drive Unit E|Pueblo CO  81006|Pueblo|Pueblo|CO|81006|
VALLEY MEDS LLC|VALLEY MEDS LLC|403-01722|Optional Premises|Expired|1805 Sante Fe Drive Suites F, G, H|Pueblo CO  81006|Pueblo|Pueblo|CO|81006|
VIRIDIS POLLEX LLC||403R-00601|Retail Marijuana Cultivation Facility|Expired|900 Conductor Court|Rye CO  81069|Rye|Pueblo|CO|81069|
VIRIDIS POLLEX LLC||403R-01011|Retail Marijuana Cultivation Facility|Expired|900 Conductor Court|Rye CO  81069|Rye|Pueblo|CO|81069|
VIRTUAL MARKETING LLC|MAGGIES FARM|402-00991|Center - Type 1|Expired|74 Component Drive,  Suite 160|Pueblo West CO  81007|Pueblo West|Pueblo|CO|81007|
VIRTUAL MARKETING LLC|MAGGIES FARM|403-01562|Optional Premises|Expired|74 North Component Drive, #160|Pueblo CO  81007|Pueblo|Pueblo|CO|81007|
VIRTUAL MARKETING LLC|MAGGIES FARM|402R-00407|Retail Marijuana Store|Expired|4803 North Interstate 25|Pueblo CO  81008|Pueblo|Pueblo|CO|81008|
VIRTUAL MARKETING LLC|Maggie's Farm, LLC.|403-01718|Optional Premises|Expired|4211 Fremont County Road 84|Florence CO  81226|Florence|Fremont|CO|81226|
VISION QUEST ANALYTICS INC||405R-00018|RMJ Testing Facility|Expired|3924 Youngfield Street|Wheat Ridge CO  80033|Wheat Ridge|Jefferson|CO|80033|
VITA MEDS LLC|MR NICE GUYS|402-00368|Center - Type 1|Expired|4501 Adams Street|Denver CO  80216|Denver|Denver|CO|80216|
VITA MEDS LLC|PHAT DADDYZ|404-00464|Infused Product Manufacturer|Expired|1397 South Cherokee Street|Denver CO  80223|Denver|Denver|CO|80223|
VITA MEDS LLC|MR NICE GUYS|403-01674|Optional Premises|Expired|4421 Inca Street|Denver CO  80211|Denver|Denver|CO|80211|
VSO LLC||404R-00194|Retail Marijuana Products Mfg|Expired|5305 Vasquez Boulevard|Commerce City CO  80022|Commerce City|Adams|CO|80022|
WALKING RAVEN II LLC|WALKING RAVEN|403-00353|Optional Premises|Expired|875 Navajo Street|Denver CO  80204|Denver|Denver|CO|80204|
WALKING RAVEN II LLC|WALKING RAVEN |402-00805|Center - Type 1|Expired|2001 South Broadway|Denver CO  80210|Denver|Denver|CO|80210|
WASH PARK BOUTIQUE LLC|LUCKY SKY DISPENSARY|402R-00686|Retail Marijuana Store|Expired|3480 South Galena Street, Unit B-4|Denver CO  80231|Denver|Denver|CO|80231|
WEISS & COMPANY LLC||403-01908|Optional Premises|Expired|90 North Dynamics Drive|Pueblo West CO  81007|Pueblo West|Pueblo|CO|81007|
WESTERN SLOPE CAREGIVERS LLC||403-00667|Optional Premises|Expired|3244 Walnut Street|Denver CO  80205|Denver|Denver|CO|80205|
WESTSIDE WELLNESS CENTER LLC|MAGGIES FARM|404R-00097|Retail Marijuana Products Mfg|Expired|1400 Santa Fe Drive, Units A & B|Pueblo CO  81006|Pueblo|Pueblo|CO|81006|
WESTSIDE WELLNESS CENTER LLC|MAGGIES FARM|404-00427|Infused Product Manufacturer|Expired|1400 Santa Fe Drive, Units A & B|Pueblo CO  81006|Pueblo|Pueblo|CO|81006|
WILD HORSE ENTERPRISES LLC||403R-00881|Retail Marijuana Cultivation Facility|Expired|4939 North Broadway Units 55 & 56|Boulder CO  80304|Boulder|Boulder|CO|80304|
WILD WEST WEED LLC|WILD WEST WEED|403R-00585|Retail Marijuana Cultivation Facility|Expired|1765 D-K Drive|Durango CO  81301|Durango|La Plata|CO|81301|
WILLOW NORTH LLC|BUD FARM|402-00860|Center - Type 1|Expired|385 North Willow|Mancos CO  81328|Mancos|Montezuma|CO|81328|
WILLOW NORTH LLC|BUD FARM|403-01335|Optional Premises|Expired|385 North Willow|Mancos CO  81328|Mancos|Montezuma|CO|81328|
WILLOWBROOK FARMS LLC|TIERRA ROJA|403R-00931|Retail Marijuana Cultivation Facility|Expired|6003 County Road 110|Rye CO  81069|Rye|Pueblo|CO|81069|
WM CONCENTRATES LLC|WM CONCENTRATES LLC|404R-00330|Retail Marijuana Products Mfg|Expired|5120 Havana Street|Denver CO  80239|Denver|Denver|CO|80239|
XG PLATINUM CORPORATION||403R-00161|Retail Marijuana Cultivation Facility|Expired|422 26th Street|Garden City CO  80631|Garden City|Weld|CO|80631|
XG PLATINUM CORPORATION||403-01572|Optional Premises|Expired|525 Bryant Street|Denver CO  80204|Denver|Denver|CO|80204|
ZBZ CORP|ANTERO JUNCTION|402R-00250|Retail Marijuana Store|Expired|100 West Highway 24|Hartsel CO  80449|Hartsel|Park|CO|80449|
ZBZ CORP|ANTERO JUNCTION|403R-00331|Retail Marijuana Cultivation Facility|Expired|100 West Highway 24|Hartsel CO  80449|Hartsel|Park|CO|80449|
ZBZ CORP|ANTERO JUNCTION|404R-00075|Retail Marijuana Products Mfg|Expired|100 West Highway 24|Hartsel CO  80449|Hartsel|Park|CO|80449|
